CASEID,MARITAL,B1AGE,AGEDISP,RACER,SEX_N,AGE_N,RACE_N,HSPNC_N,OTHERR_N,EDU_N,JOB1_N,JOB2_N,JOB3_N,JOB4_N,PHOUR_N,VHOUR_N,STDNT_N,SAMESEX,C1SITUAT,PARTNERS,PABUSE,ABUSENP,RELANAME,RELAEXFO,LENGTHTO,LENGTHON,LENGTH4,CHNGE_N,CODE1_N,DATE1_N,CODE2_N,DATE2_N,CODE3_N,DATE3_N,LIVE_N,LIVEWITH,LIVEWR,LIVNEVER,LIVALLYR,NOHOME,APART_N,APARTR,APART3,REASON1,REASON2,REASON3,REASON4,CHILDR,RETRN_N,REASONR1,REASONR2,REASONR3,REASONR4,REASONR5,CHILDCB,L28KIDSN,KIDSNUM,FOSTER_N,KIDLIV_N,KIDIV2_N,DECEASED,STDETAI,STEPCHIL
148560,  8,31,  4,1,  1, 39,  1,1,1,888,  3,9999,9999,9999,  11,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  3,  1,1,  12,  10,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   2,9999,0,  1,  1
148611,  1,29,  2,1,  1, 22,  1,1,1,  3,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,   1,   6,9999,9999,0,   1,   9,9999,9999,9999,9999,0,  1,  2,9999,   1,9999,0,  1,  1
148614,  1,18,  1,1,  1, 22,  1,1,1,  5,  7,9999,9999,9999,9999,9999,  1,0,3,2,1,0,  6,  1,  4,2,4, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,   7,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
158095,  1,27,  5,1,  1, 39,  1,1,1,  4,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   1,   2,22,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  2,  1,0,  22,9999,9999,9999,0,   1,   1,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
158522,  1,20,  1,1,  1, 20,  1,1,1,  3,  9,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  13,  12,9999,9999,0,   1,   9,  11,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
158523,  1,21,  1,1,  1, 21,  1,1,1,  2,  9,9999,9999,9999,9999,9999,777,0,4,2,2,0,  6,  1,  5,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,   1,   7,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
158561,  1,20,  1,1,  1, 23,  1,1,1,888,888,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  2,2,2, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  3,  1,1,   1,  18,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
158625,  1,18,  4,1,  1, 23,  1,1,1,  5,  2,   7,9999,9999, 999,9999,  2,0,1,1,1,0,  5,  0,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
168071,  1,20,  1,1,  1, 23,  1,1,1,  3,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  2,2,2,   1,   2,21,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   1,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168072,  2,21,  1,1,  1, 22,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  3,9999,   2,9999,0,  1,  1
168091,  1,18,  1,1,  1, 19,  1,1,1,  5,  7,9999,9999,9999, 999,9999,  1,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168105,  1,27,  1,1,  1, 30,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
168121,  1,18,  1,1,  1, 21,  1,1,1,  3,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   1,   8,22,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  13,9999,9999,9999,0,   1,   2,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168123,  1,24,  1,1,  1, 23,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  1,  1
168202,  1,22,  1,9,  1, 23,  1,1,1,  3,  3,9999,9999,9999,  20,9999,777,0,3,2,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,   8,   7,9999,9999,0,   1,   9,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168237,  1,20,  4,1,  1, 26,  1,1,1,  4,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  1,1,1, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
168238,  5,22,  1,1,  1, 22,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168239,  1,19,  1,1,  1, 22,  1,1,1,888,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  2,2,2,   1,  17, 7,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,   8,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   2,9999,0,  1,  1
168251,  1,26,  4,1,  1, 32,  1,1,1,  7,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   1,   2,14,   1, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  11,9999,9999,9999,0,   1,   5,   7,   9,9999,9999,1,  1,  1,9999,   1,9999,0,  5,  2
168252,  1,18,  1,1,  1, 20,  1,1,1,  4,  3,9999,9999,9999,  20,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168253,  1,32,  1,1,  1, 29,  1,1,1,  6,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
168305,  1,22,  1,1,  1, 21,  1,1,1,  4,  9,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,   1,9999,9999,9999,0,   1,   1,   2,   9,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
168322,  1,21,  1,1,  1, 22,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   1,   5,14,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,  14,  13,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168328,  1,19,  1,1,  1, 21,  1,1,1,  5,  2,9999,9999,9999,9999,9999,777,0,4,2,2,0, 10,  1,  4,2,4, 888,9999, 1,9999, 1,9999,1,  5,  2,0,  1,  0,  2,  3,  1,1,  14,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168329,  1,20,  1,1,  1, 21,  1,1,1,  3, 14,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   1,  11,13,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  14,  10,9999,9999,0,   1,   2,   9,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168330,  1,21,  4,1,  1, 27,  1,1,1,  3,888,9999,9999,9999,9999,9999,777,0,1,2,1,0,  6,  1,  2,2,2, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,  11,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168332,  1,22,  1,1,  1, 23,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168333,  1,29,  1,3,  1, 32,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   1,   1,13,   1, 2,   2,3,  1,  1,1,  0,  1,  2,  3,  1,1,  13,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  2,9999,   2,9999,0,  5,  2
168338,  1,19,  1,1,  1, 22,  1,1,1,  5,888,9999,9999,9999,9999,9999,777,0,4,2,2,0,  6,  1,  3,2,3, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168339,  1,18,  1,1,  1, 17,  1,1,1,  3,  3,9999,9999,9999, 888,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168340,  1,33,  1,1,  1, 34,  1,1,1,  5,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   9,9999,9999,9999,0,   1,   9,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168342,  2,19,  4,1,  1, 25,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  2,9999,   1,9999,0,  5,  2
168349,  5,28,  1,1,  1, 29,  1,1,1,  4, 14,9999,9999,9999,9999,9999,777,0,1,1,1,1,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   1,  13,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
168354,  2,35,  1,1,  1, 32,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  3,2,3,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,   6,9999,9999,9999,0,   1,   5,  10,9999,9999,9999,1,  1,  1,9999,   2,9999,0,  5,  2
168396,  1,19,  1,1,  1, 20,  1,1,1,  4, 14,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  3,2,3,   1,  11,10,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,   7,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  1,  1
168398,  4,18,  4,2,  1, 25,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  2,  1,  5,2,4,   1,   2,11,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   6,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168454,  1,32,  1,1,  1, 34,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  2,9999,   2,9999,0,  1,  1
168518,  1,18,  5,1,  1, 29,  1,1,1,888,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,   7,9999,9999,9999,0,   1,   5,  11,9999,9999,9999,1,  1,  1,9999,   1,9999,0,  5,  2
168519,  1,24,  1,1,  1, 25,  1,1,1,  4,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  5,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,   1,   7,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  3,9999,   1,9999,0,  1,  1
168524,  1,24,  1,1,  1, 26,  1,1,1,  4,  9,9999,9999,9999,9999,9999,777,0,3,2,1,0, 10,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,   5,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
168526,  1,18,  1,1,  1, 21,  1,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,  10,9999,9999,9999,0,   1,   9,  11,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
168563,  3,25,  1,1,  1, 29,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  3,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,  18,  14,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  4,9999,   8,9999,0,  1,  1
168610,  1,18,  4,1,  1, 25,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0, 11,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  10,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  2,9999,   1,  15,1,  5,  2
168612,  1,22,  1,1,  1, 22,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   1,   3,11,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,   9,9999,9999,9999,0,   1,   2,   9,9999,9999,9999,0,  1,  1,9999,  15,9999,1,  2,  2
168616,  1,18,  1,1,  1, 21,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  10,9999,9999,9999,0,   1,   5,9999,9999,9999,9999,1,  1,  1,9999,   1,9999,0,  5,  2
168618,  5,50,  1,9,  1, 51,  2,1,1,  4,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0,  2,  1,  6,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  7,9999,   1,  13,0,  3,  1
168619,  6,41,  4,1,  1, 47,  1,1,1,  5,  3,9999,9999,9999,  20,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   1,   3,   4,   7,   9,0,  3,999,9999, 777,9999,0,  2,  2
168624,  1,18,  1,1,  1, 19,  1,1,1,888,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  1,1,1,   1,   1,11,   2, 7,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,   4,  13,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168627,  1,18,  4,1,  1, 24,  1,1,1,  7,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,  14,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
168628,  4,31,  1,1,  1, 31,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  22,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  3,9999,   2,9999,0,  5,  2
218042,999,26,  1,3,  2, 27,  2,1,1,  5,  3,   4,9999,9999,  20,   9,777,1,1,1,1,0,  7,  0,  2,2,2,   1,   5,21,9999, 1,9999,1,  3,  1,1,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 999,9999,0,  2,  2
218048,  1,30,  5,3,  1, 43,  1,1,1,  4,  2,9999,9999,9999,9999,9999,777,0,4,2,2,0,  6,  1,  1,1,1,   1,   2,10,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,  19,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
218148,  1,31,  1,2,  2, 30,  3,8,1,  5,  8,   7,9999,9999, 999,9999,  1,1,1,1,1,0,  8,  1,  2,2,2,   1,   2,10,   7, 3,9999,1,  2,  0,0,  0,  0,  2,  2,  1,0,  22,9999,9999,9999,0,   1,  14,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
218160,  2,27,  1,2,  1, 27,  2,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   1,   1, 6,   2,10,   1,4,  2,  0,0,  0,  0,  2,  1,  1,0,  10,9999,9999,9999,0,   1,   4,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
228284,  5,24,  1,3,  1, 24,  4,1,1,  2,888,9999,9999,9999,9999,9999,777,0,3,2,1,0,  2,  1,  2,2,2,   1,   2, 2,   2, 8,   2,2,  2,  1,1,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308001,  1,31,  1,2,  1, 31,  6,1,4,  7,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308002,  1,18,  1,1,  1, 21,  1,1,1,  7,  3,9999,9999,9999, 888,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   1,   1,   2,   9,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308003,  1,31,  4,1,  1, 38,  3,1,1,  3,  3,9999,9999,9999, 888,9999,777,0,1,1,1,0,  5,  0,  2,2,2, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  1,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  6,  2
308004,  1,27,  4,1,  1, 35,  1,1,1,  7,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  5,2,4, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  2,  1,0,   6,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
308005,  1,19,  1,1,  1, 22,  1,1,1,  3,888,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   7,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308006,  1,30,  1,1,  1, 33,  1,1,1,  4,  2,9999,9999,9999,9999,9999,777,0,2,2,2,0,  6,  1,  5,2,4,   2,9999, 1,9999, 1,9999,1,  4,  0,0,  0,  0,  1,  1,  1,0,   1,   2,9999,9999,1,   1,   1,   2,   9,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308007,  1,50,  1,3,  1, 48,  1,1,1,  4, 17,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308008,  1,41,  3,1,  1, 28,  1,1,1,888,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   2,9999, 1,9999, 1,9999,1,  1,  0,0,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308032,  2,33,  5,1,  1, 46,  1,1,1,888,  2,9999,9999,9999,9999,9999,777,0,4,2,2,0,  6,  1,  4,2,4,   2,9999, 1,9999, 1,9999,1,  2,  1,1,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
308033,  2,35,  1,1,  1, 39,  2,1,1,  2,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  1,1,1,   1,  17,17,9999, 1,9999,1,  3,  1,1,  0,  0,  2,  3,  1,1,  22,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308034,  5,45,  2,3,  2, 38,  1,1,1,  4,  2,9999,9999,9999,9999,9999,777,1,3,2,1,0,  8,  1,  1,1,1,   1,   1,14,9999, 1,9999,1,  5,  2,0,  1,  0,  2,  2,  1,0,   1,  16,9999,9999,1,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308035,  5,42,  3,3,  1, 32,  3,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  19,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308037,  1,36,  1,1,  1, 38,  3,1,1,  4,  8,9999,9999,9999,9999,9999,777,0,2,2,2,0,  6,  1,  4,2,4,   1,   2, 6,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,  18,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   7,9999,0,  2,  2
308043,  1,22,  1,1,  1, 26,  1,1,1,  5,  7,   8,9999,9999,9999,9999,  1,0,3,2,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308044,  1,24,  1,1,  1, 25,  1,1,1,  2,  8,9999,9999,9999,9999,9999,777,0,2,2,2,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   1,   9,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
308045,  1,25,  1,1,  2, 25,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,1,1,1,1,0,  7,  0,  4,2,4,   1,   1,13,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  11,9999,9999,9999,0,   1,   9,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308046,  1,33,  1,1,  1, 35,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  5,2,4,   1,   5,12,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308049,  1,18,  1,1,  1, 21,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308056,  2,40,  5,3,  1, 56,  4,1,1,  7,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,999,999,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,999,9,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,666,9999,   4,9999,0,999,999
308057,  1,18,  1,1,  1, 20,  1,1,1,  3,  2,9999,9999,9999,9999,9999,777,0,3,4,3,0,  6,  1,  1,1,1, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  14,  11,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308060,  1,25,  5,1,  1, 38,  1,1,1,  5,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  2,9999,   7,9999,0,  2,  2
308061,  1,24,  4,1,  1, 31,  1,1,1,  3, 14,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  1,1,1,   1,  11, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,  18,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308062,  4,47,  1,1,  1, 50,  1,1,1,  4,  7,9999,9999,9999, 999,9999,  2,0,1,1,1,0,  5,  0,  3,2,3,   1,  10,14,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  20,9999,9999,9999,0,   1,   2,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
