CASEID,MARITAL,B1AGE,AGEDISP,RACER,SEX_N,AGE_N,RACE_N,HSPNC_N,OTHERR_N,EDU_N,JOB1_N,JOB2_N,JOB3_N,JOB4_N,PHOUR_N,VHOUR_N,STDNT_N,SAMESEX,C1SITUAT,PARTNERS,PABUSE,ABUSENP,RELANAME,RELAEXFO,LENGTHTO,LENGTHON,LENGTH4,CHNGE_N,CODE1_N,DATE1_N,CODE2_N,DATE2_N,CODE3_N,DATE3_N,LIVE_N,LIVEWITH,LIVEWR,LIVNEVER,LIVALLYR,NOHOME,APART_N,APARTR,APART3,REASON1,REASON2,REASON3,REASON4,CHILDR,RETRN_N,REASONR1,REASONR2,REASONR3,REASONR4,REASONR5,CHILDCB,L28KIDSN,KIDSNUM,FOSTER_N,KIDLIV_N,KIDIV2_N,DECEASED,STDETAI,STEPCHIL
308064,  1,20,  1,1,  1, 20,  1,1,1,  3,  9,9999,9999,9999,9999,9999,777,0,2,2,2,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
308066,  4,33,  1,3,  1, 36,  3,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  5,2,4, 888,9999, 1,9999, 1,9999,1,  4,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   9,  13,9999,9999,9999,0,  1,  2,9999,  11,9999,0,  2,  2
308067,  1,29,  1,1,  1, 27,  1,1,1,  3,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  2,2,2,   1,   2, 4,9999, 1,9999,1,  5,  2,0,  1,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   5,9999,9999,9999,9999,1,  3,999,9999,9999,9999,0,  2,  2
308079,  1,37,  2,1,  1, 30,  1,1,1,  3,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,   1,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   9,9999,0,  2,  2
308080,  1,29,  1,1,  2, 31,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,1,1,1,1,0,  8,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  3,  1,1,   1,9999,9999,9999,0,   1,   9,  11,9999,9999,9999,0,  3,999,9999, 999,9999,0,  2,  2
308081,  5,31,  6,1,  1, 70,  1,1,1,  2, 16,9999,9999,9999,9999,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  18,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
308082,  4,40,  4,1,  1, 45,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,  18,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308085,  1,20,  1,1,  1, 17,  1,1,1,888,  9,  15,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  1,1,1, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308086,  4,43,  1,1,  1, 44,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   1,   2,15,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  21,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308088,  1,30,  4,2,  1, 37,  1,1,1,  4,  3,9999,9999,9999, 888,9999,777,0,3,2,1,0,  6,  1,  2,2,2,   1,   1,20,9999, 1,9999,1,  2,  1,1,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308090,  1,21,  5,1,  1, 38,  1,1,1,888,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308093,  1,38,  1,1,  1, 40,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  4,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   8,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308124,  1,26,  4,1,  1, 33,  1,1,1,  3,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  4,  1,  5,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  2,  1,0,   1,   2,   6,9999,1,   1,   3,   5,9999,9999,9999,1,  1,  2,9999,   1,9999,0,  5,  2
308125,  1,36,  1,1,  2, 38,  1,1,1,  7,  2,9999,9999,9999, 999,9999,777,1,1,1,1,0,  7,  0,  1,1,1,   1,   2,14,   1, 5,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308126,  1,34,  2,1,  1, 29,  1,1,1,  4,  4,9999,9999,9999, 999,   5,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308128,  2,47,  5,1,  1, 62,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   9,  11,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308129,  1,19,  4,1,  1, 27,  1,1,1,  4, 14,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308130,  1,40,  5,1,  1, 58,  1,1,1,  2,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,   6,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  5,9999,   1,9999,0,  1,  1
308131,  2,36,  5,1,  1, 47,  1,1,1,  4, 16,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  4,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,  18,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308132,  4,38,  4,1,  1, 43,  1,1,1,888,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   1,   9,9999,9999,9999,9999,0,  1,  1,9999,   8,9999,0,  2,  2
308136,  2,50,  1,3,  1, 47,  2,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  6,2,4,   1,  12,15,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,  15,9999,1,  2,  2
308142,  1,29,  4,1,  1, 37,  1,1,1,  3,  2,9999,9999,9999,9999,9999,777,0,2,3,3,0,  6,  1,  4,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,   7,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   4,9999,0,  2,  2
308144,  5,48,  1,1,  1, 45,  1,1,1,  7,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  5,2,4,   1,   5,14,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,  13,  11,9999,9999,0,   1,   1,  13,9999,9999,9999,0,  1,  1,9999,   2,9999,0,  5,  2
308145,  5,41,  2,1,  1, 36,  1,1,1,  3,888,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  5,2,4,   1,   2,15,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,  18,  10,9999,0,   1,   4,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308146,  1,34,  1,1,  1, 30,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  4,2,4, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,   7,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308149,  4,38,  1,1,  1, 41,  1,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  4,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   1,   3,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308150,  1,19,999,1,  1,888,  1,1,1,  3,  3,9999,9999,9999, 888,9999,777,0,3,2,1,0, 10,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  2,0,  1,  0,  2,  2,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308151,  1,18,  1,1,  1, 20,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  3,  1,1,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308153,  1,38,  4,1,  1, 44,  2,1,1,  6,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308166,  2,38,  4,2,  1, 43,  3,6,1,  2,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  6,2,4,   1,  17,19,9999, 1,9999,1,  3,  1,1,  0,  0,  2,  2,  1,0,   1,9999,9999,9999,0,   1,   4,9999,9999,9999,9999,0,  1,  4,9999,   1,9999,0,  5,  2
308167,  6,46,  1,1,  1, 47,  1,1,1,  2,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,  10,9999,9999,9999,0,   1,   9,  13,9999,9999,9999,0,  1,  3,9999,   8,9999,0,  2,  2
308168,  1,29,  1,1,  1, 26,  1,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308174,  1,20,  4,1,  1, 29,  1,1,1,888, 15,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,   1,  22,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308186,  2,38,  2,2,  1, 31,  3,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   2,9999,0,  1,  1
308189,  5,33,  4,1,  1, 38,  1,1,1,  5,888,9999,9999,9999,9999,9999,777,0,3,3,2,0,  6,  1,  1,1,1, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  2,  1,0,  22,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308190,  5,39,  1,1,  1, 36,  1,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  4,2,4,   1,   2,18,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  11,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308191,  1,33,  4,1,  1, 42,  1,1,1,  7,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308196,  1,21,  1,1,  1, 23,  1,1,1,  3,  9,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  5,2,4, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,  10,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
308197,  2,27,  4,1,  1, 34,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,  13,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  2,9999,   1,9999,0,  1,  1
308198,  1,19,  1,1,  1, 20,  1,1,1,  3,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  10,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308199,  4,38,  1,1,  1, 42,  1,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,  10,9999,9999,9999,0,   1,   2,   9,  13,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308211,  1,25,  1,1,  1, 26,  1,1,1,888,888,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  1,1,1, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   7,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308213,  1,30,  5,1,  1, 40,  1,1,1,  3,  9,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  5,2,4,   2,9999, 1,9999, 1,9999,1,  2,  1,1,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  5,9999,   9,9999,0,  2,  2
308214,  4,38,  1,1,  1, 40,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  4,2,4,   1,   5, 5,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,  18,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308215,  6,39,  2,1,  1, 30,  1,1,1,  3,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  2,2,2,   1,   2,17,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,  18,  10,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308216,  5,33,  1,3,  1, 36,  2,1,1,  3,  2,9999,9999,9999,9999,9999,777,0,3,3,2,0,  6,  1,  5,2,4,   1,   2,22,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,  18,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   9,9999,0,  2,  2
308217,  1,37,  2,1,  1, 31,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  4,  0,0,  0,  0,  1,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,   7,9999,0,  2,  2
308219,  1,25,  1,1,  1, 29,  1,1,1,  3,888,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  3,2,3, 888,9999, 1,9999, 1,9999,1,  4,  0,0,  0,  0,  2,  1,  1,0,   7,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308220,  4,42,  1,2,  1, 38,  3,1,1,  2,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0,  2,  1,  3,2,3, 888,9999, 1,9999, 1,9999,1,  4,  0,0,  0,  0,  2,  4,  0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  4,9999,   1,9999,0,  1,  1
308221,  5,53,  1,1,  1, 49,  1,1,1,  2,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,  18,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308222,  4,41,  2,2,  1, 36,  3,5,1,  3,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,   2,9999,9999,1,   1,  14,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308225,  2,49,  2,2,  1, 40,  1,1,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  6,2,4,   1,   3,10,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  2,  1,0,   3,9999,9999,9999,0,   1,   1,   5,   9,9999,9999,1,  1,  1,9999,   2,9999,0,  1,  1
308227,  1,18,  4,2,  1, 23,  3,1,1,  3,  3,9999,9999,9999,  30,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  1,  1,0,   1,   7,9999,9999,0,   1,   4,   7,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
308228,  1,33,  1,1,  2, 32,  3,8,1,  4,  2,9999,9999,9999, 999,9999,777,1,1,1,1,0,  7,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 999,9999,0,  1,  1
308262,  1,19,  5,1,  1, 29,  1,1,1,888, 14,9999,9999,9999,9999,9999,777,0,3,2,1,0, 10,  1,  1,1,1,   1,  11,19,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
308264,  1,27,  4,2,  1, 32,  3,8,1,  3,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  3,2,3,   1,   5, 5,9999, 1,9999,1,  3,  1,1,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  2,9999,  10,9999,0,  2,  2
308269,  1,19,  1,1,  1, 21,  1,1,1,  3,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   1,   2,19,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  11,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308270,  1,22,  5,3,  1, 36,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  5,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  3,9999,   7,9999,0,  2,  2
308271,  1,34,  1,1,  1, 37,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  5,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  4,9999,  11,9999,0,  2,  2
308272,  4,26,  5,1,  1, 38,  1,1,1,  4,  9,9999,9999,9999,9999,9999,777,0,1,1,1,1,  6,  1,  2,2,2,   1,   2,13,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  1,9999,  12,9999,0,  2,  2
308274,  4,37,  4,1,  1, 42,  1,1,1,  5,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1, 888,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308276,  1,29,  5,1,  1, 39,  1,1,1,888,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308279,  1,18,  1,1,  1, 21,  1,1,1,  5,  2,   7,9999,9999, 999,9999,  2,0,1,1,1,0,  5,  0,  1,1,1, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308281,  5,36,  2,1,  1, 31,  1,1,1,  4,  9,9999,9999,9999,9999,9999,777,0,3,2,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  1,  0,0,  0,  1,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  2,  2
308282,  1,38,  1,1,  1, 35,  1,1,1,  4,  3,9999,9999,9999,   5,9999,777,0,1,1,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308283,  2,34,  4,1,  1, 40,  1,1,1,  3,888,9999,9999,9999,9999,9999,777,0,3,2,1,0, 11,  1,  5,2,4, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,  14,  18,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  3,9999,  11,9999,0,  2,  2
308285,  1,19,  1,1,  1, 18,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  3,  1,1,   7,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308287,  1,31,  1,1,  1, 33,  1,1,1,  7,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  1,1,1,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  1,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308288,  2,51,  5,9,  1, 62,  1,1,1,  6,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  1,  0,  6,2,4,   2,9999, 1,9999, 1,9999,1,  1,  1,1,  0,  1,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  1,  4,9999,   2,9999,0,  5,  2
308291,  1,20,  1,1,  1, 22,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  2,2,2,   2,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  2,  1,0,  11,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
308296,  1,43,  1,1,  1, 44,  1,1,1,  2,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  3,2,3,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  2,  1,0,   1,  15,  18,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308297,  6,39,  5,1,  1, 52,  1,1,1,  4,  9,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308299,  1,30,  1,1,  1, 30,  1,1,1,  3, 14,9999,9999,9999, 999,9999,777,0,1,1,1,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,   8,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308300,  1,34,  1,1,  1, 37,  1,1,1,888,  2,9999,9999,9999,9999,9999,777,0,3,2,1,0, 10,  1,  1,1,1, 888,9999, 1,9999, 1,9999,1,  5,  0,0,  1,  0,  2,  1,  1,0,   7,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
308301,  5,44,  3,1,  1, 30,  1,1,1,  5,  9,  14,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  2,2,2,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  1,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  2,  2
308303,  1,30,  4,1,  1, 35,  1,1,1,  3,  8,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4,   1,   2,22,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   1,   9,  11,9999,9999,9999,0,  1,  1,9999,   1,9999,0,  5,  2
308306,  1,39,  5,1,  1, 49,  1,1,1,  4,  2,9999,9999,9999, 999,9999,777,0,1,1,1,0,  5,  0,  6,2,4,   2,9999, 1,9999, 1,9999,1,  4,  0,0,  0,  0,  2,  4,  0,0, 999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,0,  3,999,9999, 777,9999,0,  1,  1
308307,  1,41,  1,1,  1, 37,  1,1,1,  3,888,9999,9999,9999,9999,9999,777,0,2,2,2,0,  6,  1,  1,1,1,   2,9999, 1,9999, 1,9999,1,  2,  0,0,  0,  0,  2,  1,  1,0,   1,9999,9999,9999,0,   2,9999,9999,9999,9999,9999,0,  3,999,9999,9999,9999,0,  1,  1
