CASEID,INVIEWN,NUMBER,EVNTCODE,CM1DATE,DATECOMM,CM1WEEK,CM1WEEK2
108395,1,108395000, 410,266,1, 1, 1
108395,1,108395000, 460,327,1, 1, 1
108395,1,108395000,1340,  1,1,10,41
108397,1,108397000,1020,335,1, 1, 1
108397,1,108397000,1030,483,1, 1, 1
108397,1,108397000, 220, 10,1, 1, 1
108399,1,108399000,1310,249,1, 1, 1
108399,1,108399000,1310,409,1, 1, 1
108443,1,108443000,1220,102,1, 1, 1
108443,1,108443000,1240,102,1, 1, 1
108443,1,108443000,1230,237,1, 1, 1
108443,1,108443000,1240,353,1, 1, 1
108444,1,108444000, 460,350,1, 1, 1
108444,1,108444000, 940, 83,1, 1, 1
108444,1,108444000, 480,117,1, 1, 1
108444,1,108444000,1380,353,1, 1, 1
108444,1,108444010, 460, 45,1, 1, 1
108444,1,108444010, 530, 15,1, 1, 1
108456,1,108456000, 110,259,1, 1, 1
108456,1,108456000,1380,230,1, 1, 1
108456,1,108456000,1303,268,1, 1, 1
108460,1,108460000, 830,129,1, 1, 1
108460,1,108460000, 460,  6,1, 1, 1
108460,1,108460000,1220,294,1, 1, 1
108460,1,108460000,1230,100,1, 1, 1
108460,1,108460010,1310,255,1, 1, 1
108525,1,108525000,1010, 66,1, 1, 1
108525,1,108525000,1010,169,1, 1, 1
108525,1,108525000, 450,230,1, 1, 1
108562,1,108562000, 670,247,1, 1, 1
108562,1,108562000, 610,407,1, 1, 1
108562,1,108562000, 450,164,1, 1, 1
108562,1,108562000, 670,255,1, 1, 1
108562,1,108562010, 130,473,1, 1, 1
108562,1,108562010, 460,255,1, 1, 1
118051,1,118051000, 510, 19,1, 1, 1
118051,1,118051000, 510, 99,1, 1, 1
118051,1,118051000, 810,133,1, 1, 1
118051,1,118051000, 510, 21,1, 1, 1
118058,1,118058000, 620,224,1, 1, 1
118058,1,118058000, 610,171,1, 1, 1
118058,1,118058000, 810,211,1, 1, 1
118058,1,118058000, 401,355,1, 1, 1
118058,1,118058010,1550,  1,1,41,26
118058,1,118058010,1220, 66,1,23, 6
118058,1,118058010, 601,  4,1, 1, 1
118058,1,118058010, 620,213,1, 1, 1
118058,1,118058010,1210,  1,1,47,38
118058,1,118058010, 850, 56,1, 1, 1
118058,1,118058010, 840,177,1, 1, 1
118177,1,118117000,1610,117,1, 1, 1
118176,1,118176000, 740,115,1, 1, 1
118176,1,118176000, 940,242,1, 1, 1
118177,1,118177000, 620,259,1, 1, 1
118177,1,118177000,1530, 92,1, 1, 1
118177,1,118177000, 140, 44,1, 1, 1
118177,1,118177010, 460,  1,1, 1, 1
118178,1,118178000, 140, 25,1, 1, 1
118178,1,118178000, 220,261,1, 1, 1
118178,1,118178000, 670,257,1, 1, 1
118178,1,118178000, 620,257,1, 1, 1
118178,1,118178010, 620,257,1, 1, 1
118178,1,118178010, 910,144,1, 1, 1
118182,1,118182000, 620,251,1, 1, 1
118182,1,118182000, 120,467,1, 1, 1
118182,1,118182000, 140, 48,1, 1, 1
118182,1,118182000,1080, 77,1, 1, 1
118182,1,118182010, 740, 20,1, 1, 1
118183,1,118183000, 460,  9,1, 1, 1
118183,1,118183000, 610,476,1, 1, 1
118183,1,118183000, 480, 21,1, 1, 1
118183,1,118183000, 120, 74,1, 1, 1
118192,1,118192000,1830,165,1, 1, 1
118192,1,118192000, 310, 50,1, 1, 1
118192,1,118192000, 220,244,1, 1, 1
118192,1,118192000, 640,244,1, 1, 1
118192,1,118192010,1110,315,1, 1, 1
118192,1,118192010, 460,268,1, 1, 1
118192,1,118192010, 150,287,1, 1, 1
118192,1,118192010,1440,389,1, 1, 1
118193,1,118193000, 640,  1,1, 1, 1
118193,1,118193000, 460, 50,1, 1, 1
118193,1,118193000, 120, 77,1, 1, 1
118193,1,118193000, 830,129,1, 1, 1
118193,1,118193010, 460,247,1, 1, 1
118193,1,118193010, 740,354,1, 1, 1
118193,1,118193010, 830,404,1, 1, 1
118341,1,118341000,1620,261,1, 1, 1
118341,1,118341000, 620,429,1, 1, 1
118341,1,118341000,1240,244,1, 2,31
118341,1,118341000, 601,185,1, 1, 1
118341,1,118341010,1302,236,1, 1, 1
118341,1,118341010, 740,275,1, 1, 1
118341,1,118341010,1390,524,1, 1, 1
118341,1,118341010,1530,208,1, 1, 1
118341,1,118341010,1540,197,1, 1, 1
118341,1,118341010, 602,249,1, 1, 1
118458,1,118458000,1420,247,1, 1, 1
118458,1,118458000,1470,497,1, 1, 1
118458,1,118458000, 510,255,1, 1, 1
118520,1,118520000, 520,254,1, 1, 1
118520,1,118520000, 430, 95,1, 1, 1
118520,1,118520000, 410,270,1, 1, 1
118520,1,118520000, 310,  8,1, 1, 1
138068,1,138068000,1510, 12,1, 1, 1
138068,1,138068000,1510,236,1, 1, 1
138068,1,138068000, 440,270,1, 1, 1
148059,1,148059000, 410, 17,1, 1, 1
148059,1,148059000, 830,471,1, 1, 1
148059,1,148059000, 840,216,1, 1, 1
148059,1,148059000, 610, 50,1, 1, 1
148059,1,148059010, 820,479,1, 1, 1
148059,1,148059010, 410,259,1, 1, 1
148059,1,148059010, 830,508,1, 1, 1
148059,1,148059010, 810,  4,1, 1, 1
148059,1,148059010, 460,227,1, 1, 1
148059,1,148059010, 460,270,1, 1, 1
148092,1,148092000, 810,203,1, 1, 1
148092,1,148092000,1220,257,1, 1, 1
148092,1,148092000, 740, 56,1, 1, 1
148092,1,148092000,1230,390,1, 1, 1
148092,1,148092010, 850,390,1, 1, 1
148092,1,148092010,1110,500,1, 1, 1
148092,1,148092010, 550,  1,1, 1, 1
148099,1,148099000, 830,175,1, 1, 1
148099,1,148099000, 830,276,1, 1, 1
148099,1,148099000, 830,362,1, 1, 1
148099,1,148099000, 830, 15,1, 1, 1
148099,1,148099010, 410, 21,1, 1, 1
148099,1,148099010, 810,390,1, 1, 1
148100,1,148100000, 840,304,1, 1, 1
148100,1,148100000, 810,313,1, 1, 1
148100,1,148100000, 820,380,1, 1, 1
148106,1,148106000, 620,181,1, 1, 1
148106,1,148106000, 910,247,1, 1, 1
148107,1,148107000,1480,186,1, 1, 1
148107,1,148107000,1401,317,1, 1, 1
148107,1,148107000,1480,444,1, 1, 1
148107,1,148107000,1490,185,1, 1, 1
148107,1,148107010,1490,270,1, 1, 1
148107,1,148107010, 310,486,1, 1, 1
148107,1,148107010, 150,306,1, 1, 1
148108,1,148108000, 820,397,1, 1, 1
148108,1,148108000, 810,139,1, 1, 1
148108,1,148108000, 601,  4,1, 1, 1
148108,1,148108000, 601, 56,1, 1, 1
148108,1,148108010, 210,268,1, 1, 1
148109,1,148109000, 460,257,1, 1, 1
148109,1,148109000, 530,247,1, 1, 1
148109,1,148109000, 410,210,1, 1, 1
148109,1,148109000, 510,270,1, 1, 1
148109,1,148109010, 910,242,1, 1, 1
148109,1,148109010, 670,268,1, 1, 1
148109,1,148109010, 460,268,1, 1, 1
148109,1,148109010, 460,371,1, 1, 1
148110,1,148110000, 110,519,1, 1, 1
148111,1,148111000, 320,432,1, 1, 1
148111,1,148111000, 450,384,1, 1, 1
148111,1,148111000, 940,105,1, 1, 1
148111,1,148111000, 320,365,1, 1, 1
148111,1,148111010, 620,419,1, 1, 1
148111,1,148111010, 130, 55,1, 1, 1
148113,1,148113000, 670, 59,1, 1, 1
148113,1,148113000,1410,338,1, 1, 1
148115,1,148115000, 670,259,1, 1, 1
148115,1,148115000, 310,270,1, 1, 1
148115,1,148115000, 460,419,1, 1, 1
148115,1,148115000,1460,419,1, 1, 1
148115,1,148115010, 630,450,1, 1, 1
148115,1,148115010,1340,353,1, 1, 1
148118,1,148118000, 460, 42,1, 1, 1
148118,1,148118000, 810,299,1, 1, 1
148119,1,148119000, 810, 87,1, 1, 1
148119,1,148119000, 830,408,1, 1, 1
148119,1,148119000, 680,251,1, 1, 1
148119,1,148119000, 820,383,1, 1, 1
148119,1,148119010, 602, 21,1, 1, 1
148119,1,148119010,1610,338,1, 1, 1
148119,1,148119010,1080,390,1, 1, 1
148119,1,148119010, 720,124,1, 1, 1
148120,1,148120000, 460, 47,1, 1, 1
148120,1,148120000, 410, 27,1, 1, 1
148120,1,148120000, 910,188,1, 1, 1
148120,1,148120000, 510,  1,1, 3,32
148120,1,148120010, 620,  1,1,13,34
148120,1,148120010, 650,262,1, 1, 1
148120,1,148120010, 220,478,1, 1, 1
148120,1,148120010, 460,271,1, 1, 1
148122,1,148122000, 930,261,1, 1, 1
148122,1,148122000,1220,431,1, 1, 1
148122,1,148122000,1230, 12,1, 1, 1
148122,1,148122000, 460, 31,1, 1, 1
148122,1,148122010, 640,270,1, 1, 1
148122,1,148122010, 480,466,1, 1, 1
148156,1,148156000, 680,263,1, 1, 1
148156,1,148156000, 640,247,1, 1, 1
148156,1,148156000, 650,247,1, 1, 1
148156,1,148156000, 220,270,1, 1, 1
148164,1,148164000,1430,117,1, 1, 1
148164,1,148164000,1370,135,1, 1, 1
148164,1,148164000,1401,202,1, 1, 1
148164,1,148164000,1410,213,1, 1, 1
148164,1,148164010, 160,306,1, 1, 1
148164,1,148164010, 460,449,1, 1, 1
148204,1,148204000, 810,282,1, 1, 1
148204,1,148204000, 930,476,1, 1, 1
148204,1,148204000, 510, 75,1, 1, 1
148204,1,148204000,1340,  1,1,19,36
148204,1,148204010,1340,  1,1,19,36
148204,1,148204010,1340,  1,1,18,45
148204,1,148204010,1340,  1,1,18,45
148204,1,148204010,1350,108,1, 1, 1
148204,1,148204010, 220,268,1, 1, 1
148204,1,148204010,1360,122,1, 1, 1
148205,1,148205000, 610,259,1, 1, 1
148205,1,148205000, 210,257,1, 1, 1
148205,1,148205000, 410, 37,1, 1, 1
148209,1,148209000, 920,254,1, 1, 1
148209,1,148209000, 310, 15,1, 1, 1
148209,1,148209000, 450, 12,1, 1, 1
148209,1,148209000, 520,259,1, 1, 1
148209,1,148209010, 560,259,1, 1, 1
148209,1,148209010, 670,268,1, 1, 1
148210,1,148210000,1020,321,1, 1, 1
148210,1,148210000,1030,386,1, 1, 1
148210,1,148210000,1450,105,1, 1, 1
148210,1,148210010,1490, 30,1, 1, 1
148210,1,148210010,1810,  1,1, 1, 1
148241,1,148241000, 130,  9,1, 1, 1
148241,1,148241000,1220, 64,1, 1, 1
148241,1,148241000, 510,254,1, 1, 1
148241,1,148241000,1230,216,1, 1, 1
148241,1,148241010, 850,461,1, 1, 1
148241,1,148241010,1220,495,1, 1, 1
148241,1,148241010,1230, 84,1, 1, 1
148241,1,148241010, 670,259,1, 1, 1
148241,1,148241010,1460,428,1, 1, 1
148241,1,148241010,1220, 30,1, 1, 1
148241,1,148241010,1470,185,1, 1, 1
148241,1,148241010, 310,393,1, 1, 1
148241,1,148241010,1220,307,1, 1, 1
148241,1,148241010,1810,268,1, 1, 1
148241,1,148241020,1230,513,1, 1, 1
148241,1,148241020, 140, 18,1, 1, 1
148241,1,148241020, 320,241,1, 1, 1
148242,1,148242000, 410,265,1, 1, 1
148242,1,148242000, 460,247,1, 1, 1
148242,1,148242000, 450,502,1, 1, 1
148242,1,148242000, 510,270,1, 1, 1
148242,1,148242010, 410,270,1, 1, 1
148245,1,148245000, 610,144,1, 1, 1
148245,1,148245000, 460,450,1, 1, 1
148245,1,148245000, 810,141,1, 1, 1
148245,1,148245000, 460,208,1, 1, 1
148247,1,148247000,1810,  1,1, 1, 1
148247,1,148247000, 460,251,1, 1, 1
148247,1,148247000, 810,282,1, 1, 1
148247,1,148247000, 930,263,1, 1, 1
148247,1,148247010, 210,257,1, 1, 1
148247,1,148247010, 220,277,1, 1, 1
148241,1,148251000, 130,266,1, 1, 1
148344,1,148344000, 450,218,1, 1, 1
148344,1,148344000, 810,513,1, 1, 1
148344,1,148344000, 340,272,1, 1, 1
148345,1,148345000, 410,254,1, 1, 1
148345,1,148345000,1330, 93,1, 1, 1
148345,1,148345000, 460,259,1, 1, 1
148350,1,148350000, 460,500,1, 1, 1
148351,1,148351000, 210,165,1, 1, 1
148351,1,148351000, 620,259,1, 1, 1
148351,1,148351000, 210,247,1, 1, 1
148351,1,148351000, 220,266,1, 1, 1
148351,1,148351010, 601,335,1, 1, 1
148351,1,148351010, 670,164,1, 1, 1
148402,1,148402000, 830,460,1, 1, 1
148402,1,148402000, 420,176,1, 1, 1
148402,1,148402000,1240,287,1, 1, 1
148459,1,148459000, 510,255,1, 1, 1
148459,1,148459000, 920,252,1, 1, 1
148521,1,148521000, 410,270,1, 1, 1
148521,1,148521000, 410,266,1, 1, 1
148521,1,148521000, 410,164,1, 1, 1
148521,1,148521000, 540,249,1, 1, 1
148521,1,148521010, 460,201,1, 1, 1
148521,1,148521010, 460,255,1, 1, 1
148559,1,148559000, 460,174,1, 1, 1
148560,1,148560000, 810,110,1, 1, 1
148560,1,148560000,1020,287,1, 1, 1
148560,1,148560000,1030,513,1, 1, 1
148560,1,148560000,1460,497,1, 1, 1
148560,1,148560010,1460,359,1, 1, 1
148560,1,148560010, 830,506,1, 1, 1
148560,1,148560010,1470,520,1, 1, 1
148611,1,148611000, 940,257,1, 1, 1
148611,1,148611000,1430,149,1, 1, 1
148614,1,148614000, 220,249,1, 1, 1
148614,1,148614000,1340, 33,1, 1, 1
148614,1,148614000,1340,155,1, 1, 1
148614,1,148614000,1340,206,1, 1, 1
148614,1,148614010,1340,401,1, 1, 1
148614,1,148614010,1340,462,1, 1, 1
158095,1,158095000, 810,119,1, 1, 1
158095,1,158095000,1040,332,1, 1, 1
158095,1,158095000, 440, 70,1, 1, 1
158095,1,158095000, 520,317,1, 1, 1
158095,1,158095010, 830,476,1, 1, 1
158095,1,158095010, 670,270,1, 1, 1
158522,1,158522000, 410,244,1, 1, 1
158522,1,158522000, 310,156,1, 1, 1
158522,1,158522000, 130, 92,1, 1, 1
158522,1,158522000, 820, 74,1, 1, 1
158522,1,158522010, 220,268,1, 1, 1
158522,1,158522010, 620,252,1, 1, 1
158523,1,158523000, 930, 20,1, 1, 1
158523,1,158523000, 930,268,1, 1, 1
158523,1,158523000, 910,252,1, 1, 1
158561,1,158561000, 410,524,1, 1, 1
158561,1,158561000, 220,266,1, 1, 1
158561,1,158561000, 910,249,1, 1, 1
158561,1,158561000, 210,252,1, 1, 1
158561,1,158561010, 620,262,1, 1, 1
158561,1,158561010, 460,159,1, 1, 1
158625,1,158625000, 460, 48,1, 1, 1
168071,1,168071000, 660, 86,1, 1, 1
168071,1,168071000, 160, 84,1, 1, 1
168071,1,168071000, 320,203,1, 1, 1
168071,1,168071000, 940,317,1, 1, 1
168071,1,168071000, 460,460,1, 1, 1
168071,1,168071010, 670,427,1, 1, 1
168071,1,168071010, 510,227,1, 1, 1
168071,1,168071010, 510,270,1, 1, 1
168072,1,168072000, 401, 31,1, 1, 1
168072,1,168072000, 940,259,1, 1, 1
168072,1,168072000, 520,338,1, 1, 1
168072,1,168072000, 940,157,1, 1, 1
168091,1,168091000, 910,263,1, 1, 1
168091,1,168091000, 810,496,1, 1, 1
168091,1,168091000,1610,126,1, 1, 1
168105,1,168105000, 830,313,1, 1, 1
168105,1,168105000, 810,240,1, 1, 1
168105,1,168105000, 610,331,1, 1, 1
168105,1,168105000, 830,192,1, 1, 1
168121,1,168121000, 910,276,1, 1, 1
168121,1,168121000, 510,399,1, 1, 1
168121,1,168121000, 940,516,1, 1, 1
168121,1,168121000, 560,270,1, 1, 1
168123,1,168123000, 510, 99,1, 1, 1
168123,1,168123000, 520,415,1, 1, 1
168123,1,168123000, 510, 31,1, 1, 1
168123,1,168123000, 520,476,1, 1, 1
168123,1,168123010, 610,353,1, 1, 1
168237,1,168237000, 410,259,1, 1, 1
168237,1,168237000, 460,270,1, 1, 1
168237,1,168237000, 210,249,1, 1, 1
168238,1,168238000, 940,259,1, 1, 1
168238,1,168238000,1450,266,1, 1, 1
168239,1,168239000, 910,181,1, 1, 1
168239,1,168239000, 910, 50,1, 1, 1
168239,1,168239000, 620,263,1, 1, 1
168239,1,168239000, 940,286,1, 1, 1
168239,1,168239010, 140, 78,1, 1, 1
168239,1,168239010,1401,249,1, 1, 1
168239,1,168239010, 460,249,1, 1, 1
168251,1,168251000, 660,  1,1, 1, 1
168251,1,168251000, 940,248,1, 1, 1
168251,1,168251000, 610,263,1, 1, 1
168251,1,168251000, 670,259,1, 1, 1
168252,1,168252000, 520,259,1, 1, 1
168252,1,168252000, 920,266,1, 1, 1
168253,1,168253000, 410,407,1, 1, 1
168253,1,168253000, 530,268,1, 1, 1
168253,1,168253000, 430, 37,1, 1, 1
168253,1,168253000,1340,464,1, 1, 1
168305,1,168305000, 810,492,1, 1, 1
168305,1,168305000, 410,251,1, 1, 1
168305,1,168305000, 910,244,1, 1, 1
168305,1,168305000, 530,247,1, 1, 1
168305,1,168305010, 410,270,1, 1, 1
168305,1,168305010, 940,249,1, 1, 1
168305,1,168305010, 460,262,1, 1, 1
168322,1,168322000, 610,171,1, 1, 1
168332,1,168322000, 620,270,1, 1, 1
168322,1,168322000, 680,259,1, 1, 1
168322,1,168322000, 510,413,1, 1, 1
168322,1,168322000, 440,112,1, 1, 1
168322,1,168322010, 620,268,1, 1, 1
168322,1,168322010,1301,513,1, 1, 1
168322,1,168322010, 520,225,1, 1, 1
168328,1,168328000, 610,254,1, 1, 1
168328,1,168328000, 460,343,1, 1, 1
168328,1,168328000, 940,275,1, 1, 1
168328,1,168328000, 410,288,1, 1, 1
168328,1,168328010, 330,268,1, 1, 1
168329,1,168329000,1460, 30,1, 1, 1
168329,1,168329000, 920,257,1, 1, 1
168329,1,168329000, 510,266,1, 1, 1
168330,1,168330000, 460,254,1, 1, 1
168330,1,168330000,1340,249,1, 1, 1
168332,1,168332000, 220,266,1, 1, 1
168332,1,168332000, 940,266,1, 1, 1
168332,1,168332000, 210,266,1, 1, 1
168333,1,168333000, 660,257,1, 1, 1
168333,1,168333000, 660,247,1, 1, 1
168333,1,168333000, 530,270,1, 1, 1
168333,1,168333000, 670,249,1, 1, 1
168333,1,168333010,1510,277,1, 1, 1
168333,1,168333010, 940,266,1, 1, 1
168338,1,168338000, 460,  1,1, 1, 1
168338,1,168338000, 460,218,1, 1, 1
168338,1,168338000, 410,251,1, 1, 1
168338,1,168338000, 530,261,1, 1, 1
168338,1,168338010, 940,350,1, 1, 1
168339,1,168339000, 610,254,1, 1, 1
168339,1,168339000, 310,198,1, 1, 1
168339,1,168339000, 530,251,1, 1, 1
168339,1,168339000, 620,261,1, 1, 1
168339,1,168339010, 940, 37,1, 1, 1
168340,1,168340000, 510,251,1, 1, 1
168340,1,168340000, 530,263,1, 1, 1
168340,1,168340000, 610,249,1, 1, 1
168342,1,168342000, 520,259,1, 1, 1
168342,1,168342000, 910,249,1, 1, 1
168349,1,168349000,1530, 81,1, 1, 1
168349,1,168349000,1540,254,1, 1, 1
168349,1,168349000, 410,378,1, 1, 1
168349,1,168349000, 601,378,1, 1, 1
168349,1,168349010, 601,414,1, 1, 1
168349,1,168349010, 820, 76,1, 1, 1
168349,1,168349010, 810,160,1, 1, 1
168349,1,168349010, 601,391,1, 1, 1
168349,1,168349010, 601,402,1, 1, 1
168349,1,168349010, 530,259,1, 1, 1
168349,1,168349010, 601,364,1, 1, 1
168349,1,168349010,1440,364,1, 1, 1
168349,1,168349010,1470,129,1, 1, 1
168349,1,168349010,1460,247,1, 1, 1
168354,1,168354000, 940,413,1, 1, 1
168396,1,168396000, 830,165,1, 1, 1
168396,1,168396000, 420,198,1, 1, 1
168396,1,168396000, 450,378,1, 1, 1
168396,1,168396000, 410,259,1, 1, 1
168396,1,168396010, 620, 20,1, 1, 1
168396,1,168396010, 940,249,1, 1, 1
168396,1,168396010, 620, 82,1, 1, 1
168398,1,168398000, 670,  9,1, 1, 1
168398,1,168398000,1440,117,1, 1, 1
168398,1,168398000,1490,152,1, 1, 1
168398,1,168398000, 460,213,1, 1, 1
168398,1,168398010, 910,210,1, 1, 1
168398,1,168398010, 910,108,1, 1, 1
168398,1,168398010, 530, 18,1, 1, 1
168454,1,168454000, 610, 54,1, 1, 1
168518,1,168518000, 410,263,1, 1, 1
168518,1,168518000, 910,268,1, 1, 1
168518,1,168518000, 620,266,1, 1, 1
168518,1,168518000, 120,  6,1, 1, 1
168518,1,168518010, 510,279,1, 1, 1
168518,1,168518010, 460,233,1, 1, 1
168518,1,168518010, 480,473,1, 1, 1
168519,1,168519000, 460,501,1, 1, 1
168519,1,168519000, 410,207,1, 1, 1
168519,1,168519000, 620,255,1, 1, 1
168519,1,168519000, 940,252,1, 1, 1
168519,1,168519010, 120,252,1, 1, 1
168519,1,168519010, 940,252,1, 1, 1
168524,1,168524000, 940,259,1, 1, 1
168524,1,168524000, 410,247,1, 1, 1
168524,1,168524000, 160, 92,1, 1, 1
168524,1,168524000, 410,252,1, 1, 1
168524,1,168524010, 120, 51,1, 1, 1
168526,1,168526000, 910,258,1, 1, 1
168526,1,168526000, 460,221,1, 1, 1
168526,1,168526000, 820,412,1, 1, 1
168526,1,168526000, 620,247,1, 1, 1
168526,1,168526010, 460,325,1, 1, 1
168526,1,168526010, 480,144,1, 1, 1
168526,1,168526010,1440,483,1, 1, 1
168526,1,168526010,1470,  6,1, 1, 1
168563,1,168563000, 910,254,1, 1, 1
168563,1,168563000,1460, 83,1, 1, 1
168563,1,168563000,1470,398,1, 1, 1
168563,1,168563000,1240,412,1, 1, 1
168563,1,168563010,1380,521,1, 1, 1
168563,1,168563010, 940, 24,1, 1, 1
168563,1,168563010, 610,266,1, 1, 1
168563,1,168563010, 450,164,1, 1, 1
168563,1,168563010, 620,255,1, 1, 1
168610,1,168610000, 310,  4,1, 1, 1
168610,1,168610000, 830,307,1, 1, 1
168610,1,168610000, 450,524,1, 1, 1
168610,1,168610000, 540,255,1, 1, 1
168610,1,168610010, 840,252,1, 1, 1
168610,1,168610010, 460,344,1, 1, 1
168612,1,168612000, 460,270,1, 1, 1
168612,1,168612000, 220,255,1, 1, 1
168612,1,168612000, 690,255,1, 1, 1
168612,1,168612000, 810,132,1, 1, 1
168616,1,168616000, 450, 15,1, 1, 1
168616,1,168616000, 410,236,1, 1, 1
168616,1,168616000, 510,252,1, 1, 1
168619,1,168619000, 630,155,1, 1, 1
168619,1,168619000,1440,283,1, 1, 1
168619,1,168619000,1440,480,1, 1, 1
168619,1,168619000, 140,194,1, 1, 1
168619,1,168619010, 410,245,1, 1, 1
168624,1,168624000, 810,368,1, 1, 1
168624,1,168624000, 520,259,1, 1, 1
168624,1,168624000, 660,255,1, 1, 1
168624,1,168624000, 940,132,1, 1, 1
168624,1,168624010, 410,155,1, 1, 1
168624,1,168624010, 670,262,1, 1, 1
168627,1,168627000, 610,244,1, 1, 1
168627,1,168627000, 620,270,1, 1, 1
168627,1,168627000, 460,335,1, 1, 1
168627,1,168627000, 830,335,1, 1, 1
168628,1,168628000, 450,272,1, 1, 1
168628,1,168628000, 650,252,1, 1, 1
168091,1,169091000, 480,244,1, 1, 1
168091,1,169091000, 830,173,1, 1, 1
218042,1,218042000, 680,269,1, 1, 1
218042,1,218042000, 120,259,1, 1, 1
218042,1,218042000, 640,270,1, 1, 1
218048,1,218048000, 620,260,1, 1, 1
218048,1,218048000, 820,358,1, 1, 1
218048,1,218048000, 810,376,1, 1, 1
218048,1,218048000, 740,503,1, 1, 1
218048,1,218048010, 510,234,1, 1, 1
218048,1,218048010, 670,254,1, 1, 1
218048,1,218048010, 460,329,1, 1, 1
218048,1,218048010,1020,472,1, 1, 1
218048,1,218048010, 460,261,1, 1, 1
218148,1,218148000, 480,  1,1, 6, 5
218148,1,218148000, 420,191,1, 1, 1
218148,1,218148000, 670,254,1, 1, 1
218148,1,218148000, 570,254,1, 1, 1
218148,1,218148010, 120,519,1, 1, 1
218148,1,218148010, 850,261,1, 1, 1
218148,1,218148010, 460,280,1, 1, 1
218148,1,218148010,1340,382,1, 1, 1
218148,1,218148010,1340,427,1, 1, 1
218148,1,218148010,1340,507,1, 1, 1
218160,1,218160000, 140,  1,1,20,19
218160,1,218160000, 150,  1,1,19, 4
218160,1,218160000, 140,  1,1,25,36
218160,1,218160000, 670,269,1, 1, 1
218160,1,218160010, 660,267,1, 1, 1
218160,1,218160010, 660, 25,1, 1, 1
218160,1,218160010, 610,414,1, 1, 1
218160,1,218160010, 810,211,1, 1, 1
218160,1,218160010, 410,270,1, 1, 1
218160,1,218160010, 110, 20,1, 1, 1
228284,1,228284000, 490,336,1, 1, 1
228284,1,228284000, 620,163,1, 1, 1
228284,1,228284000,1360,  9,1, 1, 1
228284,1,228284000, 610, 28,1, 1, 1
228284,1,228284010,1820, 57,1, 1, 1
228284,1,228284010,1820,228,1, 1, 1
228284,1,228284010, 670,244,1, 1, 1
228284,1,228284010, 450, 15,1, 1, 1
228284,1,228284010,1820,105,1, 1, 1
228284,1,228284010,1820,223,1, 1, 1
228284,1,228284010, 310,263,1, 1, 1
228284,1,228284010, 670,263,1, 1, 1
228284,1,228284010, 420,320,1, 1, 1
228284,1,228284010, 410, 12,1, 1, 1
228284,1,228284020, 910,259,1, 1, 1
228284,1,228284020, 670,247,1, 1, 1
228284,1,228284020,1330,352,1, 1, 1
308001,1,308001000, 820,303,1, 1, 1
308001,1,308001000, 810,334,1, 1, 1
308001,1,308001000,1320, 83,1, 1, 1
308002,1,308002000,1110,261,1, 1, 1
308002,1,308002000, 310,261,1, 1, 1
308002,1,308002000, 480,244,1, 1, 1
308002,1,308002000, 810,281,1, 1, 1
308002,1,308002010, 160, 30,1, 1, 1
308002,1,308002010, 160,135,1, 1, 1
308003,1,308003000, 820,269,1, 1, 1
308003,1,308003000, 810, 71,1, 1, 1
308003,1,308003000, 740,193,1, 1, 1
308003,1,308003000,1530,207,1, 1, 1
308003,1,308003010, 160, 67,1, 1, 1
308004,1,308004000, 830,452,1, 1, 1
308004,1,308004000, 430,261,1, 1, 1
308004,1,308004000, 810,189,1, 1, 1
308005,1,308005000, 410,250,1, 1, 1
308005,1,308005000, 460,256,1, 1, 1
308005,1,308005000, 430, 91,1, 1, 1
308005,1,308005000, 530,261,1, 1, 1
308005,1,308005010, 810,156,1, 1, 1
308006,1,308006000, 810,142,1, 1, 1
308006,1,308006000, 820,458,1, 1, 1
308006,1,308006000, 460,332,1, 1, 1
308006,1,308006000,1530,173,1, 1, 1
308006,1,308006010,1530, 67,1, 1, 1
308007,1,308007000,1040,  1,1, 4, 9
308007,1,308007000, 820,297,1, 1, 1
308007,1,308007000,1040,153,1, 1, 1
308007,1,308007000, 810,317,1, 1, 1
308008,1,308008000, 820,485,1, 1, 1
308008,1,308008000, 810,499,1, 1, 1
308008,1,308008000, 610, 31,1, 1, 1
308008,1,308008000, 601, 84,1, 1, 1
308008,1,308008010, 601,331,1, 1, 1
308008,1,308008010,1460,477,1, 1, 1
308008,1,308008010,1470, 48,1, 1, 1
308008,1,308008010, 601, 48,1, 1, 1
308032,1,308032000, 830,386,1, 1, 1
308032,1,308032000, 450,505,1, 1, 1
308032,1,308032000,1480,103,1, 1, 1
308032,1,308032000, 670,119,1, 1, 1
308032,1,308032010,1480,261,1, 1, 1
308032,1,308032010, 810,501,1, 1, 1
308032,1,308032010,1490,259,1, 1, 1
308032,1,308032010, 150,300,1, 1, 1
308032,1,308032010, 490,494,1, 1, 1
308032,1,308032090,1380,413,1, 1, 1
308033,1,308033000, 810,435,1, 1, 1
308033,1,308033000, 601, 73,1, 1, 1
308033,1,308033000, 610,388,1, 1, 1
308033,1,308033000, 510,388,1, 1, 1
308033,1,308033010, 140, 17,1, 1, 1
308033,1,308033010,1630,482,1, 1, 1
308033,1,308033010, 540, 99,1, 1, 1
308033,1,308033010, 410,441,1, 1, 1
308033,1,308033010, 830,187,1, 1, 1
308033,1,308033010, 410,332,1, 1, 1
308033,1,308033010,1720,479,1, 1, 1
308033,1,308033010, 490,460,1, 1, 1
