CASEID,INVIEWN,NUMBER,EVNTCODE,CM1DATE,DATECOMM,CM1WEEK,CM1WEEK2
708363,1,708363010, 610,255,1, 1, 1
708363,1,708363010,1410,279,1, 1, 1
708371,1,708371000, 530,391,1, 1, 1
708371,1,708371000, 340,243,1, 1, 1
708371,1,708371000,1430,403,1, 1, 1
708371,1,708371000, 940, 72,1, 1, 1
708372,1,708372000, 510,200,1, 1, 1
708372,1,708372000, 940,389,1, 1, 1
708379,1,708379000,1420, 46,1, 1, 1
708379,1,708379000,1420,364,1, 1, 1
708379,1,708379000,1430,352,1, 1, 1
708379,1,708379000, 630,249,1, 1, 1
708379,1,708379010, 910,249,1, 1, 1
708379,1,708379010, 620,490,1, 1, 1
708379,1,708379010, 910,442,1, 1, 1
708447,1,708447000, 440,366,1, 1, 1
708447,1,708447000, 480, 15,1, 1, 1
708447,1,708447000,1350,409,1, 1, 1
708447,1,708447000, 610,100,1, 1, 1
708447,1,708447010, 440,367,1, 1, 1
708447,1,708447010, 480, 16,1, 1, 1
708448,1,708448000, 410,232,1, 1, 1
708448,1,708448000, 410,251,1, 1, 1
708448,1,708448000, 330,456,1, 1, 1
708448,1,708448000,1301,185,1, 1, 1
708448,1,708448010, 460,257,1, 1, 1
708448,1,708448010,1020,347,1, 1, 1
708448,1,708448010, 460,347,1, 1, 1
708448,1,708448010,1820,307,1, 1, 1
708448,1,708448010, 220,433,1, 1, 1
708450,1,708450000, 910,263,1, 1, 1
708450,1,708450000, 210,453,1, 1, 1
708450,1,708450000, 220,447,1, 1, 1
708450,1,708450000, 660, 27,1, 1, 1
708451,1,708451000,1350,247,1, 5,38
708451,1,708451000,1630,402,1, 1, 1
708451,1,708451000,1510,118,1, 1, 1
708451,1,708451000, 240,447,1, 1, 1
708461,1,708461000, 210,209,1, 1, 1
708461,1,708461000,1020,201,1, 1, 1
708462,1,708462000, 460,446,1, 1, 1
708462,1,708462000, 410, 31,1, 1, 1
708462,1,708462000,1390,412,1, 1, 1
708462,1,708462000, 620,305,1, 1, 1
708462,1,708462010, 420,409,1, 1, 1
708462,1,708462010, 480,168,1, 1, 1
708463,1,708463000, 210,247,1, 1, 1
708463,1,708463000, 210,249,1, 1, 1
708463,1,708463000, 210,  4,1, 1, 1
708463,1,708463000, 210,326,1, 1, 1
708464,1,708464000, 230,249,1, 1, 1
708464,1,708464000, 690,252,1, 1, 1
708464,1,708464000, 480,203,1, 1, 1
708464,1,708464000, 230,311,1, 1, 1
708464,1,708464000, 660,217,1, 1, 1
708467,1,708467000, 680,251,1, 1, 1
708467,1,708467000, 220,259,1, 1, 1
708467,1,708467000, 140,247,1, 1, 1
708467,1,708467000, 150,268,1, 1, 1
708467,1,708467000, 680, 50,1, 1, 1
708467,1,708467000, 450,177,1, 1, 1
708467,1,708467000, 320,524,1, 1, 1
708467,1,708467000, 220,235,1, 1, 1
708467,1,708467010, 630,217,1, 1, 1
708468,1,708468000, 130,483,1, 1, 1
708468,1,708468000, 740,329,1, 1, 1
708468,1,708468000, 910,257,1, 1, 1
708468,1,708468000,1360,516,1, 1, 1
708468,1,708468000, 620,514,1, 1, 1
708468,1,708468010, 130,483,1, 1, 1
708469,1,708469000, 690,247,1, 1, 1
708469,1,708469000, 940,490,1, 1, 1
708469,1,708469000,1510,  1,1,14,25
708469,1,708469000, 940,249,1, 1, 1
708469,1,708469000,1350,316,1, 1, 1
708469,1,708469000, 690,470,1, 1, 1
708469,1,708469010, 940,491,1, 1, 1
708496,1,708496000,1350,281,1, 1, 1
708500,1,708500000, 940, 70,1, 1, 1
708500,1,708500000, 690,174,1, 1, 1
708500,1,708500000, 650,249,1, 1, 1
708500,1,708500000, 650, 33,1, 1, 1
708501,1,708501000, 440,110,1, 1, 1
708501,1,708501000,1730,173,1, 1, 1
708501,1,708501000,1550,201,1, 1, 1
708501,1,708501000,1550, 13,1, 1, 1
708527,1,708527000, 130,102,1, 1, 1
708527,1,708527000, 910,270,1, 1, 1
708527,1,708527000, 940,184,1, 1, 1
708529,1,708529000, 310,207,1, 1, 1
708529,1,708529000, 490,419,1, 1, 1
708529,1,708529000, 910,266,1, 1, 1
708531,1,708531000,1380,255,1, 7,40
708531,1,708531000,1380,134,1, 1, 1
708532,1,708532000,1010,399,1, 1, 1
708532,1,708532000, 910,247,1, 1, 1
708532,1,708532000, 640, 51,1, 1, 1
708549,1,708549000, 610,240,1, 1, 1
708549,1,708549000,1020, 98,1, 1, 1
708549,1,708549000, 610, 33,1, 1, 1
708571,1,708571000,1630,193,1, 1, 1
708571,1,708571000,1630,193,1, 1, 1
708590,1,708590000, 620,222,1, 1, 1
708592,1,708592000,1430,181,1, 1, 1
708592,1,708592000, 450,349,1, 1, 1
708592,1,708592000, 620,521,1, 1, 1
708592,1,708592000, 940,438,1, 1, 1
708592,1,708592010, 140, 43,1, 1, 1
708592,1,708592010, 320,377,1, 1, 1
708592,1,708592010,1460,  8,1, 1, 1
708593,1,708593000, 410,244,1, 1, 1
708593,1,708593000, 910,247,1, 1, 1
708593,1,708593000, 620,457,1, 1, 1
708595,1,708595000, 620, 81,1, 1, 1
708595,1,708595000, 910,257,1, 1, 1
708621,1,708621000, 910,268,1, 1, 1
708622,1,708622000, 620,348,1, 1, 1
708622,1,708622000, 120,401,1, 1, 1
708622,1,708622000,1530,  3,1, 1, 1
708668,1,708668000,1830,189,1, 1, 1
708668,1,708668000,1220, 48,1,21,10
708670,1,708670000, 110, 93,1, 1, 1
708670,1,708670000,1410,521,1, 1, 1
708670,1,708670000, 910,255,1, 1, 1
708670,1,708670000, 420,319,1, 1, 1
708670,1,708670000, 460,245,1, 1, 1
708671,1,708671000, 140,108,1, 1, 1
708671,1,708671000, 660,268,1, 1, 1
708671,1,708671000, 330,353,1, 1, 1
708671,1,708671000,1350, 12,1, 1, 1
708671,1,708671000, 130,108,1, 1, 1
708671,1,708671000,1350,353,1, 1, 1
708672,1,708672000,1630,137,1, 1, 1
708672,1,708672000,1410,334,1, 1, 1
708672,1,708672000, 620,277,1, 1, 1
708672,1,708672000,1630,138,1, 1, 1
708673,1,708673000, 140,193,1, 1, 1
708673,1,708673000, 340,272,1, 1, 1
708673,1,708673000, 480,156,1, 1, 1
708673,1,708673000, 810,415,1, 1, 1
708673,1,708673010,1330,488,1, 1, 1
708673,1,708673010, 140,417,1, 1, 1
708673,1,708673010,1410,239,1, 1, 1
708673,1,708673010,1830,239,1, 1, 1
708673,1,708673010, 940,262,1, 1, 1
708673,1,708673010, 670, 58,1, 1, 1
708673,1,708673010,1730,309,1, 1, 1
708698,1,708698000, 440,334,1, 1, 1
708699,1,708699000,1220,422,1,43,40
708699,1,708699000,1240,173,1, 1, 1
708699,1,708699000,1240,524,1, 1, 1
708699,1,708699000,1240,462,1, 1, 1
808365,1,808365000, 410,173,1, 1, 1
808365,1,808365000, 440,208,1, 1, 1
808366,1,808366000, 210,131,1, 1, 1
808366,1,808366000, 460,270,1, 1, 1
808366,1,808366000, 601, 29,1, 1, 1
808366,1,808366000, 510,201,1, 1, 1
808367,1,808367000, 930,205,1, 1, 1
808367,1,808367000, 440,151,1, 1, 1
808367,1,808367000, 480,219,1, 1, 1
808368,1,808368000, 410, 84,1, 1, 1
808368,1,808368000, 460,453,1, 1, 1
808369,1,808369000, 460, 26,1, 1, 1
808471,1,808471000,1420,340,1, 1, 1
808472,1,808472000,1240,326,1, 1, 1
808472,1,808472000, 420, 65,1, 1, 1
808473,1,808473000, 440,305,1, 1, 1
808473,1,808473000, 601,298,1, 1, 1
808474,1,808474000, 440,152,1, 1, 1
808474,1,808474000,1420,202,1, 1, 1
808474,1,808474000, 601,164,1, 1, 1
808474,1,808474000, 601,168,1, 1, 1
808552,1,808552000, 601, 20,1, 1, 1
808552,1,808552000, 680,249,1, 1, 1
808552,1,808552000, 601, 55,1, 1, 1
808552,1,808552000, 601,417,1, 1, 1
808552,1,808552000, 460, 18,1, 1, 1
808566,1,808566000, 601,119,1, 1, 1
808566,1,808566000, 420, 76,1, 1, 1
808568,1,808568000, 710,  2,1, 1, 1
808676,1,808676000, 680,255,1, 1, 1
808676,1,808676000, 220,252,1, 1, 1
808677,1,808677000, 601,355,1, 1, 1
808677,1,808677000, 601,368,1, 1, 1
808677,1,808677000, 601,365,1, 1, 1
808677,1,808677000, 601,364,1, 1, 1
808677,1,808677010, 601,357,1, 1, 1
808677,1,808677010, 601,373,1, 1, 1
808677,1,808677010, 601,371,1, 1, 1
808677,1,808677010, 601,370,1, 1, 1
808677,1,808677010, 601,359,1, 1, 1
808677,1,808677010, 601,363,1, 1, 1
808677,1,808677010, 601,361,1, 1, 1
808677,1,808677010, 601,367,1, 1, 1
808678,1,808678000, 640,  1,1, 1, 1
808695,1,808695000, 810,368,1, 1, 1
808695,1,808695000, 510, 92,1, 1, 1
808695,1,808695000,1460,359,1, 1, 1
808695,1,808695010,1470, 65,1, 1, 1
808695,1,808695010,1330,459,1, 1, 1
808695,1,808695010,1301,506,1, 1, 1
808695,1,808695010, 601,199,1, 1, 1
808696,1,808696000, 340, 14,1, 1, 1
808696,1,808696000, 830,193,1, 1, 1
808696,1,808696000, 660, 12,1, 1, 1
808696,1,808696000, 510, 37,1, 1, 1
808696,1,808696010, 420,  6,1, 1, 1
808696,1,808696010, 480,518,1, 1, 1
808696,1,808696010, 601,114,1, 1, 1
808696,1,808696010, 601,328,1, 1, 1
