CASEID,SHETALKS,PROXYNUM,AW,VAGE,VSEX,B1MARITL,B1OTHER,B2RACE,B2HSPNC,B2OTHER,B3EDU,B4BIRTHR,B4BIRTH,B5EMPLY1,B5EMPLY2,B5EMPLY3,B5PHOURS,B5VHOUR,B5STUDNT,B6CHANGE,B7CHCODE,C20AGEO,OSEX,C21EDUP,C22EMPLY,C22HOURP,C22HOURV,C22STDNT,C23MLTRY,C24CMBAT,C25CHANG,C26CHG2,C27RACEO,C27HSPNC,C27OTHER,C28BRTHR,C28BIRTH,C1RELATE,C3TIME,C3YEAR,C4TIME,C4YEARS,C4MONBEG,C4MONEND,C5BREAK,C7CHLIVE,C8APART,C8APART2,C9REASON,C9REASN2,C9REASN3,C9ADVIS,C10LEAVE,C10ONCE,C10MANY,C11APART,C12REASN,C12RESN2,C12RESN3,C13LEAVE,C13MANY,C14TIME,C14TIME2,C14MNTHV,C14MNTHO,C15PWHR3,C15VWHER,C15VWHR2,C15PWHER,C15PWHR2,C16RETRN,C17REASN,C17RSN2,C17RSN3,C17RSN4,C18RETRN,C19REASN,C19RSN2,C19RSN3,LEAVPAST,C29HLTH,C30HLTH2,C31VISIT,C31OTHER,C32PRBLM,C33PROB2,C34TIME,C34YEARS,C35EMTNL,C35EMOT2,C37TIME,C37YEARS,C45BLUE,C46DUMPS,C47HAPPY,C48CALM,C49SOURC,C49SOUR2,C49SOUR3,E1VHLTH,E2VHLTH2,E3VISIT,E3VOTHER,E4VPROB,E5VPROB1,E5VPROB2,E5VPROB3,E6VTIME,E6YEARS,E7VEMOTE,E8VEMOT1,E8VEMOT2,E9VTIME,E9YEARS,E20BLUE,E21DUMPS,E22HAPPY,E23CALM,E24SOURC,E24SRC2,E24SRC3,E10PRGNT,E10KNOW,E11PREG,E12OUTCM,J20DRNK,J21HIGH,J22DRGS,C38ALCHL,C39ALCH2,C40TRTMT,C40TRTYR,C41DRUG,C41WHATD,C42CRRNT,C43TRTMT,C43TRTYR,C44SOURC,C44SOUR2,C44SOUR3,E13ALCHL,E14ALCH2,E15TRT,E15TRTYR,E16DRUGS,E16WHICH,E17DRUG2,E18DTREA,E18DTRYR,E19SOURC,E19SRC2,E19SRC3,E19WHO,D1LIVE,D1INHH,D2CHILDH,D3SEX1,D3YEAR1,D3MNTH1,D3RELA1,D3SEX2,D3YEAR2,D3RELA2,D3SEX3,D3YEAR3,D3MNTH3,D3RELA3,D3SEX4,D3YEAR4,D3RELA4,D3SEX5,D3YEAR5,D3RELA5,D3SEX6,D3YEAR6,D3RELA6,D3SEX7,D3YEAR7,D3RELA7,D3SEX8,D3YEAR8,D3RELA8,D4PLACE,D4LIVE,D5ADULT,D5NADULT,D6SEX1,D6AGE1,D6REL1,D6SEX2,D6AGE2,D6REL2,D6SEX3,D6AGE3,D6REL3,D6SEX4,D6AGE4,D6REL4,D6SEX5,D6AGE5,D6REL5,D7KIDOUT,D7KIDSOT,D8SEX1,D8YEAR1,D8SEX2,D8YEAR2,D8SEX3,D8YEAR3,D8SEX4,D8YEAR4,D8SEX5,D8YEAR5,D8SEX6,D8YEAR6,D8SEX7,D8YEAR7,D9CHLIVE,D10CHANG,D11CHG1,D11CHG2,D11CHG3,G1LIVNG,G2GUNS,G2NUMBR,G3HNDGUN,G3NUMBR,G4LOADED,G4HGLOAD,G5ACQUIR,G6CHANGE,G7CHANG2,G8GUNS,G8NUMBR,G9HNDGUN,G9NUMBR,G10LOAD,G10HGLOD,G11AQUIR,G12CHANG,G13CHAN2,G14SOURC,G14SORC2,G14SORC3,G14WHO,F1TALK,F2LNGUAG,F2LNGPRB,F3PROBLM,F4STNDBY,F5EMRGNC,F6DECISN,F7DANGER,F8DIVRCE,F9ADVICE,F10DCFS,F11TRUBL,F12MONEY,F13SOURC,F13SRC2,F13SRC3,F13WHO,F14CHICG,F14YEARS,F15MONEY,F15OTHER,F16INHER,F17INHSD,M1TALK,M2NTALK1,M2HER1,M2NTALK2,M2HER2,M2NTALK3,M2HER3,M3TALK,M3TLK2,M3TLK3,M3TALK4,M4HLPFL,M4YCODE,M4NTALK,M4HER1,M23HLPSF,M23CODE,M23WHAT,M24HLPFL,M24WHCD1,M24WHCD2,M26PLACE,M27WHERE,M27WHR2,M27HOMEC,M27OHOMC,M27OTHOM,M27OTHRC,M5CNSLR,M6NCNSL1,M6NCNSL2,M6NCNSL3,M6HERNO1,M6HERNO2,M6HERNO3,M7AGNC1,M7AGNC2,M9HLPFL,M9HLPR,M9NOHLP,M10HLPFL,M10HOW,M10WHYNO,M11MED1,M12NODR1,M12NODR2,M12NODR3,M12HER1,M12HER2,M12HER3,M13ASK,M14TELL,M15NODR1,M15NODR2,M15NODR3,M15HER1,M15HER2,M15HER3,M16TOLD1,M16TOLD2,M17HLPFL,M17HOWC1,M17NCOD,M17HER1,M18POLIC,M19NOPD1,M19NOPD2,M19NOPL3,M19HER1,M19HER2,M19HER3,M20PD1,M20PD2,M20PD3,M20PD4,M21PDHLP,M21HOWC1,M21HER1,M21NHLP,M21HERPL,M22NEED,M22NEEDS,M22NDS1,M25SOURC,M25SORC2,M28COURT,M28TYPE,M29OUTCM,M29OUTC2,M29OUTC3,M29YJAIL,M29MJAIL,M29YPROB,M29MPROB,M29YSUP,M29MSUP,M29YCOUN,M29MCOUN,M29OTHER,H1JEALUS,H2LIMIT,H3KNOWNG,H4CLLNAM,H5PREVNT,H6WEAPON,H7HRMPET,H7PURPSE,H8KILSLF,H9CALL,H9NTIMES,H10VCMAL,H10NTIME,H11FIRED,H12FOLLW,H12NTIME,H13CAR,H13NTIME,H14DSTRY,H15FRGHT,H16KIDS,H17TAKID,H18NOTES,H18NTIME,H19KILLV,H20SHWUP,H20NTIME,H21SEX,H22FREND,H23BILLS,H24REPRT,H25DIVRC,H26SOURC,H26SORC2,H26SORC3,H26WHO,H27JEALS,H28LIMIT,H29KNOW,H30CLLNM,H31PRVNT,H32WEAPN,H33HRMPT,H33PURPS,H34KILSF,H35CALL,H35OFTN,H36VOICM,H36OFTN,H37FIRED,H38FOLLW,H38OFTN,H39HOME,H39OFTN,H40DSTRY,H41FRGHT,H42KIDS,H43TAKID,H44NOTES,H44NTIME,H45KILLO,H46SHWUP,H46NTIME,H47SEX,H48FREND,H49BILLS,H50REPRT,H51DIVRC,H52SOURC,H52SORC2,H52SORC3,H52WHO,J44FIRST,J45HITBK,J46HITBK,J47WHEN,J48STRTD,J48WHYR,J49FIRST,J50TIME,J51FIRST,J52SOURC,J52SORC2,J52SORC3,J52WHO,J52INJRY,J52INJR,N3WEAPON,N3USE,N4CHOKE,N5SEX,N6CONTRL,N7PREGNT,N8JEALUS,N9KILL,N10CPBLE,N11DRUGS,N11WHICH,N12ALCHL,N13SUICD,N14HOME,N15CHILD,N16ARRST,N16CHRGE,N16CHRG2,N16CHRG3,N16OTHER,N17FRQNC,N18SVRTY,N19WEAP,N19USE,N20CHOKE,N21SEX,N22CNTRL,N22APREG,N23JELUS,N24KILL,N25CPBL,N26DRUG,N26WHICH,N27ALCHL,N28SUICD,N29HOME,N30CHILD,N31ARRST,N31CHRG,N31CHRG2,N31OTHER,N1FRQNCY,N2SVRITY,J1HIT,J2THROWN,J3PUSH,J4SLAP,J5KICK,J6OBJECT,J7BEAT,J8CHOKE,J9KNIFE,J9INJURE,J10GUN,J10INJUR,J11SEX,J12WRONG,J13AFRAD,J14DNGR,J15INJUR,J15SEVER,J16MSCRG,J17RSTRN,J18PRSNT,J18PRST2,J18PRST3,J18PRST4,J19INJUR,J19INJR2,J23TYPE,J23DATE1,J23TYPE2,J23DATE2,J23TYPE3,J23DATE3,J24HIT,J25THRWN,J26PUSH,J27SLAP,J28KICK,J29OBJCT,J30BEAT,J31CHOKE,J32KNIFE,J32INJRY,J33GUN,J33INJRY,J34SEX,J35WRONG,J36AFRAD,J37DNGR,J38INJRD,J38SEVER,J39MSCRG,J40RSTRN,J41PRSNT,J41PRST2,J41PRST3,J42INJRD,J43INJUR,J43INJU2,J43TYPE,J43DATE1,J43COD3,J43DATE2,J43DATE3,K1MEMORY,K2DREAM,K3RELVNG,K4UPSET,K5REACT,K6THINK,K7ACTVTY,K8REMMBR,K9INTRST,K10DSTNT,K11NUMB,K12FUTUR,K13SLEEP,K14ANGRY,K15CNTRT,K16ALRT,K17STRTL,K18SOURC,K18SORC2,K18SORC3,K18WHO,L1KNOW,SUICIDE,INITIATE,SEVERITY,FORCEDSX,INJURED,LEAVING,LEAVINGW,GOAWAY,INVADE,INVADER,JEALOUSY,JEALR,INFIDLTY,L3SOURCE,L3SOURC2,L3SOURC3,L3SOURC4,L3WHO,L4WHERE,L6GUN,L6GNKIND,L6FIREO,L6FIREV,L7WEAPON,L7WPKIND,L7OTHER,L7WUSEO,L7WUSEV,WEAPON,WEAPONR,L8FIRST,L11MEANT,L12DRUGS,L13DRUGS,L14PRSNT,L14WHO,L14WHO2,L15CHILD,L15HLPFL,L16GTHLP,L16HLPFL,L17INJRD,L17WHOIN,L17WHO2,L17DIED,L17DIED2,L17OTHER,L18INJR1,L18INJR2,L19ELSE,L19FOUND,L19WHO,L19WHO2,L19WHO3,L20CHILD,L20CHELP,L21HELP,L21HLPFL,L22SOURC,L22SORC2,L22SORC3,L22WHO,L23LIVNG,L24DEATH,L25ARRST,L25CHARG,L25OTHER,L26SNTNC,L26RESLT,L26GLTY,L27NOW,L29SOURC,L29SORC2,L29SORC3
 1,0,1,1,32,2,  10,1,1,1,1,  4,  1,  1,  9,777,777,777,777,777,  2,  0,33,1,  3, 15,777,777,777,  5,777,  2,  0,1,1,1,  1,  1, 6,777,  200,  3,  2,6,6,999,  4,  1,  2,  1,777,777,777,999,10, 1,  4,777,777,777,777,777,  2,777,777,777,777,13,5, 6,4,  2,777,777,777,777,  1,  1,  7,777,  1,  3,  3,  1,1,  2,777,777,777,  2,  0,777,777,  1,  1,  3,  3,  1,  2,777,2,  2,  1,777,  2,777,777,777,777,777,  2,777,777,777,777,  1,  1,  4,  4,  1,777,777,  2,7777,  3,777,  3,  3,  3,  1,  1,  20,7777,  1, 1,  1,  20,7777,  1,  2,777,  1,  2,  1,  11,  1,1,  2,  1,  11,  1,777,777,1,  2,  1,  2,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  2, 1,  1,  1,  1, 33,  1,777,777,777,777,777,777,777,777,777,777,777,777,  1,  3,  2, 14,  2,  4,  2,  7,777,777,777,777,777,777,777,777,999,  2,777,777,777,2,  2,777,777,777,777,7777,777,  2,777,  1,  3,  1,  3,888,8888,  2,888,888,  1,777,777, 1,  1,  2,7777,  1,  1,  1,  1,  1,  2,  1,  1,  1,  1,  1,777,777,1,  1,777,  1, 1,  1,  1,  1,777,444,777,444,7777,4444,  1,  2,777,777,  1,  1,7777,4444,999,999, 1,999,999,999,  1,  1,  2,999,  2,35,777,  1,7777,  63,777,4444,4444,444,  3,777,  2,777,3,999,1,1,  1,7777,7777,7777,4444,4444,4444,  1,  1,7777,7777,7777,4444,4444,4444,  1,  2,  2,777,  1,444,  1,7777,7777,7777,4444,4444,4444,  1,777,777,777,  1,999,444,777,444,999,777, 1,  1,  1,  1,  11,  7,777,777,777,777,777,777,777,777,777,777,3,  1,  1,  1,  1,  2,  1,  3,7777,  1,  1,  12,  1,  12,  3,  1,  12,  1,  12,  1,  1,  1,  2,  2,7777,  1,  1,  12,  1,  1,  2,  2,  3,  1,  4,777, 5,  1,  2,  2,  2,  2,  2,  2,7777,  2,  2,7777,  2,7777,  2,  2,7777,  2,7777,  2,  2,  2,  2,  2,7777,  2,  2,7777,  2,  2,  2,  2,  2,  1,777,777,1,  2,  3,999, 5,24,  40,  2,  2,  2,  1,  5,  5, 1,  11,  30,  1,  11,  1,  1,  1,  1,  1,  1,  1,  1, 8,  1,888,  1,888,  1,  12,  14,7777, 6,  2,  2,  1,  12,  2,  2,  2,9999,  2,  2,  2,  1, 6,  2,  2,  2,  1,  1,  14,7777,3,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  11,  1,  11,  1,  1,  1,  1,  1,  40,  1,  1,  1,  3,777,777,999,999,  5, 3,  3,4,999,3,  2,  2,  2,  2,  2,  2,  2,  2,  2,7777,  2,7777,  2,  2,  2,  2,  2,7777,  2,  2,999,999,999,999,999,999,999,13,999,5,4,  1,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  1,  2,  1,  1,  1,777,777, 1,  1,2,1,  10,0,0,3,1,1,1,1,0,0,0,  4,   5, 777, 777,  40, 7,  4,7777,7777,7777,  1,  11, 1,  14,  25, 6,2,  2,  1,888,888,  2, 7777, 7777,777,7777,777,7777,777,7777,7777,7777,7777,1, 4,3,1,777, 7777, 7777, 7777,  2,7777,  2,7777,  5,777,777,7777,  1,777,  3,  31, 1, 1,  3,  31,  1,  4,  5,777
 2,0,1,1,25,2,  10,1,1,1,1,  4,  1,  1,  9,777,777,777,777,777,  1,  2,30,3,  4, 15,777,777,777,  5,777,  2,  0,1,1,1,  1,  1, 7,  2,  100,777,777,6,6,777,  1,  1,777, 14,777,777,777,  1, 8, 1,  4,777,777,777,777,777,  2,777,777,777,777,10,3, 8,4,  1,  9, 11,777,777,  3,777,777,777,  5,  3,  3,  1,1,  2,777,777,777,  2,  0,777,777,  3,  1,  3,  2,  1,777,777,4,  4,  1,777,  2,777,777,777,777,777,  2,777,777,777,777,  4,  1,  2,  3,  2,777,777,  2,7777,  3,777,  3,  3,  3,  2,777,7777,7777,  1, 1,  2,  10,9999,  1,  2,777,  2,777,777,7777,  1,1,  1,  1,  11,  1,777,777,1,  2,  2,  1,  1,  2,777,  2,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  1, 4,  1,  1,  2, 30,  1,777,777,777,777,777,777,777,777,777,777,777,777,  2,  0,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  2,777,777,777,1,  1,888,  1,888,  1,9999,  2,888,888,777,777,777,777,777,7777,777,777,777,  1,777,777, 1,  1,  2,7777,  1,  1,  1,  1,  1,  2,  1,  2,  1,  1,  1,777,777,1,  2, 22,  1, 1,  2,  2,  1,777,444,777,444,7777,4444,  2,777,777,777,  1,  1,7777,4444,  1,  5,12,  2,777,777,  1,  2,777,777,  1, 9,777,  2, 120,9999,999,4444,4444,444,777,777,777,777,1,777,1,1,  1,7777,7777,7777,4444,4444,4444,  1,  2,  41,9999,9999,4444,4444,4444,777,777,777,777,777,444,  1,7777,7777,7777,4444,4444,4444,  1,777,777,777,  3,777,444,777,444,  2,777, 1,  1,  2,  2,7777,777,777,777,777,777,777,777,777,777,777,777,1,  1,  1,  2,  1,  2,  1,  3,7777,  2,  2,7777,  2,7777,  2,  2,7777,  2,7777,  1,  2,  3,  2,  2,7777,  2,  2,7777,  2,  2,  2,  2,  3,  1,  2,777, 1,  1,  2,  2,  1,  2,  2,  3,7777,  2,  2,7777,  2,7777,  3,  2,7777,  2,7777,  1,  2,  2,  2,  2,7777,  1,  2,7777,  2,  2,  2,  2,  3,  1,  2,777,1,  2,  2,  2,25,27,  50,888,  3,  2,  1,  2,  3, 4,7777,7777,  1,  11,  2,  2,  1,  2,  1,  1,  2,  1, 9,  2,888,  1,  2,  1,  14,7777,7777, 4,  2,  2,  2,7777,  2,  2,  2,9999,  1,  1,888,  1, 7,  2,  2,  2,  2,  1,8888,7777,1,  1,  1,  2,  2,  2,  2,  1,  2,  2,  2,  2,7777,  1,  11,  2,  2,  2,  1,  1,  60,  2,  2,  3,  4,777,777,  5,777,999,18,999,7,999,3,  2,  2,  1,  2,  2,  2,  1,  2,  2,7777,  1,  12,  2,  2,  2,  3,  1,  10,  2,  2,  3,777,777,  5,777,777,999,11,999,5,4,  2,  2,  2,  2,  2,  2,  2,  2,  1,  1,  1,  1,888,  1,888,  1,  1,  1,777,777, 1,  1,2,3,  10,0,0,0,0,0,0,0,3,1,3,  4, 777, 777, 777,  40,16,  4,7777,7777,7777,  1,  13, 4,  14,  25, 8,3,  2,  1,  1,  1,  1,   12,   14,777,7777,888,8888,  3,7777,7777,7777,7777,1, 4,3,1,  1, 7777, 7777, 7777,777,7777,777,7777,  3,777,777,  10,  1,777,  3,  31, 1, 1,  3,  31,  1,  1,  5,777
 4,0,1,1,34,2,  10,1,1,1,1,  3,  1,  1,  9,777,777,777,777,777,  2,  0,37,1,  3, 17,777,777,777,  2,  1,  2,  0,1,1,1,888,888, 5,  3,  300,777,777,6,6,777,  3,  1,777,  1,777,777,777,  2,10, 9,  1, 10,777,777,  4, 12,  2,  6,777,777,777, 5,1, 1,4,  1,  3,777,777,777,  1, 12,777,777,  3,  3,  3,  1,1,  2,777,777,777,  2,  0,777,777,  2,  2,  2,  2,  1,777,777,3,  3,  1,777,  2,777,777,777,777,777,  1,  1,777,  3,777,  3,  3,  3,  3,  1,  3,777,  2,7777,  3,777,  3,  3,  3,  1,  1,  20,7777,  1, 5,  1,  20,7777,  1,777,777,  1,  1,  2,7777,  1,3,  1,  2,7777,  1,  3,777,1,  2,  2,  2,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  2, 1,  1,  2,  1, 87,  2,  2, 86,  2,777,777,777,777,777,777,777,777,777,  1,  5,  1, 20,  2, 15,  1, 13,  1, 11,  2,  9,777,777,777,777,  2,  2,777,777,777,1,  2,777,777,777,777,7777,777,777,777,777,777,777,777,777,7777,777,777,777,  1,777,777, 1,  1,  2,7777,  1,  1,  1,  1,  1,  2,  1,  2,  1,  1,  1,777,777,1,  1,777,  2,23,  0, 99,  2, 11,444,  5,444,  95,4444,777,777,777,777,777,777,7777,4444,  2,777, 1,777,777,777,  1,  2,777,777,  3,17,777,  2,  10,  61,  7,4444,4444,444,  1,777,777,777,1,  1,3,1,  2,  91,  41,  24,4444,4444,4444,777,777,7777,7777,7777,4444,4444,4444,777,777,777,777,777,444,  2,  44,  45,  62,4444,4444,4444,777,777,777,777,777,777,444,777,444,  3,777, 1,  1,777,  2,7777,777,777,777,777,777,777,777,777,777,777,777,1,  1,  1,  1,  1,  1,  2,  3,7777,888,  3,7777,  3,7777,  3,  1,  12,  2,7777,888,  1,  3,  2,  3,7777,  2,  1,  12,  1,  2,888,  2,  3,  1,777,777, 1,  2,  2,  2,  1,  2,  2,  3,7777,  2,  3,7777,  3,7777,  3,  2,7777,  2,7777,  2,  2,  3,  2,  3,7777,  2,  1,9999,  2,  2,  2,  2,  3,  1,777,777,1,  2,  2,  2,27,16,  40,  2,  2,  2,  1,  3,  4,11,7777,7777,  2,7777,  1,  1,  2,  3,  2,  2,  2,  1, 6,  1,  2,  1,  2,  2,7777,7777,7777, 1,  2,  2,  2,7777,  2,  2,  2,9999,  2,  2,  2,  1, 4,  1,  2,  2,  2,  2,7777,7777,1,  2,  2,  1,  1,  1,  1,  1,  1,  1,  1,  2,7777,  2,7777,888,  1,  2,  2,  2,7777,  2,  2,  4,777,777,777,  5,777,  3, 6,  3,3,  1,1,  1,  1,  1,  1,  1,  1,  2,  2,  2,7777,  2,7777,  2,  2,  2,  2,  2,7777,  2,  2,  4,777,777,  5,777,777,999,13,999,5,4,  2,  2,  2,  1,  2,  1,  2,  2,  2,  1,  2,  2,  1,  1,  2,  1,  1,  1,777,777, 1,  1,2,1,  40,0,0,0,0,0,0,0,0,0,0,  4,   5, 777, 777,  10, 1,  4,7777,7777,7777,  1,  13,10,  14,  25, 7,3,  2,  3,  1,  1,  2, 7777, 7777,777,7777,777,7777,  3,7777,7777,7777,7777,1, 4,3,1,  1, 7777, 7777, 7777,  2,7777,  2,7777,  2,  4,777,7777,  1,777,  3,  31, 1,10,  3,  31,  1,  5,777,777
 5,0,1,1,34,1,  20,1,1,1,1,  5,  1,  2,  9,777,777,777,777,777,  1,  2,28,2,888,  9,777,777,777,  5,777,  2,  0,1,1,1,  1,  1, 1,  3,  200,777,777,6,6,777,  7,  1,777,999,999,999,777,  2,10, 4,888,888,888,888,888,888,888,888,888,888,888,12,4, 9,5,  1,  9, 11,777,777,  1,  9, 11,777,888,  4,  3,  2,1,  2,777,777,777,  1,  1,  2,888,  4,  3,  2,  2,  1,  2,777,3,  2,  1,777,  2,777,777,777,777,777,  2,777,777,777,777,  4,  3,  2,  2,  1,777,777,  2,7777,  2,  2,  3,  3,  3,  1,  1,  10,9999,  1, 1,  1,  20,7777,  1,  2,  4,  1,  1,  1,9999,  1,1,  1,  1,  11,  1,777,777,1,  2,  1,  2,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777, 1,  1,  1,  1, 34,  1,777,777,777,777,777,777,777,777,777,777,777,777,  1,888,888,888,888,888,888,888,777,777,777,777,777,777,777,777,  2,  2,777,777,777,1,  2,777,777,777,777,7777,777,777,777,777,777,777,777,777,7777,777,777,777,999,999,999, 1,  1,  2,7777,  1,  1,  1,  1,  1,  2,  1,  2,  1,  1,  1,  2,777,1,  1,777,  1, 1,  4,  4,  1,777,444,777,444,7777,4444,  1,777,777,777,888,888,8888,4444,888,888, 1,888,888,888,  1,  1,777,999,777, 1,777,888,8888,8888,888,4444,4444,444,888,888,888,888,1,888,1,1,888,8888,8888,8888,4444,4444,4444,888,888,8888,8888,8888,4444,4444,4444,888,888,888,888,888,444,  1,7777,7777,7777,4444,4444,4444,  2,777,777,777,  1,  2,444,777,444,888,777, 1,888,888,  2,7777,777,777,777,777,777,777,777,777,777,777,777,1,  1,  1,  2,  2,  2,  1,  3,7777,  1,  2,7777,  2,7777,  2,  2,7777,  2,7777,  1,  2,  3,999,999,9999,  1,  2,7777,888,  2,999,  2,  1,  1,777,777, 1,  1,  2,  2,  1,  2,  2,  3,7777,  2,  2,7777,  2,7777,  3,  2,7777,  2,7777,  2,  2,  3,  3,  2,7777,  2,  2,7777,888,  2,  2,  2,  2,  1,  2,777,1,  4,  1,  1,15,16,  10,888,888,888,  1,  2,  3,14,  13,  20,888,8888,888,888,  1,777,  1,888,  1,  1, 6,  2,  2,  2,  1,888,8888,8888,8888, 1,888,888,888,8888,888,888,888, 888,888,888,888,  1, 4,  1,888,  2,  2,  2,7777,7777,1,888,  1,  1,999,  1,  1,  1,  1,  1,888,888,8888,888,8888,888,888,  1,  1,  2,7777,777,888,888,888,888,888,888,888,888, 1,888,7,777,3,  1,888,  1,  1,  1,888,  1,888,  2,7777,  2,7777,888,888,888,888,888,7777,777,  2,888,888,888,888,888,888,888,13,888,5,4,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  2,777, 1,  1,2,1,  35,1,0,1,1,0,0,0,0,0,0,  5, 777, 777, 777,7777, 1,  4,7777,7777,7777,  1,  11, 1,  14,  25, 6,2,888,  3,  3,  3,  2, 7777, 7777,777,7777,777,7777,  3,7777,7777,7777,7777,1, 4,3,1,  2,   21, 7777, 7777,777,7777,777,7777,  5,777,777,7777,  1,777,  3,9999, 1, 1,  2,9999,888,  5,777,777
 6,0,1,1,20,2,  10,1,1,1,1,  6,  1,  1,  3,777,777, 20,777,777,  1,  2,23,1,  2, 15,777,777,777,  5,777,  2,  0,1,1,1,888,888, 6,777,  100,  2,  1,4,5,  6,  1,  2,777,  1,777,777,777,  2,10, 3,  4,777,777,777,777,777,  2,777,777,777,777, 9,3, 8,4,  2,777,777,777,777,  3,777,777,777,  1,  3,  3,  1,1,  2,777,777,777,  2,  0,777,777,  1,  1,  4,  3,  1,  3,777,1,  1,  1,777,  2,777,777,777,777,777,  2,777,777,777,777,  1,  4,  4,  4,  1,777,777,  2,7777,  3,777,  3,  1,  1,  1,  1,  20,7777,  1, 1,  1,  20,7777,  1,  3,777,  2,777,777,7777,  2,1,777,777,7777,  1,777,777,1,  2,  3,  1,  1,  3,777,  1,  2,  2,  1,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  1,21,  2,  0,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  2,  0,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,  1,  2,777,777,2,  2,777,777,777,777,7777,777,777,777,  1,888,  1,888,  1,  11,  2,888,888,  1,  3,777, 1,  1,  2,7777,  1,  1,  1,  1,  1,  1,  1,  2,  1,  1,  1,777,777,1,  1,777,  1, 1,  1,  1,  2, 12,444,  0,444,7777,4444,777,777,777,777,777,777,7777,4444,  1, 11, 9,  2,777,777,  1,  2,777,777,  1,27,777,  2, 125, 122,777,4444,4444,444,777,777,777,777,5,777,1,2,  2,  71,7777,7777,4444,4444,4444,777,777,7777,7777,7777,4444,4444,4444,777,777,777,777,777,444,  1,7777,7777,7777,4444,4444,4444,  1,  2,  5,777,  1,  5,444,777,444,  2,777, 1,  1,777,  1,  11,  1,  4,777,777,777,777,777,777,777,777,777,1,  1,  1,  1,  1,  2,  1,  3,7777,  1,  1,  13,  1,  13,  2,  1,  13,  1,  13,  1,  1,  2,  2,  2,7777,  2,  1,  13,  1,  1,  1,  2,  3,  1,  3,777, 1,  2,  2,  2,  1,  1,  2,  3,7777,  2,  2,7777,  2,7777,  3,  2,7777,  2,7777,  2,  2,  2,  2,  2,7777,  2,  2,7777,  2,  2,  2,  2,  3,  1,777,777,1,  2,  2,  1, 1, 1,9999,  2,  3,  2,  1,  5,777, 1,  11,  30,  1,  11,  1,  1,  1,  3,  1,  1,  1,  1,13,  1,  2,  1,  2,  1,  11,7777,7777, 1,  2,  2,  2,7777,  2,  2,  2,9999,  2,  2,  2,  2, 1,  2,  2,  2,  2,  2,7777,7777,1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  2,7777,  1,  12,  1,  2,  1,  3,  1,  30,  2,  2,  1,777,777,777,  5,777,  3,12,  0,2,777,3,  1,  2,  1,  2,  1,  2,  2,  2,  2,7777,  2,7777,  2,  2,  2,  2,  2,7777,999,  2,  1,777,777,  5,777,777,777,10,777,5,4,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  1,777,777, 1,  1,1,1,  15,0,0,3,1,1,2,1,0,0,0,  2,   4,   5, 777,  10, 3,  1,  11,  14,7777,  4,7777, 1,7777,7777, 1,1,  2,  1,  3,  1,  1,   12,   15,  2,7777,  2,7777,  2,7777,7777,  21,7777,1, 7,3,2,  2,   22,   26, 7777,  2,7777,  2,7777,  1,  4,777,7777,  2,  1,  1,7777, 1, 1,777,7777,777,  1,  4,777
