CASEID,INVIEWN,ABUSED,C1SITUAT,PARTNERS,PABUSE,L1SAME,L2NAME,L3CURRNT,L4RELATE,L5TIME,L5YEARS,L5MNTHS,L5DATE,L6RELATE,L6OTHER,L7TIME,L7DATE,L7YEAR,L7END,L7BEGIN,L7MNTH,L7OTHER,L8ALL,L11CURNT,L12RELAT,L13TIME,L13YEARS,L14RELAT,L15TIME,L15YEARS,L15MNTH,L16SEX,L17AGE,B1AGE,AGEDISP,L18RACE,L18HSPNC,L18OTHER,L19EDU,L20JOB1,L20JOB2,L20JOB3,L20JOB4,L20PHOUR,L20VHOUR,L20STDNT,L21CHNGE,L22CODE1,L22CODE2,L22CODE3,L22DATE1,L22DATE2,L22DATE3,L23LIVE,L24APART,L25REASN,L25RESN2,L25RESN3,L25RESN4,L26RETRN,L27REASN,L27RESN2,L27RESN3,L27RESN4,L27RESN5,L28KID,L28BYHIM,DECEASED,L28FOSTR,L29LIVE,L29LIVE2,STDETAI,STEPCHIL
218148,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 30,31,  1,  3, 9, 1,  5,  8,   7,9999,9999,9999,9999,  1,  1,   2,   7,9999,10, 4,1,  2,  2,  22,9999,9999,9999,   1,  14,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
218160,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,27,  1,  2, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   1,   2,   1, 6,11,4,  2,  1,  10,9999,9999,9999,   1,   4,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
219147,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 27,26,  1,  2, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
219235,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 19,18,  1,  3, 1, 1,  3,  3,   7,9999,9999,  20,9999,  2,  1,   7,9999,9999, 5, 1,1,  3,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
228284,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   2, 1,   3,99, 1, 1, 1,13,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 24,24,  1,  4, 1, 1,  2,888,9999,9999,9999,9999,9999,777,  1,   2,   2,   2, 2, 9,2,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
229047,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 30,36,  2,  2, 1, 1,  7,  2,   7,9999,9999,9999,9999,  2,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   2,9999,  5,  2
308001,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 31,31,  1,  6, 1, 5,  7,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308002,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,18,  1,  1, 1, 1,  7,  3,9999,9999,9999, 888,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   1,   1,   2,   9,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308003,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 38,31,  4,  3, 1, 1,  3,  3,9999,9999,9999, 888,9999,777,888,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  6,  2
308004,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 35,27,  4,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  2,   6,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
308005,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99, 6, 5, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,19,  1,  1, 1, 1,  3,888,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   7,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308006,1,1,2,2,2,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 33,30,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  4,  1,   1,   2,9999,9999,   1,   1,   2,   9,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308007,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 48,50,  1,  1, 1, 1,  4, 17,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308008,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 28,41,  3,  1, 1, 1,888,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308032,1,1,4,2,2,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 5, 1, 1,22,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 46,33,  5,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308033,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 39,35,  1,  2, 1, 1,  2,  2,9999,9999,9999,9999,9999,777,  1,  17,9999,9999,17, 1,1,  3,  3,  22,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308034,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99,10, 8, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 38,45,  2,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   1,9999,9999,14, 1,1,  5,  2,   1,  16,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308035,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 32,42,  3,  3, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  19,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308037,1,1,2,2,2,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 38,36,  1,  3, 1, 1,  4,  8,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 6, 1,1,  2,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   7,9999,  2,  2
308043,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 2, 1, 1,22,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 26,22,  1,  1, 1, 1,  5,  7,   8,9999,9999,9999,9999,  1,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308044,1,1,2,2,2,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 25,24,  1,  1, 1, 1,  2,  8,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   1,   1,   9,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308045,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 25,25,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   1,9999,9999,13, 1,1,  2,  1,  11,9999,9999,9999,   1,   9,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308046,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 35,33,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999,12, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308049,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,18,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308056,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 56,40,  5,  4, 1, 1,  7,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1, 666,9,9999,   4,9999,999,999
308057,1,1,3,4,3,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99,10, 7, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 20,18,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  1,  14,  11,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308060,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 38,25,  5,  1, 1, 1,  5,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   2,9,9999,   7,9999,  2,  2
308061,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99, 8,14, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 31,24,  4,  1, 1, 1,  3, 14,9999,9999,9999,9999,9999,777,  1,  11,9999,9999, 1, 1,1,  2,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308062,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 50,47,  1,  1, 1, 1,  4,  7,9999,9999,9999,9999,9999,  2,  1,  10,9999,9999,14, 1,1,  5,  1,  20,9999,9999,9999,   1,   2,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308064,1,1,2,2,2,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 3, 1, 1,22,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 20,20,  1,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308066,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 36,33,  1,  3, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  4,  1,   1,9999,9999,9999,   1,   9,  13,9999,9999,9999,  1,   2,9,9999,  11,9999,  2,  2
308067,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 2, 1, 1,22,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,29,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 4, 1,1,  5,  1,   1,9999,9999,9999,   1,   5,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308079,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 30,37,  2,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3,   1,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   9,9999,  2,  2
308080,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 31,29,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  3,   1,9999,9999,9999,   1,   9,  11,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308081,1,1,1,1,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 3, 1, 1,22,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 70,31,  6,  1, 1, 1,  2, 16,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308082,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 45,40,  4,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308085,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 17,20,  1,  1, 1, 1,888,  9,  15,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  2,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308086,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 44,43,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,15, 1,1,  2,  1,  21,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308088,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 1, 1, 1,22,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 37,30,  4,  1, 1, 1,  4,  3,9999,9999,9999, 888,9999,777,  1,   1,9999,9999,21, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308090,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 38,21,  5,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308093,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 40,38,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   8,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308124,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 33,26,  4,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  2,   1,   2,   6,9999,   1,   3,   5,9999,9999,9999,  1,   2,9,9999,   1,9999,  5,  2
308125,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 38,36,  1,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  1,   2,   1,9999,14, 6,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308126,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 29,34,  2,  1, 1, 1,  4,  4,9999,9999,9999,9999,   5,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308128,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 62,47,  5,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  1,   1,9999,9999,9999,   1,   9,  11,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308129,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,19,  4,  1, 1, 1,  4, 14,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308130,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 58,40,  5,  1, 1, 1,  2,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,   6,9999,9999,   2,9999,9999,9999,9999,9999,  1,   5,9,9999,   1,9999,  1,  1
308131,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 47,36,  5,  1, 1, 1,  4, 16,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,  18,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308132,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 43,38,  4,  1, 1, 1,888,  9,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   1,   9,9999,9999,9999,9999,  1,   1,9,9999,   8,9999,  2,  2
308136,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 47,50,  1,  2, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,  12,9999,9999,15, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,1,9999,  15,9999,  2,  2
308142,1,1,2,3,3,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99,15, 9, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 37,29,  4,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,   7,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   4,9999,  2,  2
308144,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 45,48,  1,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999,14, 1,1,  1,  1,  13,  11,9999,9999,   1,   1,  13,9999,9999,9999,  1,   1,9,9999,   2,9999,  5,  2
308145,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 9, 1, 1,20,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 36,41,  2,  1, 1, 1,  3,888,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,15, 1,1,  2,  1,   1,  18,  10,9999,   1,   4,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308146,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 30,34,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  1,9999,9999,9999,10, 1,1,  2,  1,   1,   7,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308149,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 41,38,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   1,   1,   3,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308150,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,  11, 5,   3,99, 1, 1, 1, 5,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1,888,19,999,  1, 1, 1,  3,  3,9999,9999,9999, 888,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  2,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308151,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 20,18,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  3,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308153,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 44,38,  4,  2, 1, 1,  6,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308166,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 43,38,  4,  3, 7, 1,  2,  8,9999,9999,9999,9999,9999,777,  1,  17,9999,9999,19, 1,1,  3,  2,   1,9999,9999,9999,   1,   4,9999,9999,9999,9999,  1,   4,9,9999,   1,9999,  5,  2
308167,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 47,46,  1,  1, 1, 1,  2,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  1,  10,9999,9999,9999,   1,   9,  13,9999,9999,9999,  1,   3,9,9999,   8,9999,  2,  2
308168,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 26,29,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
308174,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   1,10,99, 1, 1, 1,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 29,20,  4,  1, 1, 1,888, 15,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3,   1,  22,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308186,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 31,38,  2,  3, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   2,9999,  1,  1
308189,1,1,3,3,2,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99, 7,19, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 38,33,  4,  1, 1, 1,  5,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  2,  22,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
308190,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 36,39,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,18, 1,1,  5,  1,  11,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
