CASEID,INVIEWN,RACER,SAMESEXR,N14SUHER,N20OTHER,N11DRUGS,N12ALCHL,N13SUHIM,N15HOME,N16CHILD,N17ARRST,N18CHRGE,N18CHRG2,N18CHRG3,N18CHRG4,N1FRQNCY,N2SVRITY,N3WEAPON,N4CHOKE,N5SEX,N6CONTRL,N7PREGNT,N8JEALUS,N9KILL,N10CPBLE
309218,1,3,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309226,1,2,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309263,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309267,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,   7,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309275,1,1,   1,  1,   1,  2,  1,  2,  1,  2,888,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309286,1,1,9999,  1,   2,  1,  1,  2,  1,  2,  1,   5,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309289,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309290,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,   9,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309292,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,  14,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309308,1,1,9999,  2,   2,  2,  2,  2,  2,  2,888,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309311,1,1,9999,  2,   2,  1,  2,  2,  2,888,  1,   5,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309390,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309393,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  1,   6,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309406,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309407,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309414,1,3,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309416,1,2,9999,  1,   1,  1,  2,  2,  2,  2,  1,   7,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309420,1,3,9999,  1,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309422,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309477,1,3,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309502,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309511,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309574,1,3,9999,  2,   1,  2,  2,  2,  2,  1,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309580,1,3,9999,  2,   2,  1,  1,  2,  1,  2,888,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309608,1,3,9999,  1,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309609,1,3,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309681,1,1,9999,  2,   1,  2,  2,888,888,888,888,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309682,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   1,   1,   1,  1,  9,  1,   1,   1
318475,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   2,   2,  1,  1,  2,   1,   1
318483,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
318484,1,1,9999,  1,   1,  1,  2,  1,  1,  2,  1,   7,9999,9999,9999,  2,  1,   2,   1,   1,  1,  2,  2,   2,   1
318485,1,3,9999,  2,   2,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   2,  1,  2,  1,   1,   1
318488,1,1,9999,  1,   1,  2,  1,  2,  1,  2,  1,   1,  13,9999,9999,  2,  2,   2,   2,   2,  1,  2,  1,   2,   1
318489,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  1,   1,   2,  13,9999,  2,  1,   2,   1,   2,  1,  3,  1,   2,   2
318491,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   1,   5,9999,9999,  2,  2,   1,   1,   1,  1,  2,  1,   1,   1
318493,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   1,  1,  2,  1,   2,   1
318497,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   1,   7,9999,9999,  2,  2,   2,   1,   1,  1,  2,  2,   2,   2
318499,1,1,9999,  1,   2,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
318504,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   1,   1,  1,  2,  1,   1,   1
318505,1,1,9999,  2,   1,  2,  1,  2,  2,  1,  2,9999,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   2
318506,1,2,9999,  2,   2,  2,  1,  1,  2,  2,  1,   1,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  1,   2,   2
318516,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   1,   6,9999,9999,  1,  2,   2,   2,   2,  1,  2,  2,   2,   1
318557,1,1,9999,  1,   2,  2,  2,  1,  2,  2,  1,   1,   7,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
318558,1,3,9999,  2,   2,  1,  2,  2,  1,  2,  1,   1,   2,9999,9999,  2,  2,   1,   2,   1,  2,  3,888,   1,   1
318597,1,1,9999,999, 999,999,999,999,999,999,999,9999,9999,9999,9999,999,999, 999, 999, 999,999,999,999, 999, 999
318598,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   1,  2,  3,  2,   2,   2
318601,1,1,9999,  1,   1,  1,  1,  2,  2,  2,  1,   6,9999,9999,9999,  2,  2,   1,   1,   1,  1,  2,  2,   2,   1
318602,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   1
318607,1,2,9999,  2,   1,  2,  1,  2,  2,  2,  1,   9,9999,9999,9999,  2,  2,   1,   1,   1,  1,  2,  2,   2,   2
318630,1,1,9999,  2,   1,  1,  1,  2,  1,  1,  1,   1,   2,   5,9999,  1,  1,   2,   1,   1,  1,  1,  1,   2,   1
318631,1,1,9999,  2,   2,  2,  1,  1,  1,  2,  2,9999,9999,9999,9999,  1,  2,   2,   2,   1,  1,  3,  1,   2,   1
318632,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   1,  1,  2,  1,   1,   1
318633,1,1,9999,  1,   2,  1,  1,  1,  2,  1,  1, 888,9999,9999,9999,  2,  2,   2,   1,   2,  1,  1,  1,   1,   2
318634,1,1,9999,  1,   1,  2,  2,  1,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
318635,1,1,9999,  1,   1,  1,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
318636,1,1,9999,  2,   1,  2,  2,  2,  1,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   2,  1,  2,  2,   2,   1
318637,1,1,9999,  2,   1,888,  1,  1,  2,  2,  1,   1,   2,   5,9999,  2,  2,   2,   1,   2,  1,  1,  1,   2,   1
318638,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  1,  2,   2,   2
318639,1,1,9999,  1,   1,  1,  2,  2,888,  2,  1,   6,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  2,   2,   1
318640,1,3,   1,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   1
318641,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   2,  1,  2,  1,   2,   2
318642,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  1,   1,   5,   7,9999,  2,  2,   1,   1,   1,  1,  1,  2,   1,   1
318643,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  1,   2,   2
318644,1,1,9999,  2,   2,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   1,  1,  1,  1,   1,   1
318654,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   1,   1,  2,  2,  2,   1,   2
318655,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   1,   1,   2,  2,  2,  2,   1,   1
318656,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   2,  17,   5,9999,  2,  2,   2,   2,   2,  1,  2,  1,   2,   2
318658,1,3,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2, 999,   2,   2,  2,  3,  2,   2,   2
318660,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
318661,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
318662,1,1,9999,  1,   2,  2,  2,  2,  2,  2,  1,   2,9999,9999,9999,  2,  2,   2,   2,   1,  2,  2,  2,   2,   2
318663,1,1,9999,  2,   1,  1,  2,  2,  2,  2,  1,   5,   2,9999,9999,  1,  2,   2,   2,   2,  1,  1,  1,   2,   2
318682,1,1,   1,  1,   1,  1,  1,  2,  1,  2,  1,   1,   2,   5,9999,  1,  1,   1,   2,   1,  1,  2,  2,   2,   1
318683,1,1,9999,  1,   2,  1,  2,  1,  2,  2,  1,   1,   2,   5,  10,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
318684,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
318687,1,1,9999,  2,   2,  1,  1,  1,  1,  2,  1,   5,   8,9999,9999,  2,  1,   2,   1,   1,  1,  1,  1,   1,   1
318688,1,1,9999,  1,   1,  2,  2,  2,  1,  2,  1,   5,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
318689,1,3,9999,  2,   2,  1,  1,  2,  1,  1,  1,   9,9999,9999,9999,  2,  2,   1,   1,   1,  1,  1,  2,   1,   1
318690,1,1,   1,  1,   1,888,  2,  1,  1,  2,  2,9999,9999,9999,9999,  2,  1,   1,   1,   1,  1,  3,  1,   1,   1
318691,1,1,9999,  2,   2,  2,  2,  1,  2,  2,  1,   1,9999,9999,9999,  1,  1,   2,   2,   1,  1,  1,  1,   2,   1
318693,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  1,   1,   2,   5,9999,  2,  2,   2,   1,   2,  1,  1,  1,   1,   1
318694,1,3,9999,  2,   1,  1,  2,  2,  1,888,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   2
319475,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319478,1,1,9999,  1,   1,  2,  1,888,888,  2,  1,  14,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319480,1,3,9999,  1,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319481,1,2,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319512,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319514,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319575,1,3,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319576,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319577,1,1,9999,  1,   2,  2,  2,  2,  2,  2,  1,  13,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319603,1,9,9999,  2,   1,  2,  1,  2,  2,  2,888,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319604,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319605,1,3,9999,  2,   1,  2,  1,  1,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319606,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1, 888,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319646,1,1,9999,  2, 999,  2,  2,  2,  2,  2,  1,   7,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319647,1,3,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319648,1,1,9999,  1,   1,  2,  1,  2,  2,  2,  1,   5,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319649,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
319652,1,1,9999,  2,   1,  1,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
408380,1,1,   1,  2,   1,  1,  2,  1,888,  2,  1,  12,9999,9999,9999,  2,  1,   2,   1,   2,  2,  2,  1,   2,   2
408394,1,1,9999,  1,   1,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  1,  1,   2,   1,   2,  2,  2,  1,   1,   1
408418,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  1, 888,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
408494,1,1,   1,  2,   1,  1,  1,  2,  1,  1,  1,   2,9999,9999,9999,  2,  2,   1,   2,   1,  1,  2,  2,   2,   2
408503,1,3,9999,  1,   1,  1,  1,  1,  2,888,  1,   1,   2,   5,9999,  1,  1,   1,   1,   2,  2,  3,  2,   2,   1
408508,1,1,   1,  2,   1,  2,  1,  2,  1,  2,  1, 888,9999,9999,9999,  1,  1,   1,   2,   2,  1,  2,  2,   2,   1
408651,1,3,9999,  2,   2,  2,  2,  2,  1,  2,  1,   6,9999,9999,9999,  2,  2,   2,   2,   1,  1,  3,  2,   2,   1
409170,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,  19,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
409392,1,1,9999,  2, 999,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
409479,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
409581,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
508055,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   1,9999,9999,9999,888,888,   1,   2,   1,  2,  2,  1,   1,   1
508089,1,3,9999,  1,   2,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
508102,1,1,9999,  2,   2,  1,  1,  1,  1,  2,  1,   1,   2,9999,9999,  2,  2,   1,   1,   1,  2,  2,  2,   1,   1
508103,1,1,9999,  1,   1,  2,  2,  2,  2,888,  1, 888,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   1
508137,1,1,9999,  1,   2,  2,  2,  2,  1,  2,  1,   1,   7,9999,9999,  1,  1,   1,   1,   1,  2,  2,  1,   1,   1
508138,1,1,9999,  1,   1,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  1,  1,   2,   1,   2,  1,  2,  1,   1,   1
508152,1,9,9999,  2,   2,  1,  1,  2,888,  2,  1,   1,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  1,   2,   1
508161,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  2,  2,  1,   2,   1
508162,1,1,9999,  1,   1,  1,  1,  1,  1,  1,  1,   1,   2,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
508163,1,1,9999,  2,   2,  2,  1,  2,  1,  2,  1,   1,9999,9999,9999,  1,  1,   2,   1,   2,  1,  2,  1,   1,   1
508165,1,1,9999,  2,   1,  1,  1,  2,  1,  1,  1,   1,9999,9999,9999,  1,  2,   2,   1,   1,  2,  1,  1,   1,   1
508171,1,1,9999,  2,   2,  2,  1,  1,  1,  2,  2,9999,9999,9999,9999,  2,  1,   1,   2,   2,  2,  2,  1,   1,   1
508172,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  1,  2,   1,   1,   2,  2,  2,  2,   2,   1
508185,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   2,  1,  1,  1,   2,   2
508187,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  1,   1,   5,  13,9999,  1,  2,   1,   1,   2,  1,  2,  1,   2,   2
508188,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  2,  2,   2,   2,   1,  2,  2,  1,   1,   2
508212,1,1,9999,  1,   2,888,  1,  2,  2,  2,  1,   1,   5,9999,9999,  2,  2,   2,   1,   1,  1,  2,  1,   1,   2
508223,1,1,9999,  2,   2,  2,  1,  1,  2,  2,  1,   2,   8,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
508224,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,  10,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2, 888
508229,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   4,9999,9999,9999,  1,  1,   1,   1,   2,  1,  2,  1,   1,   1
508266,1,1,9999,  2,   1,  2,  2,  2,  2,888,888,9999,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  2,   2, 888
508277,1,1,   1,  1,   1,  1,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  1,   2,   1,   1,  1,  2,  1,   2,   1
508278,1,1,9999,  1,   2,  1,  1,  2,  1,  2,  1,   1,   2,   9,9999,  1,  1,   1,   2,   1,  1,  2,  1,   1,   1
508280,1,3,9999,  2,   1,  2,  2,  1,  1,  2,  1,   1,   6,9999,9999,  2,  1,   2,   1,   1,  1,  2,  2,   2,   2
508293,1,1,9999,  1,   2,  1,  1,  1,  1,  2,  1,   8,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
508294,1,1,9999,  1,   1,  1,  1,  2,  2,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
508295,1,1,9999,  1,   2,  1,  2,  2,  1,888,  1,   1,9999,9999,9999,  2,  1,   2,   2,   2,  2,  1,  2,   2,   1
508302,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  1,   5,9999,9999,9999,  2,  2,   2,   1,   2,  2,  1,  2,   1,   2
508332,1,1,9999,  1,   2,  2,  2,  2,  2,  2,888,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
508381,1,1,9999,  2,   2,  2,  1,  1,  2,  2,  1,   1,9999,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   2
508383,1,1,9999,  2,   2,  1,  2,  2,  1,  2,  1,  10,   8,9999,9999,  1,  1,   1,   1,   1,  2,  1,  2,   2,   1
508385,1,1,9999,  1,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
508386,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1, 888,9999,9999,9999,  1,  1,   2,   2,   2,  2,  2,  2,   2,   1
508387,1,1,9999,  2,   2,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   2,  1,  2,  1,   1,   1
508388,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   5,9999,9999,9999,  1,  1,   2,   1,   2,  2,  2,  2,   2,   1
508391,1,3,9999,  2,   2,  2,  2,  2,  2,  1,  1,   1,   2,9999,9999,  2,  1,   1,   1,   2,  1,  1,  1,   1,   2
508405,1,1,9999,  2,   1,  2,  1,  2,  2,  2,888,9999,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   2
508410,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  1,   1,   5,9999,9999,  2,  2,   2,   1,   2,  1,  3,  1,   2,   1
508413,1,1,9999,  2,   1,  2,  2,  2,  1,  2,  1,   2,9999,9999,9999,  2,  2,   1,   1,   2,  1,  2,  1,   1,   1
508417,1,1,9999,  1,   2,  1,  1,  2,  1,888,  1,   1,   2,9999,9999,  1,  1,   2,   1,   1,  1,  2,  1,   1,   1
508419,1,1,9999,  2,   1,888,  2,  2,  2,  2,  1, 888,9999,9999,9999,  2,  2,   2,   1,   2,  1,  2,  2,   2,   1
508421,1,3,9999,  1,   2,  2,  1,  2,  1,  2,  1,   1,   2,9999,9999,  1,  1,   2,   2,   2,  2,  2,  2,   1,   1
508428,1,1,9999,  1,   1,  2,  2,  2,888,  2,  1,   1,9999,9999,9999,  1,  1,   2,   1,   2,  1,  2,  2,   2,   1
508482,1,1,9999,  1,   1,  1,  1,  2,  1,  2,  1,   2,  17,   8,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
508486,1,1,9999,  1,   1,  2,  1,  1,  1,  2,  1,   1,  10,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
508490,1,1,9999,  2,   2,  2,  2,  2,  1,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   2,  2,  3,  2,   1,   1
508495,1,1,9999,  1,   1,  1,  2,  2,  1,  2,  1,   5,9999,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
508496,1,1,9999,  1,   1,  2,  2,  2,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   2,  2,  2,  1,   1,   1
508507,1,1,9999,  1,   2,  2,  2,  2,  1,  1,  2,9999,9999,9999,9999,  2,  2,   1,   1,   2,  1,  2,  1,   1,   1
508509,1,1,9999,  2,   1,  1,  1,  1,  2,  1,  1,   1,  17,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
508510,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  1,   1,   7,9999,9999,  2,  2,   1,   2,   1,  1,  1,  1,   1,   1
508539,1,1,9999,  2,   1,  2,  1,888,  1,888,  1,   1,   2,9999,9999,  1,  1,   2,   1,   2,  1,  2,  1,   1,   1
508540,1,1,9999,  2,   2,  2,  1,  2,  2,888,  1,   1,  10,   6,9999,  1,  2,   1,   1,   1,  1,  2,  2,   1,   1
508541,1,1,9999,  1,   1,  1,  2,  1,  2,  2,  1,   1,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  1,   2,   1
508542,1,1,9999,  2,   2,  1,  1,888,888,888,888,9999,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
508543,1,1,9999,  1,   2,  1,  2,  2,  1,  2,  1,   2,  10,   5,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
508544,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1,   7,9999,9999,9999,  2,  2,   1,   2,   2,  1,  2,  1,   1,   2
508545,1,1,9999,  2,   2,  2,  1,  1,  1,  1,  2,9999,9999,9999,9999,  1,  1,   1,   1,   1,  1,  3,  1,   1,   1
508546,1,1,9999,  2,   1,  1,  1,  2,  2,  2,  1,   1,   2,9999,9999,  2,  2,   2,   1,   1,  1,  2,  1,   1,   1
508547,1,1,9999,  2,   1,  1,  2,  2,  2,  2,  1,   1,   2,   8,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
508551,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  2,9999,9999,9999,9999,  1,  1,   1,   2,   2,  1,  2,  1,   2,   1
508553,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  1,  13,9999,9999,9999,  2,  2,   2,   2,   2,  1,  1,  2,   1,   1
508573,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1, 888,9999,9999,9999,  2,  1,   2,   2,   2,  2,  2,  2,   2,   2
508583,1,1,9999,  1,   1,  2,  2,  2,  2,888,888,9999,9999,9999,9999,  1,  1,   1,   1,   2,  1,  2,  2,   1,   1
508584,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  1,  1,  1,   2,   1
508585,1,2,9999,  2,   2,  1,  1,  1,  1,  2,  1,   1,  13,9999,9999,  2,  2,   1,   1,   2,  1,  1,  1,   2,   2
508586,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  2,   2,   1
508600,1,1,9999,  1,   2,888,  1,  2,  1,  2,  1,   1,   5,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
508645,1,1,9999,  2,   2,  1,  1,  1,  2,  2,  1,   1,   5,  13,9999,  2,  1,   2,   2,   1,  1,  2,  1,   1,   1
508650,1,1,9999,  2,   2,  1,  2,  2,  1,  2,  1,   8,9999,9999,9999,  1,  1,   2,   1,   1,  1,  2,  2,   1,   2
508653,1,1,9999,  1,   1,  1,  1,  2,  1,  2,  1,   1,   2,   5,  13,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
