CASEID,INVIEWN,RACER,SAMESEXR,N14SUHER,N20OTHER,N11DRUGS,N12ALCHL,N13SUHIM,N15HOME,N16CHILD,N17ARRST,N18CHRGE,N18CHRG2,N18CHRG3,N18CHRG4,N1FRQNCY,N2SVRITY,N3WEAPON,N4CHOKE,N5SEX,N6CONTRL,N7PREGNT,N8JEALUS,N9KILL,N10CPBLE
308032,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  2,9999,9999,9999,9999,  1,  1,   2,   1,   1,  1,  2,  1,   1,   2
308033,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1,   4,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
308034,1,3,9999,  2,   2,  1,  1,  2,  2,  2,  1, 888,9999,9999,9999,  1,  1,   2,   2,   2,  2,  2,  1,   1,   1
308035,1,3,9999,  2,   1,  1,  1,  2,888,888,888,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   1
308037,1,1,9999,  2,   1,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  1,  1,   2,   1,   1,  2,  1,  1,   2,   1
308043,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
308044,1,1,9999,  1,   1,  2,  2,  1,  1,  2,  1,   4,9999,9999,9999,  1,  2,   1,   1,   1,  1,  2,  1,   1,   1
308045,1,1,   1,  2,   1,  2,  2,  1,  1,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   1,  2,  2,  1,   1, 888
308046,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
308049,1,1,9999,  2,   2,  1,  2,  1,  1,  2,  1,   2,9999,9999,9999,  2,  1,   1,   1,   2,  1,  2,  1,   1,   1
308056,1,3,9999,  2,   1,888,  1,  2,  2,888,  1, 888,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   1
308057,1,1,9999,  2,   2,  1,  2,  2,  1,  2,  1,   4,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  1, 888,   1
308060,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   4,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  1,   1,   2
308061,1,1,9999,  2,   1,  1,  1,  1,  1,  2,  1,   4,9999,9999,9999,  2,  2,   2,   2,   1,  1,777,  1,   1,   2
308062,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,777,  2,   2,   1
308064,1,1,9999,  2,   2,  1,  2,  2,  2,  2,  1,   4,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   2
308066,1,3,9999,  1,   2,  2,  1,  2,  1,  2,  2,9999,9999,9999,9999,  1,  2,   1,   1,   1,  1,  2,  1,   1,   1
308067,1,1,9999,  3,   1,  1,  2,  2,  2,  2,  1,   1,9999,9999,9999,  1,  2,   2,   2,   1,  2,  2,888,   2,   1
308079,1,1,9999,  2,   1,  1,  2,  1,  1,  2,  1,   4,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308080,1,1,   1,  2,   1,  2,  1,  2,  1,  2,  1,   2,9999,9999,9999,  1,  1,   2,   1,   1,  2,  2,  1,   1,   1
308081,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  1,   1,9999,9999,9999,  1,  2,   1,   1,   2,  2,  2,  1,   1,   1
308082,1,1,9999,  2,   2,  1,  2,  2,  2,  2,  1,   4,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   2
308085,1,1,9999,  2,   1,  1,  1,888,  1,888,  1,   4,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  1,   2,   1
308086,1,1,9999,  1,   1,  1,  1,888,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   2,   1,  2,  2,  1,   1,   1
308088,1,2,9999,  2,   1,  1,  1,  1,  1,  2,  1,   4,9999,9999,9999,  1,  1,   1,   1,   2,  1,  2,  1,   1,   1
308090,1,1,9999,  2,   1,  2,  1,  2,999,  2,  2,9999,9999,9999,9999,  1,  2,   2,   1,   1,  1,  2,  2,   2,   2
308093,1,1,9999,  1,   1,  1,  1,  2,  1,  2,  1,   2,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  2,   2,   1
308124,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  1,   1,   2,   5,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308125,1,1,   1,  2,   1,  1,  2,  1,  1,  2,  2,9999,9999,9999,9999,  2,  2,   1,   1,   2,  1,  3,  2,   1,   2
308126,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1,   5,9999,9999,9999,  2,  2,   2,   2,   2,  2,  3,  1,   1,   2
308128,1,1,9999,  2,   2,  2,  2,  2,  1,  2,  2,9999,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308129,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   5,9999,9999,9999,  2,  1,   2,   1,   2,  1,  2,  1,   2,   1
308130,1,1,9999,  2,   2,  2,  1,  2,  1,  2,  2,9999,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1, 888
308131,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  1,   1,9999,9999,9999,  1,  1,   2,   2,   2,  1,  2,  1,   1,   1
308132,1,1,9999,  2,   1,  1,  2,  2,  1,  1,  1,   2,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308136,1,3,9999,  2,   2,  2,  1,  1,  2,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308142,1,1,9999,  2,   2,  1,  2,  1,  2,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308144,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   1,   1,  1,  2,  1,   2,   2
308145,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   1,   2,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308146,1,1,9999,  1,   2,  2,  2,  2,  1,  2,  2,9999,9999,9999,9999,  1,  1,   1,   1,   1,  1,  3,  1,   2,   2
308149,1,1,9999,  1,   1,999,  1,  2,  1,  2,  1,   1,9999,9999,9999,  1,  1,   2,   1,   1,  1,  2,  1,   2,   1
308150,1,1,9999,  2,   2,  1,  2,  2,  1,  2,  1,   4,9999,9999,9999,  2,  2,   1,   1,   1,  2,  2,  2,   1,   2
308151,1,1,9999,  1,   1,  2,  2,  1,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  1,   2,   1
308153,1,1,9999,  1,   1,  2,  2,  1,  1,  2,  1,   4,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308166,1,2,9999,  1,   2,  2,  1,  1,  2,  2,  1,   7,9999,9999,9999,  2,  2,   1,   2,   1,  1,  2,  1,   2,   1
308167,1,1,9999,  2,   1,  1,  1,  1,  1,  1,  1,   1,9999,9999,9999,  2,  1,   2,   1,   1,  2,  2,  1,   2,   1
308168,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  1,   2,   1
308174,1,1,9999,  2,   1,  1,  1,  2,  1,888,  1,   1,   5,9999,9999,  2,  1,   2,   1,   1,  2,  3,  1,   2,   1
308186,1,2,9999,  2,   1,  1,  1,  1,  1,  2,  1,   5,9999,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
308189,1,1,9999,  1,   1,  1,  2,  2,888,888,  1,   1,   2,9999,9999,  2,  1,   1,   1,   2,  2,  2,  1,   1,   1
308190,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1,   4,9999,9999,9999,  2,  2,   2,   1,   2,  2,  2,  2,   2,   2
308191,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   5,9999,9999,9999,  2,  1,   2,   1,   1,  1,  2,  1,   1,   1
308196,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   2,   2,  2,  2,  1,   2,   2
308197,1,1,9999,  2,   1,  2,  1,  1,  2,  2,  1,   2,   5,9999,9999,  2,  2,   1,   2,   2,  1,  2,  2,   2,   1
308198,1,1,9999,  2,   2,  2,  2,  2,  1,  2,  1,   1,   2,9999,9999,  2,  2,   2,   1,   2,  1,  1,  1,   2,   1
308199,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   2
308211,1,1,9999,  2,   1,  1,  1,  2,  2,  2,  2,9999,9999,9999,9999,  1,  2,   2,   2,   2,  1,  2,  1,   2,   1
308213,1,1,9999,  2,   2,  1,  1,  2,  1,  2,  1,   1,   2,9999,9999,  1,  2,   1,   1,   1,  1,  1,  1,   1,   1
308214,1,1,9999,  1,   2,  1,  1,  2,  1,  2,  1,   1,   2,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308215,1,1,9999,  1,   1,  1,  1,  1,  2,  2,  1,   1,   2,   5,9999,  1,  1,   1,   1,   2,  1,  2,  1,   1,   2
308216,1,3,9999,  1,   1,  1,  1,  2,  1,  1,  1,   1,   2,   5,9999,  1,  1,   1,   2,   2,  1,  1,  1,   2,   1
308217,1,1,9999,  2,   1,  1,  1,  2,888,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   1,  2,  2,  2,   2,   2
308219,1,1,9999,  2,   2,  1,  2,  2,  2,  2,888,9999,9999,9999,9999,  2,  2,   2,   2,   2,  1,  3,  1,   1,   2
308220,1,2,9999,  2,   1,  1,  1,888,  1,888,  1,   1,   2,   5,9999,  2,  2,   1,   2,   1,  1,  1,  2,   1,   2
308221,1,1,9999,  1, 999,  2,  1,  1,  1,  2,  1,   1,   2,9999,9999,  1,  1,   1,   1,   2,  1,  2,  1,   1,   1
308222,1,2,9999,  2,   1,  1,  1,  1,  1,  1,  1,   1,   2,   5,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308225,1,2,9999,  1,   2,  1,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  1,   1,   2,   2,  1,  1,  1,   1,   1
308227,1,2,9999,  2,   2,  2,  2,  1,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   2,   2,  1,  1,  1,   1,   1
308228,1,1,   1,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  1,   1,   2
308262,1,1,9999,  2,   2,888,  1,  1,  2,  2,  1,   1,   2,   8,9999,  2,  2,   2,   1,   2,  1,  2,  1,   2,   2
308264,1,2,9999,  1,   1,  1,  2,  2,  2,  2,  1,   5,9999,9999,9999,  2,  1,   2,   2,   2,  2,  1,  1,   2,   2
308269,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  1,   1,   3,   5,  17,  1,  2,   1,   1,   2,  1,  2,  2,   1,   1
308270,1,3,9999,  1,   2,  1,  1,  2,  1,  2,  1,   5,9999,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308271,1,1,9999,  2,   2,  1,  2,  2,  1,  2,  1,   2,   5,9999,9999,  2,  1,   1,   1,   1,  1,  1,  1,   1,   2
308272,1,1,9999,  1,   1,  1,  1,  1,  1,  2,  1,   1,   2,   5,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308274,1,1,9999,  1,   2,  2,  1,  2,  1,  2,888,9999,9999,9999,9999,  1,  1,   1,   1,   1,  1,  3,  1,   1,   1
308276,1,1,9999,  1,   1,  1,  2,  2,  1,  2,  1,   1,   7,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308279,1,1,9999,  1,   1,  2,  2,  1,888,  2,888,9999,9999,9999,9999,  2,  2,   2,   2,   2,  1,  3,  2,   2,   1
308281,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   2,   5,  17,9999,  1,  2,   1,   1,   1,  1,  1,  1,   1,   1
308282,1,1,9999,  1,   1,  1,  1,  2,  1,  2,  1,   2,   5,  17,9999,  1,  1,   1,   1,   2,  2,  2,  1,   1,   1
308283,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   6,   7,9999,9999,  2,  2,   2,   1,   2,  1,  2,  1,   1,   2
308285,1,1,9999,  2,   1,  2,888,  2,  1,  2,  1,   1,9999,9999,9999,  2,  2,   2,   2,   2,  2,  3,  2,   2,   2
308287,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   2,9999,9999,9999,  1,  1,   2,   1,   2,  1,  1,  1,   2,   2
308288,1,9,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   2,   1,  1,  2,  1,   2,   1
308291,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   7,9999,9999,9999,  1,  1,   2,   1,   2,  2,  2,  2,   2,   2
308296,1,1,9999,  1,   2,  2,  1,  2,  2,  2,  1,   1,   2,9999,9999,  1,  1,   1,   2,   1,  1,  3,  1,   1,   1
308297,1,1,9999,  2,   1,  2,  1,  2,  1,888,  1,   1,9999,9999,9999,  2,  1,   1,   1,   2,  2,  1,  2,   1,   2
308299,1,1,9999,  2,   2,  1,  1,  2,  2,  2,  1,   1,   2,  18,  17,  1,  1,   1,   2,   2,  1,  2,  1,   1,   1
308300,1,1,9999,  2,   2,  1,  1,888,  2,  2,888,9999,9999,9999,9999,  2,  2,   2,   2,   1,  2,  2,  2,   2,   2
308301,1,1,9999,  2,   1,  2,  2,  2,  1,  2,  1,   1,   5,9999,9999,  2,  2,   2,   2,   2,  1,  2,  2,   2,   2
308303,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  1,   5,9999,9999,9999,  1,  2,   1,   1,   1,  1,  2,  1,   1,   2
308306,1,1,9999,  1,   1,  2,  1,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  1,   2,   2
308307,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   1,   2,9999,9999,  1,  2,   1,   1,   1,  1,  2,  1,   1,   2
308310,1,3,9999,  1,   1,  1,  2,  1,  1,  2,  1,   1,   2,   8,  10,  1,  1,   1,   1,   2,  1,  2,  1,   1,   1
308312,1,1,9999,  2,   1,  1,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   1,   2,   2,  2,  2,  2,   2,   2
308313,1,1,   1,  2,   1,  2,  2,  1,888,  2,  2,9999,9999,9999,9999,  1,  2,   1,   1,   2,  1,  2,  1,   2,   2
308314,1,1,9999,  2,   1,  2,  1,  2,  1,  2,  1,   1,   2,9999,9999,  1,  2,   2,   2,   2,  1,  2,  1,   2,   2
308315,1,1,9999,  2,   1,  1,  2,  2,  2,  2,  1,   1,   2,9999,9999,  2,  1,   2,   1,   1,  1,  2,  1,   1, 888
308316,1,1,9999,  1,   2,  1,  1,  2,  1,  2,  1,   1,   2,   5,   8,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308317,1,1,9999,  2,   1,  1,  1,  2,  1,  2,  1,   5,9999,9999,9999,  1,  1,   1,   1,   2,  2,  1,  1,   2,   1
308330,1,2,9999,  1,   2,  2,  1,  2,  2,  2,  1,   5,9999,9999,9999,  1,  1,   2,   1,   1,  1,  1,  2,   2, 888
308331,1,1,9999,  1,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   2,   2,  1,  3,  1,   2,   2
308382,1,3,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  1,  1,   2,   1,   1,  1,  2,  1,   2,   1
308384,1,1,9999,  1,   1,  2,  2,  2,888,  2,  1,   5,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2,   1
308389,1,1,9999,  2,   2,  2,  1,  2,  1,  2,  2,9999,9999,9999,9999,  2,  2,   2,   1,   1,  2,  2,  1,   1,   1
308408,1,1,9999,  1,   1,  2,  2,  2,  1,  2,  1,   1,   5,9999,9999,  1,  2,   1,   1,   1,  1,  1,  1,   1,   1
308409,1,1,9999,  2,   2,  1,  1,  1,  1,  2,  1,   1,9999,9999,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308411,1,3,9999,  1,   2,  1,  1,  1,  1,888,  1,   1,   2,   6,   5,  2,  2,   2,   1,   1,  1,  1,  1,   1,   1
308412,1,9,9999,  2,   1,888,888,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  1,   2, 888
308426,1,1,9999,  2,   2,  1,  1,  1,  2,  2,  1,   7,9999,9999,9999,  2,  1,   1,   1,   2,  1,  2,  1,   2,   1
308427,1,1,9999,  1,   2,  1,  1,  2,  1,  2,  1,   1,   2,   5,9999,  1,  1,   1,   1,   1,  1,  2,  1,   1,   1
308429,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1, 888,9999,9999,9999,  2,  2,   2,   1,   1,  2,  2,  1,   2,   1
308430,1,1,   1,  2,   1,  2,  2,  1,  1,  2,  2,9999,9999,9999,9999,  1,  2,   1,   2,   2,  1,  3,  1,   1,   1
308431,1,1,9999,  1,   1,  1,  2,  2,  1,  2,  1,   1,9999,9999,9999,  2,  2,   2,   1,   2,  1,  2,  2,   1,   1
308432,1,1,9999,  1,   2,  1,  1,  2,  1,888,  1, 888,   8,9999,9999,  1,  1,   1,   1,   1,  1,  1,  1,   1,   1
308433,1,1,9999,  1,   1,  2,  1,  1,  1,  2,  1,   1,   2,9999,9999,  2,  2,   1,   1,   1,  1,  1,  1,   1,   1
308434,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  2,   1,   1,   2,  1,  1,  2,   1,   1
308435,1,1,9999,  2,   1,  1,  2,  1,  1,  2,  2,9999,9999,9999,9999,  2,  2,   2,   1,   1,  1,  1,  1,   1,   1
308436,1,1,   1,  2,   1,  1,  1,888,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  1,  2,  2,   2,   1
308437,1,2,9999,  1,   1,  2,  2,  2,  1,  2,  1,   5,  17,9999,9999,  2,  2,   2,   1,   2,  2,  1,  2,   1,   2
308438,1,3,9999,  2,   1,  1,  2,  2,  2,  2,  1,   7,9999,9999,9999,  2,  2,   2,   1,   1,  1,  2,  1,   2,   2
308439,1,2,9999,  2,   1,888,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   1,  1,  2,  1,   2, 888
308440,1,1,9999,  2,   1,888,  2,  1,  2,  2,  2,9999,9999,9999,9999,  2,  1,   1,   1,   1,  1,  2,  1,   1,   1
308441,1,1,9999,  2,   2,  1,  1,  2,  2,  2,888,9999,9999,9999,9999,  2,  2,   1,   1,   1,  1,  2,  2,   1,   2
308442,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   1,  2,  2,  2,   2,   2
308457,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1, 888,9999,9999,9999,  2,  2,   2,   2,   2,  2,  2,  2,   2, 888
308487,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  1,   1,   6,9999,9999,  2,  2,   2,   1,   2,  1,  3,  1,   2,   1
308492,1,1,9999,  2,   2,  2,  1,  1,  2,  2,  1,   5,9999,9999,9999,  2,  2,   2,   2,   2,  2,  3,  1,   2,   2
308498,1,1,9999,  2,   1,  1,  1,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   1,  1,  2,  1,   2,   1
308515,1,2,9999,  1,   2,  2,  2,  1,  1,  2,  1,   1,   8,9999,9999,  2,  2,   1,   1,   1,  1,  1,  1,   1,   2
308548,1,3,9999,  2,   2,  2,  2,  2,  1,  2,  1, 888,9999,9999,9999,  2,  2,   2,   2,   2,  2,  3,  2,   2,   1
308554,1,3,9999,  2,   2,  1,  2,  2,  1,  1,  1,   1,   2,   5,  13,  2,  1,   1,   1,   1,  1,  1,  1,   1,   1
308555,1,3,9999,  2,   2,  1,  1,  2,  1,  2,  1,   1,   6,   5,9999,  2,  2,   2,   1,   2,  1,  3,  2,   2,   1
308556,1,2,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  2,  2,   2,   2,   2,  2,  3,  2,   2,   2
308578,1,3,9999,999, 999,999,999,999,999,999,999, 999,9999,9999,9999,999,999, 999, 999, 999,999,999,999, 999, 999
308596,1,3,9999,  1,   1,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  2,  1,   1,   1,   1,  1,  1,  1,   1,   1
308599,1,3,9999,  2,   1,  1,  1,  1,  1,  2,888,9999,9999,9999,9999,  2,  2,   2,   1,   1,  1,  2,  2,   2,   2
308629,1,3,9999,  1,   1,  1,  1,  2,  1,  2,  1,   1,   2,   5,   6,  1,  2,   2,   1,   1,  1,  2,  1,   1,   1
309009,1,1,9999,  2,   1,  2,  2,  2,  2,  2,888,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309010,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309011,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309012,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309013,1,2,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309014,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309015,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309016,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309017,1,1,9999,999,   1,999,999,999,999,999,999, 999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309018,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309019,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309020,1,3,9999,  1,   1,  2,  2,  2,  2,  2,  1,   1,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309021,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309022,1,9,9999,  2,   1,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309023,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309024,1,1,9999,  2, 999,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309025,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309026,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309027,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309028,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309029,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,   2,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309030,1,3,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309031,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309036,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309038,1,1,9999,  2,   2,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309039,1,2,9999,  2,   2,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309040,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309041,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309054,1,1,9999,  1,   1,  2,  1,  2,  1,  2,  1,   1,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309065,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309078,1,2,9999,  2,   2,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309083,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309094,1,1,9999,  1,   2,  2,  1,  2,  2,  1,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309096,1,1,9999,  2,   1,  2,  1,  2,  2,  2,  1,   2,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309101,1,1,9999,  2,   2,888,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309127,1,3,9999,  2,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309143,1,1,9999,  2,   2,  1,  2,  2,  2,  2,  1,   1,   2,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309154,1,1,9999,  2,   2,  2,  2,  2,  2,  2,  1,   2,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309157,1,1,9999,  1,   1,  2,  1,  1,  1,  1,  1,   6,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309158,1,1,9999,  1,   2,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309159,1,9,9999,  2,   1,  2,  1,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309179,1,1,9999,  1,   1,  2,  2,  2,  2,  2,  1,   4,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309184,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
309195,1,1,9999,  2,   1,  2,  2,  2,  2,  2,  2,9999,9999,9999,9999,  3,  3,   3,   3,   3,  3,  9,  3,   3,   3
