CASEID,INVIEWN,B1AGE,AGER,AGERR,B2EDU,HIGHSCHL,B3EMPLY1,B3EMPLY2,B3EMPLY3,B3EMPLY4,EMPLOYR,UNEMPLOY,HOMEMAKR,B3HOURS,B3VHOUR,B3STUDNT,B4CHANGE,B5CODE1,B5DATE1,B5CODE2,B5DATE2,B5CODE3,B5DATE3,B6RACE,RACER,B6HSPNIC,B6OTHER,B7BIRTH,B7PLACE,B7PLACER,F14CHICG,B8MARITL,MARRIED,SINGLE,SCRSTAT,SCRSTATR,FINSTAT,FINSTATR,ABUSED,CHNGSTAT,CHGTONAW,NAWYEAR,RELAC1,LENGTHC1,C1SITUAT,PARTNERS,PABUSE,SPANISH1,INMONTH,INYEAR,INDAY
308003,1,31,4,2,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 7,1997, 3
308004,1,27,3,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,5,1,1,1,2, 7,1997, 7
308005,1,19,1,1,  4,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   8,18,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,3,3,2,1,2, 7,1997,17
308006,1,30,3,2,  3,  0, 10,9999,9999,9999,9,9,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  6,5,2,2,2,2, 7,1997, 9
308007,1,50,5,4,  3,  0,  3,9999,9999,9999,1,0,0,  14,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  2,  5, 20,  2,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,6,1,1,1,2, 7,1997,15
308008,1,41,5,3,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1,  7,  4,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,3,1,1,1,2, 7,1997, 3
308032,1,33,4,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,1,4,2,2,2, 7,1997, 9
308033,1,35,4,2,  2,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   2, 6,   7,17,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 1,1,1,2,99,99,  1,1,1,1,1,2, 7,1997,16
308034,1,45,5,3,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 29,  5,  2,  5,  0,  0,  2,  2, 1,1,1,2,99,99,  5,1,3,2,1,2, 7,1997,16
308035,1,42,5,3,  7,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 33,  3,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2, 7,1997,18
308037,1,36,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,2,2,2,2, 7,1997,16
308043,1,22,2,1,  5,  1,  3,   7,9999,9999,1,0,0,  20,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,1,3,2,1,2, 7,1997,16
308044,1,24,2,1,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   2,22,   1,11,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,2,2,2,2, 7,1997,16
308045,1,25,2,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,18,  14,17,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  7,4,1,1,1,2, 7,1997,18
308046,1,33,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,  14,15,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,5,1,1,1,2, 7,1997,16
308049,1,18,1,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2, 7,1997,17
308056,1,40,4,3,  5,  1,  1,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 27,  5,  1,  2,  1,  0,  1,  1,87,1,1,1,99,99,999,2,1,1,1,2, 9,1997,19
308057,1,18,1,1,  3,  0,  3,9999,9999,9999,1,0,0,  25,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,4,3,2, 9,1997,23
308060,1,25,2,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,4,1,1,1,2, 9,1997,26
308061,1,24,2,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,999,999, 1,1,1,9,99,99,  5,1,3,2,1,2, 9,1997,26
308062,1,47,5,3,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  14,27,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  4,  0,  0,  2,  2, 1,1,1,2,99,99,  5,3,1,1,1,2, 9,1997,30
308064,1,20,1,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,2,2,2,2, 9,1997,30
308066,1,33,4,2,  7,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,  13,14,9999, 1,9999, 1,  6,3,1, 6,  1, 14,  2,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  6,5,1,1,1,2,10,1997, 2
308067,1,29,3,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,3,3,2,1,2,10,1997, 3
308079,1,37,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2,10,1997,10
308080,1,29,3,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  8,1,1,1,1,2,10,1997,10
308081,1,31,4,2,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,10,1997,10
308082,1,40,4,3,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  14,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,6,1,1,1,2,10,1997,10
308085,1,20,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  17,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2,10,1997,17
308086,1,43,5,3,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2,10,1997,21
308088,1,30,3,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3,27,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,10,1997,21
308090,1,21,2,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,10,1997,21
308093,1,38,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,1,1,1,2,10,1997,14
308124,1,26,3,1,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   1,11,   2, 2,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  4,5,1,1,1,2,10,1997,28
308125,1,36,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  16,14,   4,18,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  7,1,1,1,1,2,10,1997,28
308126,1,34,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2,10,1997,28
308128,1,47,5,3,  2,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,5,1,1,1,2,10,1997,28
308129,1,19,1,1,  4,  1,  3,   7,9999,9999,1,0,0,  28,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2,10,1997,28
308130,1,40,4,3,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,6,1,1,1,2,10,1997,28
308131,1,36,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 2,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,4,1,1,1,2,10,1997,28
308132,1,38,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,6,1,1,1,2,10,1997,28
308136,1,50,5,4,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 37,  5,  5,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,6,1,1,1,2,11,1997, 1
308142,1,29,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,14,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,2,3,3,2,11,1997,18
308144,1,48,5,3,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  14,24,9999, 1,9999, 1,  1,1,1, 1,  1, 23,  2,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2,11,1997,18
308145,1,41,5,3,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,  13,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,11,1997,18
308146,1,34,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,1,1,1,2,11,1997,18
308149,1,38,4,2,  3,  0,  4,9999,9999,9999,1,0,0,9999,10,9999,  1,   2,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  4,  0,  0,  3,  3, 1,1,1,2,99,99,  6,4,1,1,1,2, 9,1997,18
308150,1,19,1,1,  5,  1,  3,   7,9999,9999,1,0,0,   6,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,3,2,1,2, 9,1997,18
308151,1,18,1,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2, 9,1997,19
308153,1,38,4,2,  6,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 5,9999, 1,9999, 1,  1,1,1, 1,  1, 15,  2,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 9,1997,24
308166,1,38,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,4, 1,  2, 26, 15,  2,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,6,1,1,1,2,11,1997,17
308167,1,46,5,3,  3,  0,  4,9999,9999,9999,1,0,0,9999, 8,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  6,  0,  0,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2,11,1997,17
308168,1,29,3,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,11,1997,17
308174,1,20,1,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,3,2,1,2,11,1997, 3
308186,1,38,4,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,5,1,1,1,2,10,1997,30
308189,1,33,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,26,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,3,3,2,2,10,1997,30
308190,1,39,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  3,  3, 1,1,1,2,99,99,  6,4,1,1,1,2,11,1997, 5
308191,1,33,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2,11,1997, 5
308196,1,21,2,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,12,1997, 2
308197,1,27,3,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 1,1,1,2,99,99,  1,5,1,1,1,2,11,1997,25
308198,1,19,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,11,1997,25
308199,1,38,4,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  3,  3, 1,1,1,2,99,99,  5,2,1,1,1,2,11,1997,25
308211,1,25,2,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2,12,1997, 2
308213,1,30,3,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,11,1997,20
308214,1,38,4,2,  7,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  6,4,1,1,1,2,11,1997,21
308215,1,39,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,26,9999, 1,9999, 1,  1,1,1, 1,  1, 25,  3,  2,  6,  0,  0,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2,11,1997,21
308216,1,33,4,2,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,23,9999, 1,9999, 1,  2,3,1, 1,  1, 31,  2,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,3,3,2,2,11,1997,21
308217,1,37,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,2,1,1,1,2,11,1997,21
308219,1,25,2,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,11,1997,20
308220,1,42,5,3,  2,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,1, 1,  2, 26, 15,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,2,3,2,1,2,11,1997,20
308221,1,53,6,4,  6,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 23,  2,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,11,1997,29
308222,1,41,5,3,  2,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,6, 1,  1, 36,  3,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2,11,1997,14
308225,1,49,5,3,  2,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   6,24,9999, 1,9999, 1,  3,2,6, 1,  1, 43,  6,  2,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,6,1,1,1,2,12,1997, 8
308227,1,18,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,1, 1,  2, 26, 15,  3,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,1,12,1997,16
308228,1,33,4,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  7,2,1,1,1,2,12,1997,16
308262,1,19,1,1,  3,  0,  3,9999,9999,9999,1,0,0,  30,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,3,3,2,1,2,12,1997,12
308264,1,27,3,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,3, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,2,1,1,1,2,12,1997,11
308269,1,19,1,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,12,1997,11
308270,1,22,2,1,  2,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,5,1,1,1,2,12,1997,11
308271,1,34,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2,12,1997,11
308272,1,26,3,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2,12,1997,12
308274,1,37,4,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,24,9999, 1,9999, 1,  1,1,1, 1,  1,  2,  2,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,12,1997, 1
308276,1,29,3,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,3,2,1,2,12,1997, 3
308279,1,18,1,1,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,1,1,1,1,2,12,1997, 3
308281,1,36,4,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,5,3,2,1,2,12,1997, 5
308282,1,38,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2,12,1997, 5
308283,1,34,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 5,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  5,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  6,2,3,2,1,2,11,1997,24
308285,1,19,1,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,12,1997,29
308287,1,31,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,12,1997,22
308288,1,51,6,4,  6,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  7,9,1, 2,  2, 32, 30,  6,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,6,1,1,1,2,12,1997,22
308291,1,20,1,1,  6,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2, 1,1998, 5
308296,1,43,5,3,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 20,  5,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,12,1997,19
308297,1,39,4,2,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 5,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  6,  0,  0,  1,  1, 1,1,1,1,99,99,  5,6,1,1,1,2,12,1997,19
308299,1,30,3,2,  5,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,20,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2,12,1997,18
308300,1,34,4,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,2,3,2,1,2,12,1997,27
308301,1,44,5,3,  5,  1,  1,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,23,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  3,  3, 1,1,1,2,99,99,  5,2,1,1,1,2,12,1997,18
308303,1,30,3,2,  4,  1,  1,9999,9999,9999,1,0,0,9999,99,9999,  1,   5,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,6,1,1,1,2,12,1997,18
308306,1,39,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,20,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,6,1,1,1,2,12,1997,23
308307,1,41,5,3,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,11,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,2,2,2,2,12,1997,19
308310,1,38,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 5,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,12,1997,26
308312,1,47,5,3,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,20,9999, 1,9999, 1,  1,1,1, 1,  1, 47,  2,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2,12,1997,26
