CASEID,G1NUMBER,H1JEALUS,H2LIMIT,H3KNOWNG,J1HIT,J2THROWN,J3PUSH,J4SLAP,J5KICK,J6OBJECT,J7BEAT,J8CHOKE,J9KNIFE,J10GUN,J11SEX,POWER,HARASS,B1AGE,AGEDISP,STDETAI,SAMESEXR,N11DRUGS,N12ALCHL,N13SUHIM,N16CHILD,N17ARRST,N1FRQNCY,N2SVRITY,N3WEAPON,N4CHOKE,N5SEX,N6CONTRL,N8JEALUS,N10CPBLE
308006,9999,1,1,1,1,1,1,1,1,2,1,2,1,2,2,5,10,30,1,2,9999,1,2,2,2,2,2,1,1,1,2,2,2,2
308007,9999,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,50,1,2,9999,2,2,1,2,2,2,2,2,2,2,2,2,1
308008,9999,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,41,3,2,9999,1,2,2,2,1,2,2,2,2,2,2,2,1
308032,9999,1,1,1,1,1,1,1,1,2,2,1,2,2,1,4,2,33,5,1,9999,2,1,2,2,2,1,1,2,1,1,1,1,2
308033,9999,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,35,1,2,9999,2,1,2,2,1,2,2,2,2,2,2,2,2
308034,9999,1,1,1,1,2,1,1,1,2,1,2,2,2,2,5,4,45,2,2,9999,1,1,2,2,1,1,1,2,2,2,2,1,1
308035,9999,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,4,42,3,2,9999,1,1,2,888,888,2,2,2,2,2,2,2,1
308037,9999,1,1,1,1,2,1,2,1,2,1,2,2,2,1,5,4,36,1,2,9999,1,1,1,2,1,1,1,2,1,1,2,1,1
308043,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,22,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
308044,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13,24,1,1,9999,2,2,1,2,1,1,2,1,1,1,1,1,1
308045,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,8,25,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,888
308046,9999,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,3,33,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
308049,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,12,18,1,1,9999,1,2,1,2,1,2,1,1,1,2,1,1,1
308056,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,3,40,5,999,9999,888,1,2,888,1,2,2,2,2,2,2,2,1
308057,9999,1,2,1,1,1,1,2,1,2,2,1,2,2,1,3,5,18,1,2,9999,1,2,2,2,1,2,2,2,1,2,2,1,1
308060,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,2,3,1,25,5,2,9999,1,1,2,2,1,2,2,2,2,2,1,1,2
308061,9999,1,1,1,1,2,1,1,1,2,2,2,2,2,2,4,7,24,4,2,9999,1,1,1,2,1,2,2,2,2,1,1,1,2
308062,9999,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,47,1,2,9999,2,1,2,2,2,2,2,2,2,2,2,2,1
308064,9999,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,0,20,1,1,9999,1,2,2,2,1,2,2,2,1,2,2,2,2
308066,9999,1,1,1,1,2,1,1,1,1,1,1,2,1,1,5,13,33,1,2,9999,2,1,2,2,2,1,2,1,1,1,1,1,1
308067,9999,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,0,29,1,2,9999,1,2,2,2,1,1,2,2,2,1,2,888,1
308079,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,37,2,2,9999,1,2,1,2,1,1,1,1,1,1,1,1,1
308080,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,1,4,5,29,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1
308081,9999,1,1,1,1,2,1,2,2,2,2,1,1,2,2,4,6,31,6,1,9999,2,1,2,2,1,1,2,1,1,2,2,1,1
308082,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,4,40,4,2,9999,1,2,2,2,1,2,2,2,1,2,2,2,2
308085,9999,1,2,1,1,1,1,1,1,2,2,1,2,2,2,3,4,20,1,2,9999,1,1,888,888,1,2,2,2,1,2,2,1,1
308086,9999,1,1,1,1,2,1,1,1,2,1,2,2,1,2,4,5,43,1,1,9999,1,1,888,2,2,1,1,2,2,1,2,1,1
308088,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,14,30,4,2,9999,1,1,1,2,1,1,1,1,1,2,1,1,1
308090,9999,1,1,1,1,2,1,1,2,2,2,1,2,2,1,3,1,21,5,2,9999,2,1,2,2,2,1,2,2,1,1,1,2,2
308093,9999,2,1,1,1,1,1,999,1,2,1,1,2,2,1,4,6,38,1,2,9999,1,1,2,2,1,1,1,1,1,1,1,2,1
308124,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,26,4,5,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
308125,9999,1,2,1,1,1,1,1,1,1,2,1,2,1,2,4,5,36,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2
308126,9999,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,3,34,2,2,9999,2,1,2,2,1,2,2,2,2,2,2,1,2
308128,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13,47,5,1,9999,2,2,2,2,2,1,1,1,1,1,1,1,1
308129,9999,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,7,19,4,2,9999,1,1,2,2,1,2,1,2,1,2,1,1,1
308130,9999,1,1,1,2,2,2,1,1,1,1,1,1,1,1,5,11,40,5,1,9999,2,1,2,2,2,1,1,1,1,1,1,1,888
308131,9999,1,1,1,1,1,1,1,2,1,1,2,2,2,1,5,8,36,5,2,9999,2,1,2,2,1,1,1,2,2,2,1,1,1
308132,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,1,4,10,38,4,2,9999,1,2,2,1,1,1,1,1,1,1,1,1,1
308136,9999,1,1,1,2,2,1,2,1,2,2,1,1,2,1,5,5,50,1,2,9999,2,1,1,2,1,1,1,1,1,1,1,1,1
308142,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,29,4,2,9999,1,2,1,2,1,1,1,1,1,1,1,1,1
308144,9999,1,1,1,1,1,1,1,1,2,2,1,2,2,1,5,10,48,1,5,9999,1,1,2,2,2,2,2,2,1,1,1,1,2
308145,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,8,41,2,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
308146,9999,1,1,1,1,1,1,1,2,1,1,1,2,2,1,5,9,34,1,2,9999,2,2,2,2,2,1,1,1,1,1,1,1,2
308149,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,8,38,1,2,9999,999,1,2,2,1,1,1,2,1,1,1,1,1
308150,9999,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,4,19,999,2,9999,1,2,2,2,1,2,2,1,1,1,2,2,2
308151,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,2,3,4,18,1,2,9999,2,2,1,2,2,2,2,2,2,2,2,1,1
308153,9999,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,12,38,4,2,9999,2,2,1,2,1,1,1,1,1,1,1,1,1
308166,9999,1,1,1,1,1,1,1,2,1,2,2,2,2,1,5,10,38,4,5,9999,2,1,1,2,1,2,2,1,2,1,1,1,1
308167,9999,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,9,46,1,2,9999,1,1,1,1,1,2,1,2,1,1,2,1,1
308168,9999,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,3,29,1,1,9999,2,2,2,2,2,2,2,2,1,2,2,1,1
308174,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,3,6,20,4,2,9999,1,1,2,888,1,2,1,2,1,1,2,1,1
308186,999,1,1,1,1,1,1,2,2,2,2,2,1,2,2,5,12,38,2,1,9999,1,1,1,2,1,2,1,1,1,1,1,1,1
308189,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,8,33,4,2,9999,1,2,2,888,1,2,1,1,1,2,2,1,1
308190,9999,2,2,2,1,2,1,1,1,2,2,2,2,2,2,0,2,39,1,1,9999,2,1,2,2,1,2,2,2,1,2,2,2,2
308191,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,9,33,4,2,9999,2,2,2,2,1,2,1,2,1,1,1,1,1
308196,9999,1,1,1,1,2,1,2,2,2,2,2,2,2,2,4,5,21,1,5,9999,2,2,2,2,2,1,1,2,2,2,2,1,2
308197,9999,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,7,27,4,1,9999,2,1,1,2,1,2,2,1,2,2,1,2,1
308198,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,5,19,1,1,9999,2,2,2,2,1,2,2,2,1,2,1,1,1
308199,9999,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,38,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
308211,9999,1,2,1,1,1,1,1,1,1,1,2,2,2,2,4,9,25,1,2,9999,1,1,2,2,2,1,2,2,2,2,1,1,1
308213,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,12,30,5,2,9999,1,1,2,2,1,1,2,1,1,1,1,1,1
308214,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,8,38,1,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
308215,9999,1,1,1,1,2,1,1,2,2,2,1,1,1,2,5,7,39,2,2,9999,1,1,1,2,1,1,1,1,1,2,1,1,2
308216,9999,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,10,33,1,2,9999,1,1,2,1,1,1,1,1,2,2,1,1,1
308217,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,37,2,2,9999,1,1,2,2,2,2,2,2,2,1,2,2,2
308219,9999,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,25,1,2,9999,1,2,2,2,888,2,2,2,2,2,1,1,2
308220,9999,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,3,42,1,1,9999,1,1,888,888,1,2,2,1,2,1,1,2,2
308221,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,2,5,9,53,1,2,9999,2,1,1,2,1,1,1,1,1,2,1,1,1
308222,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,17,41,2,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1
308225,9999,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,10,49,2,1,9999,1,2,2,2,1,2,1,1,2,2,1,1,1
308227,9999,1,2,2,1,1,1,1,1,1,1,2,2,2,2,3,5,18,4,5,9999,2,2,1,2,2,1,1,2,2,2,1,1,1
308228,9999,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,4,33,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2
308262,9999,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,19,5,1,9999,888,1,1,2,1,2,2,2,1,2,1,1,2
308264,9999,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,27,4,2,9999,1,2,2,2,1,2,1,2,2,2,2,1,2
308269,9999,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,8,19,1,2,9999,2,1,2,2,1,1,2,1,1,2,1,2,1
308270,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,22,5,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
308271,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,12,34,1,2,9999,1,2,2,2,1,2,1,1,1,1,1,1,2
308272,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,10,26,5,2,9999,1,1,1,2,1,1,1,1,1,1,1,1,1
308274,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,14,37,4,2,9999,2,1,2,2,888,1,1,1,1,1,1,1,1
308276,9999,1,1,1,1,1,1,1,1,2,1,2,2,2,1,5,7,29,5,2,9999,1,2,2,2,1,1,1,1,1,1,1,1,1
308279,9999,1,1,1,2,1,1,2,1,2,2,1,2,2,2,3,7,18,1,2,9999,2,2,1,2,888,2,2,2,2,2,1,2,1
308281,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,11,36,2,2,9999,1,1,2,2,1,1,2,1,1,1,1,1,1
308282,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,38,1,2,9999,1,1,2,2,1,1,1,1,1,2,2,1,1
308283,9999,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,34,4,2,9999,1,1,2,2,1,2,2,2,1,2,1,1,2
308285,9999,1,1,1,2,2,1,1,1,2,1,2,2,2,2,3,4,19,1,2,9999,2,888,2,2,1,2,2,2,2,2,2,2,2
308287,9999,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,1,31,1,2,9999,1,1,2,2,1,1,1,2,1,2,1,1,2
308288,9999,1,1,1,1,2,1,2,2,2,2,2,2,2,2,5,4,51,5,5,9999,2,1,2,2,2,1,1,2,2,1,1,1,1
308291,9999,1,2,1,1,2,1,2,2,2,2,2,2,2,1,3,5,20,1,5,9999,1,1,2,2,1,1,1,2,1,2,2,2,2
308296,9999,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,6,43,1,2,9999,2,1,2,2,1,1,1,1,2,1,1,1,1
308297,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,2,5,8,39,5,2,9999,2,1,2,888,1,2,1,1,1,2,2,2,2
308299,999,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,6,30,1,1,9999,1,1,2,2,1,1,1,1,2,2,1,1,1
308300,9999,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,0,34,1,1,9999,1,1,888,2,888,2,2,2,2,1,2,2,2
308301,9999,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,1,44,3,2,9999,2,2,2,2,1,2,2,2,2,2,1,2,2
308303,9999,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,12,30,4,5,9999,2,2,2,2,1,1,2,1,1,1,1,1,2
308306,9999,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,39,5,1,9999,2,1,2,2,1,2,2,2,2,2,1,1,2
308307,9999,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,8,41,1,1,9999,1,1,2,2,1,1,2,1,1,1,1,1,2
308310,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,15,38,3,2,9999,1,2,1,2,1,1,1,1,1,2,1,1,1
308312,9999,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,47,2,2,9999,1,2,2,2,1,2,2,1,2,2,2,2,2
308313,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,32,5,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2
308314,9999,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,7,28,1,1,9999,2,1,2,2,1,1,2,2,2,2,1,1,2
308315,9999,1,1,1,1,2,1,1,1,2,1,1,1,2,1,5,10,39,1,2,9999,1,2,2,2,1,2,1,2,1,1,1,1,888
308316,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,12,26,5,5,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
308317,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,53,2,2,9999,1,1,2,2,1,1,1,1,1,2,2,1,1
308330,999,1,1,1,1,2,1,2,2,2,2,1,2,2,2,4,6,25,1,2,9999,2,1,2,2,1,1,1,2,1,1,1,2,888
308331,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,2,4,4,19,4,2,9999,2,2,2,2,2,1,1,2,2,2,1,1,2
308382,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,8,41,5,2,9999,2,1,2,2,2,1,1,2,1,1,1,1,1
308384,9999,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,0,25,1,2,9999,2,2,2,2,1,2,2,2,2,2,2,2,1
308389,9999,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,8,32,4,2,9999,2,1,2,2,2,2,2,2,1,1,2,1,1
308408,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,13,27,1,2,9999,2,2,2,2,1,1,2,1,1,1,1,1,1
308409,9999,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5,6,42,1,2,9999,1,1,1,2,1,1,1,1,1,1,1,1,1
308411,9999,1,1,1,1,2,2,2,1,2,2,2,2,2,2,4,7,33,4,5,9999,1,1,1,888,1,2,2,2,1,1,1,1,1
308412,9999,1,2,1,1,1,1,1,888,2,2,2,2,2,2,3,4,29,4,1,9999,888,888,2,2,2,2,2,2,2,2,2,1,888
308426,9999,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,7,22,1,2,9999,1,1,1,2,1,2,1,1,1,2,1,1,1
308427,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,10,34,4,1,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
308429,9999,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,41,2,2,9999,2,1,2,2,1,2,2,2,1,1,2,1,1
308430,9999,1,1,1,2,1,1,1,1,1,2,2,1,2,2,5,9,24,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1
308431,9999,1,1,1,1,2,1,1,2,2,2,1,2,2,2,5,6,43,1,2,9999,1,2,2,2,1,2,2,2,1,2,1,2,1
308432,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,13,40,1,2,9999,1,1,2,888,1,1,1,1,1,1,1,1,1
308433,9999,1,1,1,1,2,1,1,1,1,1,1,1,2,1,5,10,31,4,2,9999,2,1,1,2,1,2,2,1,1,1,1,1,1
308434,9999,1,1,1,1,2,1,2,1,2,2,1,2,2,2,4,6,35,1,5,9999,2,2,2,2,1,2,2,1,1,2,1,2,1
308435,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,35,1,5,9999,1,2,1,2,2,2,2,2,1,1,1,1,1
308436,9999,1,1,1,1,2,1,1,1,2,1,2,2,2,2,5,5,32,1,2,1,1,1,888,2,2,2,2,2,2,2,1,2,1
308437,9999,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,29,1,1,9999,2,2,2,2,1,2,2,2,1,2,2,2,2
308438,9999,1,1,1,1,2,1,2,2,2,1,1,2,2,2,3,5,29,4,5,9999,1,2,2,2,1,2,2,2,1,1,1,1,2
308439,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,12,49,2,2,9999,888,2,2,2,2,2,2,2,2,1,1,1,888
308440,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,7,34,1,2,9999,888,2,1,2,2,2,1,1,1,1,1,1,1
308441,9999,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,3,42,5,2,9999,1,1,2,2,888,2,2,1,1,1,1,2,2
308442,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,34,4,1,9999,2,2,2,2,2,2,2,2,2,1,2,2,2
308457,9999,1,2,1,1,2,1,1,2,1,2,2,2,2,2,3,1,48,3,2,9999,2,2,2,2,1,2,2,2,2,2,2,2,888
308487,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,3,6,31,1,2,9999,2,1,2,2,1,2,2,2,1,2,1,1,1
308492,9999,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,5,22,1,2,9999,2,1,1,2,1,2,2,2,2,2,2,1,2
308498,9999,1,1,1,1,1,1,2,2,1,2,2,1,2,1,5,5,40,1,1,9999,1,1,2,2,2,2,2,2,2,1,1,1,1
308515,9999,1,1,1,1,2,1,1,2,2,2,2,2,1,2,5,6,42,1,2,9999,2,2,1,2,1,2,2,1,1,1,1,1,2
308548,9999,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,22,4,2,9999,2,2,2,2,1,2,2,2,2,2,2,2,1
308554,9999,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14,37,5,2,9999,1,2,2,1,1,2,1,1,1,1,1,1,1
308555,9999,1,2,1,1,1,1,1,1,1,1,1,2,2,2,4,7,20,4,2,9999,1,1,2,2,1,2,2,2,1,2,1,2,1
308556,9999,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,18,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
308578,9999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,64,999,2,9999,999,999,999,999,999,999,999,999,999,999,999,999,999
308596,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,7,42,1,2,9999,2,2,2,2,1,2,1,1,1,1,1,1,1
308599,7,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,3,41,1,1,9999,1,1,1,2,888,2,2,2,1,1,1,2,2
308629,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,6,41,1,2,9999,1,1,2,2,1,1,2,2,1,1,1,1,1
309009,888,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,51,2,1,9999,2,2,2,2,888,3,3,3,3,3,3,3,3
309010,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,27,1,5,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309011,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,55,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309012,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,38,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309013,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,23,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309014,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,41,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309015,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,54,5,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309016,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,35,4,2,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
309017,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,20,999,2,9999,999,999,999,999,999,3,3,3,3,3,3,3,3
309018,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,0,34,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309019,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,38,1,3,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
309020,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,59,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309021,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,42,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309022,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,44,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309023,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,39,4,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309024,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,48,3,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309025,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,36,1,7,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309026,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,37,5,1,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
309027,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,49,3,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309028,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,25,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309029,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,39,4,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309030,9999,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,50,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309031,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,45,2,1,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309036,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309038,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,43,1,5,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
309039,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,39,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309040,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,51,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309041,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,46,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309054,9999,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,46,1,2,9999,2,1,2,2,1,3,3,3,3,3,3,3,3
309065,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,25,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309078,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,21,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309083,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,50,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309094,9999,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,54,5,2,9999,2,1,2,1,2,3,3,3,3,3,3,3,3
309096,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,27,5,1,9999,2,1,2,2,1,3,3,3,3,3,3,3,3
309101,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,34,1,2,9999,888,2,2,2,2,3,3,3,3,3,3,3,3
309127,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,38,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309143,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,42,6,2,9999,1,2,2,2,1,3,3,3,3,3,3,3,3
309154,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,23,1,3,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309157,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,32,5,1,9999,2,1,1,1,1,3,3,3,3,3,3,3,3
309158,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,39,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309159,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,5,29,5,2,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
309179,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,36,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309184,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,19,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309195,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,41,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309218,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,43,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309226,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,32,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309263,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,48,1,2,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
