CASEID,INVIEWN,IDINCID,INCIDENT,FORCED,YEAR,MONTH,DAY,DATECERT,USOBJ,KINDWEAP,KINDWEA2,WEAPON,GUNTYPE,GUNUSE,THREAT,SLAP,PUNCH,BEATING,TWEAPON,UWEAPON,FSEXONLY,MISCARG,RESTRAIN,CHOKED,PRSNT,PRSN2,PRSN3,AP,BP,CP,OP,PINJR,ALCOHOL,RDRUNK,NDRUNK,BOTHDRUN,POT,RPOT,NPOT,DRUGS,RDRUGS,NDRUGS,BOTHDRUG,SUBSTANC,SEVEREST,TOINC,INTYEAR,INTMONTH,INTDAY,DAYSTOIN,DATECOM
308081,1,308081010, 0, 0, 1997, 5,  19,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,144, 1
308081,1,308081010, 0, 0, 1997, 5,  22,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,141, 1
308081,1,308081010, 0, 0, 1997, 5,  26,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,137, 1
308081,1,308081010, 0, 0, 1997, 5,  30,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,133, 1
308081,1,308081010, 0, 0, 1997, 6,   2,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,130, 1
308081,1,308081010, 0, 0, 1997, 6,   5,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,127, 1
308081,1,308081010, 0, 0, 1997, 6,   9,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,123, 1
308081,1,308081010, 0, 0, 1997, 6,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,119, 1
308081,1,308081010, 0, 0, 1997, 6,  16,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,116, 1
308081,1,308081020, 0, 0, 1997, 6,  19,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,113, 1
308081,1,308081020, 0, 0, 1997, 6,  23,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,109, 1
308081,1,308081020, 0, 0, 1997, 6,  27,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,105, 1
308081,1,308081020, 0, 0, 1997, 6,  30,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,102, 1
308081,1,308081020, 0, 0, 1997, 7,   1,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10,101, 1
308081,1,308081020, 0, 0, 1997, 7,   2,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10,100, 1
308081,1,308081020, 0, 0, 1997, 7,   3,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 99, 1
308081,1,308081020, 0, 0, 1997, 7,   4,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 98, 1
308081,1,308081020, 0, 0, 1997, 7,   5,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 97, 1
308081,1,308081020, 0, 0, 1997, 7,   6,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 96, 1
308081,1,308081030, 0, 0, 1997, 7,   7,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 95, 1
308081,1,308081030, 0, 0, 1997, 7,   8,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 94, 1
308081,1,308081030, 0, 0, 1997, 7,   9,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 93, 1
308081,1,308081030, 0, 0, 1997, 7,  10,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 92, 1
308081,1,308081030, 0, 0, 1997, 7,  11,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 91, 1
308081,1,308081030, 0, 0, 1997, 7,  12,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 90, 1
308081,1,308081030, 0, 0, 1997, 7,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 89, 1
308081,1,308081030, 0, 0, 1997, 7,  14,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 88, 1
308081,1,308081030, 0, 0, 1997, 7,  15,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 87, 1
308081,1,308081030, 0, 0, 1997, 7,  16,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 86, 1
308081,1,308081030, 0, 0, 1997, 7,  17,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 85, 1
308081,1,308081040, 0, 0, 1997, 7,  18,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 84, 1
308081,1,308081040, 0, 0, 1997, 7,  19,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 83, 1
308081,1,308081040, 0, 0, 1997, 7,  20,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 82, 1
308081,1,308081040, 0, 0, 1997, 7,  21,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 81, 1
308081,1,308081040, 0, 0, 1997, 7,  22,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 80, 1
308081,1,308081040, 0, 0, 1997, 7,  23,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 79, 1
308081,1,308081040, 0, 0, 1997, 7,  24,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 78, 1
308081,1,308081040, 0, 0, 1997, 7,  25,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 77, 1
308081,1,308081040, 0, 0, 1997, 7,  26,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 76, 1
308081,1,308081050, 0, 0, 1997, 7,  27,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 75, 1
308081,1,308081050, 0, 0, 1997, 7,  28,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 74, 1
308081,1,308081050, 0, 0, 1997, 7,  29,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 73, 1
308081,1,308081050, 0, 0, 1997, 7,  30,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 72, 1
308081,1,308081050, 0, 0, 1997, 7,  31,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 71, 1
308081,1,308081050, 1, 0, 1997, 8,  30,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,2, 0, 1,0,0, 0, 0,1,1,0,0,5, 1,999,1997,10,10, 41, 1
308082,1,308082000, 0, 0, 1996,12,  25,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1, 27,1997,10,10,289, 1
308082,1,308082000, 0, 0, 1997, 8,  28,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,2,0,1,0,4, 1,999,1997,10,10, 43, 1
308082,1,308082000, 0, 0, 1997, 9,   1,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 39, 1
308082,1,308082000, 0, 0, 1997, 9,   2,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 38, 1
308082,1,308082010, 0, 0, 1997, 9,   3,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 37, 1
308082,1,308082010, 0, 0, 1997, 9,   4,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 36, 1
308082,1,308082010, 0, 0, 1997, 9,   5,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 35, 1
308082,1,308082010, 0, 0, 1997, 9,   6,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 34, 1
308082,1,308082010, 0, 0, 1997, 9,   7,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 33, 1
308082,1,308082010, 0, 0, 1997, 9,   8,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 32, 1
308082,1,308082010, 0, 0, 1997, 9,   9,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 31, 1
308082,1,308082010, 0, 0, 1997, 9,  10,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 30, 1
308082,1,308082010, 0, 0, 1997, 9,  11,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 29, 1
308082,1,308082010, 0, 0, 1997, 9,  12,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 28, 1
308082,1,308082020, 0, 0, 1997, 9,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 27, 1
308082,1,308082020, 0, 0, 1997, 9,  14,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 26, 1
308082,1,308082020, 0, 0, 1997, 9,  15,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 25, 1
308082,1,308082020, 0, 0, 1997, 9,  16,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 24, 1
308082,1,308082020, 0, 0, 1997, 9,  17,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 23, 1
308082,1,308082020, 0, 0, 1997, 9,  18,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 22, 1
308082,1,308082020, 0, 0, 1997, 9,  19,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 21, 1
308082,1,308082020, 0, 0, 1997, 9,  20,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 20, 1
308082,1,308082020, 0, 0, 1997, 9,  21,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 19, 1
308082,1,308082020, 0, 0, 1997, 9,  22,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 18, 1
308082,1,308082030, 0, 0, 1997, 9,  23,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,3,1,1,1,5, 1,999,1997,10,10, 17, 1
308082,1,308082030, 0, 0, 1997, 9,  24,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 16, 1
308082,1,308082030, 1, 0, 1997, 9,  25,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,999,1997,10,10, 15, 1
308085,1,308085000, 3, 0, 1997,10,   8,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,1,99,2, 1, 0,1,1,0,0, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 3,  1,1997,10,17,  9, 1
308086,1,308086000, 2, 0, 1997, 9,  20,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,2,0,1,0,4, 2,  2,1997,10,21, 31, 1
308086,1,308086000, 2, 0, 1997,10,  19,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,2,0,1,0,4, 2,999,1997,10,21,  2, 1
308088,1,308088000, 0, 0, 1996,11,  15,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,2, 0, 1,0,0, 0, 0,2,0,1,0,4, 4,  3,1997,10,21,340, 1
308088,1,308088000, 1, 0, 1996,12,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,2, 0, 1,0,0, 0, 0,2,0,1,0,4, 4,999,1997,10,21,307, 1
308088,1,308088000, 4, 0, 1996,12,  20,2,  2,99,99,  9,  0,  0,0,0,0,0,1,0,0,0,0,99,1, 0, 0,1,0,0,0, 0,3, 1, 1,1,1, 1, 0,2,0,1,0,5, 4,999,1997,10,21,305, 1
308090,1,308090000, 1, 0, 1997, 8,  30,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,  2,1997,10,21, 52, 1
308090,1,308090000, 1, 0, 1997,10,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 1,999,1997,10,21,  3, 1
308093,1,308093000, 1, 0, 1997, 2,  20,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 2, 0,1,1,0,0, 0,0, 0, 0,0,0, 0, 0,2,0,1,0,4, 2,  3,1997,10,14,236, 1
308093,1,308093000, 2, 0, 1997, 6,  22,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,1, 2, 0,1,1,0,0, 0,0, 0, 0,0,0, 0, 0,2,0,1,0,4, 2,999,1997,10,14,114, 1
308093,1,308093000, 1, 1, 1997, 9,   9,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 2, 0,1,1,0,0, 0,3, 1, 1,1,0, 0, 0,2,0,1,0,5, 2,999,1997,10,14, 35, 1
308124,1,308124000, 1, 0, 1996,11,   2,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5, 83,1997,10,28,360,16
308124,1,308124000, 2, 0, 1996,11,   6,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,356,16
308124,1,308124000, 3, 0, 1996,11,   9,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,353,16
308124,1,308124000, 1, 0, 1996,11,  13,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,349,16
308124,1,308124010, 2, 0, 1996,11,  16,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,346,16
308124,1,308124010, 2, 0, 1996,11,  20,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,342,16
308124,1,308124010, 3, 0, 1996,11,  23,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,339,16
308124,1,308124010, 1, 0, 1996,11,  27,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,335,16
308124,1,308124010, 2, 0, 1996,11,  30,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,332,16
308124,1,308124010, 3, 0, 1996,12,   4,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,328,16
308124,1,308124010, 1, 0, 1996,12,   7,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,325,16
308124,1,308124010, 2, 0, 1996,12,  11,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,321,16
308124,1,308124010, 3, 0, 1996,12,  14,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,318,16
308124,1,308124010, 1, 0, 1996,12,  18,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,314,16
308124,1,308124020, 2, 0, 1996,12,  21,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,311,16
308124,1,308124020, 2, 0, 1996,12,  23,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 5,999,1997,10,28,309, 1
308124,1,308124020, 3, 0, 1996,12,  28,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,304,16
308124,1,308124020, 3, 0, 1997, 1,   1,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,300,16
308124,1,308124020, 1, 0, 1997, 1,   4,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,297,16
308124,1,308124020, 2, 0, 1997, 1,   8,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,293,16
308124,1,308124020, 3, 0, 1997, 1,  11,1,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,290,16
308124,1,308124020, 1, 0, 1997, 1,  22,1,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,279,16
308124,1,308124020, 2, 0, 1997, 1,  18,1,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,28,283,16
