CASEID,INVIEWN,IDINCID,INCIDENT,FORCED,YEAR,MONTH,DAY,DATECERT,USOBJ,KINDWEAP,KINDWEA2,WEAPON,GUNTYPE,GUNUSE,THREAT,SLAP,PUNCH,BEATING,TWEAPON,UWEAPON,FSEXONLY,MISCARG,RESTRAIN,CHOKED,PRSNT,PRSN2,PRSN3,AP,BP,CP,OP,PINJR,ALCOHOL,RDRUNK,NDRUNK,BOTHDRUN,POT,RPOT,NPOT,DRUGS,RDRUGS,NDRUGS,BOTHDRUG,SUBSTANC,SEVEREST,TOINC,INTYEAR,INTMONTH,INTDAY,DAYSTOIN,DATECOM
108395,1,108395000, 2, 0, 1997,12,  15,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,  1,1998, 1,27, 43, 1
108397,1,108397000, 1, 0, 1997, 6,  28,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 4,  2,1998, 1,27,213, 1
108397,1,108397000, 4, 0, 1998, 1,  20,2,  1, 5,99,  2,  0,  0,0,0,0,0,1,0,0,0,0, 1,4, 0, 0,0,0,0,1, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 4,999,1998, 1,27,  7, 1
108399,1,108399000, 1, 0, 1998, 1,   3,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,1, 0,0, 9, 9,0,0,0,0, 1,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,  2,1998, 1,30, 27, 1
108399,1,108399000, 3, 0, 1998, 1,  27,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 1,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1998, 1,30,  3, 1
108443,1,108443000, 3, 0, 1997, 6,   3,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 1,1, 4, 0,1,0,0,1, 1,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 3,  1,1998, 2, 9,251, 1
108444,1,108444000, 1, 0, 1997, 3,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 1,  5,1998, 2, 9,328, 1
108444,1,108444000, 1, 0, 1997, 4,   7,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,2, 0, 1,0,0,0,0,4, 1,999,1998, 2, 9,308, 1
108444,1,108444000, 1, 0, 1997, 4,  16,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 1,999,1998, 2, 9,299, 1
108444,1,108444000, 1, 0, 1997, 4,  25,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,2, 0, 1,0,0,0,0,4, 1,999,1998, 2, 9,290, 1
108444,1,108444010, 1, 0, 1998, 1,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 1,999,1998, 2, 9, 39, 1
108456,1,108456000, 2, 0, 1997, 5,  24,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,2, 0, 1,0,0,0,0,4, 2,  3,1998, 2,10,262, 1
108456,1,108456000, 0, 0, 1997,10,   6,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,999,1998, 2,10,127, 1
108456,1,108456000, 0, 0, 1998, 2,   7,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,999,1998, 2,10,  3, 1
108460,1,108460000, 2, 0, 1997, 8,   4,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,  4,1998, 2,26,206, 1
108460,1,108460000, 2, 0, 1997,12,   1,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,999,1998, 2,26, 87, 1
108460,1,108460000, 1, 0, 1997,12,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,999,1998, 2,26, 70, 1
108460,1,108460000, 2, 0, 1998, 2,  21,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,999,1998, 2,26,  5, 1
108525,1,108525000, 1, 0, 1997, 3,  13,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,2, 0, 0,0,1,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5, 51,1998, 3,13,365, 1
108525,1,108525000, 1, 0, 1997, 3,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,360, 1
108525,1,108525000, 1, 0, 1997, 3,  21,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,2, 0, 0,0,1,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,357, 1
108525,1,108525000, 0, 0, 1997, 3,  25,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,353, 1
108525,1,108525010, 1, 0, 1997, 3,  27,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,351, 1
108525,1,108525010, 0, 0, 1997, 4,   3,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,344, 1
108525,1,108525010, 1, 0, 1997, 4,   7,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,340, 1
108525,1,108525010, 0, 0, 1997, 4,   9,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,338, 1
108525,1,108525010, 1, 0, 1997, 4,  11,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,336, 1
108525,1,108525010, 0, 0, 1997, 4,  13,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,334, 1
108525,1,108525010, 1, 0, 1997, 4,  16,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,331, 1
108525,1,108525010, 1, 0, 1997, 4,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,329, 1
108525,1,108525010, 0, 0, 1997, 4,  21,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,326, 1
108525,1,108525010, 1, 0, 1997, 4,  23,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,324, 1
108525,1,108525020, 1, 0, 1997, 4,  27,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,320, 1
108525,1,108525020, 0, 0, 1997, 4,  29,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,318, 1
108525,1,108525020, 1, 0, 1997, 5,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,316, 1
108525,1,108525020, 0, 0, 1997, 5,   5,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,312, 1
108525,1,108525020, 1, 0, 1997, 5,   7,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,310, 1
108525,1,108525020, 0, 0, 1997, 5,   9,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,308, 1
108525,1,108525020, 0, 0, 1997, 5,  11,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,306, 1
108525,1,108525020, 1, 0, 1997, 5,  14,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,303, 1
108525,1,108525020, 0, 0, 1997, 5,  17,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,300, 1
108525,1,108525020, 1, 0, 1997, 5,  19,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,298, 1
108525,1,108525030, 0, 0, 1997, 5,  22,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,295, 1
108525,1,108525030, 1, 0, 1997, 5,  25,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,292, 1
108525,1,108525030, 1, 0, 1997, 5,  26,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,291, 1
108525,1,108525030, 0, 0, 1997, 5,  30,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,287, 1
108525,1,108525030, 0, 0, 1997, 6,   2,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,284, 1
108525,1,108525030, 1, 0, 1997, 6,   4,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,282, 1
108525,1,108525030, 1, 0, 1997, 6,   6,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,280, 1
108525,1,108525030, 0, 0, 1997, 6,   7,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,279, 1
108525,1,108525030, 1, 0, 1997, 6,  10,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,276, 1
108525,1,108525030, 0, 0, 1997, 6,  17,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,269, 1
108525,1,108525040, 1, 0, 1997, 6,  20,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,266, 1
108525,1,108525040, 1, 0, 1997, 6,  22,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,264, 1
108525,1,108525040, 0, 0, 1997, 6,  25,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,261, 1
108525,1,108525040, 1, 0, 1997, 6,  28,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,258, 1
108525,1,108525040, 5, 0, 1997, 7,   4,2,  1, 6,99,  1,  1,  1,0,0,0,0,0,1,0,0,0, 0,4, 1, 2,1,1,0,1, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,252, 1
108525,1,108525040, 1, 0, 1997, 7,   7,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,249, 1
108525,1,108525040, 5, 0, 1997, 7,  10,2,  1, 5,99,  2,  0,  0,0,0,0,0,0,1,0,0,0, 0,1, 3, 0,1,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,246, 1
108525,1,108525040, 1, 0, 1997, 7,  16,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,240, 1
108525,1,108525040, 0, 0, 1997, 7,  21,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,235, 1
108525,1,108525040, 0, 0, 1997, 7,  24,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,232, 1
108525,1,108525050, 1, 0, 1997, 7,  28,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,228, 1
108525,1,108525050, 1, 0, 1997, 7,  30,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,226, 1
108525,1,108525050, 1, 0, 1997, 8,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,224, 1
108525,1,108525050, 0, 0, 1997, 8,   4,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,221, 1
108525,1,108525050, 1, 0, 1997, 8,   8,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,217, 1
108525,1,108525050, 0, 0, 1997, 8,  11,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,214, 1
108525,1,108525050, 5, 0, 1997, 8,  14,2,  1, 6,99,  1,  1,  1,0,0,0,0,0,1,0,0,0, 0,3, 2, 0,0,1,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1998, 3,13,211, 1
108562,1,108562000, 0, 0, 1997,12,  10,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 0,  3,1998, 3,16, 96, 1
108562,1,108562000, 0, 0, 1997,12,  22,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,2, 0, 1,0,2, 0, 1,0,0,0,0,4, 0,999,1998, 3,16, 84, 1
108562,1,108562000, 0, 0, 1998, 2,  27,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 0,999,1998, 3,16, 17, 1
118051,1,118051000, 0, 0, 1997, 9,   7,2,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 0,  1,1997, 9,15,  8, 1
118058,1,118058000, 1, 0, 1997, 7,  20,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,2, 0, 1,2,0,1,0,4, 1,  2,1997, 9,25, 67, 1
118058,1,118058000, 1, 0, 1997, 8,  15,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,2, 0, 1,2,0,1,0,4, 1,999,1997, 9,25, 41, 1
118175,1,118175000, 2, 0, 1997, 6,  21,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,  1,1997,10,24,125, 1
118176,1,118176000, 5, 0, 1997, 9,  16,2,  1,23,99,  2,  0,  0,0,0,0,0,0,1,0,0,0, 0,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,  3,1997,10,24, 38, 1
118176,1,118176000, 1, 0, 1997, 9,  30,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,24, 24, 1
118176,1,118176000, 1, 0, 1997,10,  18,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,999,1997,10,24,  6, 1
118177,1,118177000, 2, 0, 1997, 2,   3,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,3, 0, 0,0,0,1,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 2,  1,1997,10,24,263, 1
118178,1,118178000, 2, 0, 1996,11,  19,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,0, 0, 0,0,2, 0, 1,2,0,1,0,4, 2,  2,1997,10,24,339, 1
118178,1,118178000, 1, 0, 1997, 3,   3,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,0, 0, 0,0,2, 0, 1,2,0,1,0,4, 2,999,1997,10,24,235, 1
118182,1,118182000, 1, 0, 1997, 9,  25,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 1,  1,1997,10,20, 25, 1
118183,1,118183000, 3, 0, 1997, 1,   1,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,3, 1, 1,1,0, 0, 0,0,0,0,0,3, 3,  2,1997,10,20,292, 1
118183,1,118183000, 1, 0, 1997,10,  13,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1997,10,20,  7, 1
118192,1,118192000, 3, 0, 1997, 5,   1,2,  2,99,99, 99,  0,  0,0,0,0,1,0,0,0,0,0, 1,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,  3,1997,11, 7,190, 1
118192,1,118192000, 2, 0, 1997, 7,  18,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,1, 0, 0,1,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1997,11, 7,112, 1
118192,1,118192000, 1, 0, 1997,10,  10,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 3,999,1997,11, 7, 28, 1
118193,1,118193000, 2, 0, 1997, 7,   5,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 5,  2,1997,11, 7,125, 1
118193,1,118193000, 5, 0, 1997, 7,   6,2,  1,24,99,  3,  0,  0,0,0,0,0,0,1,0,0,0, 0,3, 0, 0,0,0,1,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 5,999,1997,11, 7,124, 1
118341,1,118341000, 1, 0, 1997, 1,   1,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 0, 0,0,0,0,0, 0,3, 1, 1,1,0, 0, 0,3,1,1,1,5, 4, 13,1998, 1,13,377, 1
118341,1,118341000, 0, 0, 1997, 3,  16,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 1,13,303, 4
118341,1,118341000, 0, 0, 1997, 3,  17,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0,99,0, 0, 0,0,0, 0, 0,4,0,1,0,1, 4,999,1998, 1,13,302, 1
118341,1,118341000, 0, 0, 1997, 3,  18,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0,99,0, 0, 0,0,0, 0, 0,4,0,1,0,1, 4,999,1998, 1,13,301, 1
118341,1,118341010, 0, 0, 1997, 3,  19,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0,99,0, 0, 0,0,0, 0, 0,4,0,1,0,1, 4,999,1998, 1,13,300, 1
118341,1,118341010, 0, 0, 1997, 3,  20,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0,99,0, 0, 0,0,0, 0, 0,4,0,1,0,1, 4,999,1998, 1,13,299, 1
118341,1,118341010, 0, 0, 1997, 3,  21,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0,99,0, 0, 0,0,0, 0, 0,4,0,1,0,1, 4,999,1998, 1,13,298, 1
118341,1,118341010, 0, 0, 1997, 3,  22,1,  2,99,99, 99,  0,  0,1,0,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0,99,0, 0, 0,0,0, 0, 0,4,0,1,0,1, 4,999,1998, 1,13,297, 1
118341,1,118341010, 2, 0, 1997, 7,  14,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 1,13,183, 1
118341,1,118341010, 2, 0, 1997,11,   4,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 1,13, 70, 1
118341,1,118341010, 1, 0, 1997,12,  23,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,0,0,0,0,2, 4,999,1998, 1,13, 21, 1
118341,1,118341010, 2, 0, 1998, 1,   3,2,  2,99,99, 99,  0,  0,0,0,1,0,0,0,0,0,0, 0,4, 0, 0,0,0,0,1, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 4,999,1998, 1,13, 10, 1
118341,1,118341010, 4, 0, 1998, 1,  10,2,  2,99,99,  8,  0,  0,0,0,0,0,1,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,3, 1, 1,1,0, 0, 0,2,0,1,0,5, 4,999,1998, 1,13,  3, 1
118458,1,118458000, 5, 0, 1997, 8,  15,2,  1,13,99,  3,  0,  0,0,0,0,0,0,1,0,0,0, 0,0, 9, 9,0,0,0,0, 0,0, 0, 0,0,0, 0, 0,0,0,0,0,1, 5,  3,1998, 2,26,195, 1
118458,1,118458000, 1, 0, 1997,11,  29,2,  2,99,99, 99,  0,  0,0,1,0,0,0,0,0,0,0, 0,0, 9, 9,0,0,0,0, 0,2, 0, 1,0,0, 0, 0,2,0,1,0,4, 5,999,1998, 2,26, 89, 1
