CASEID,SEVEREST,SEVERER,TOTINC,TOTINCR,RECENT,RECENTR,RECENTRR,THREATS,THREATR,SLAPPING,SLAPR,PUNCHING,PUNCHR,BEATING,BEATR,TWEAPON,UWEAPON,FORCEDSX,FORCEDR,WEAPON,GUN,KNIFE,MISCARR,RESTRAIN,CHOKED,CHILD,NDRUNK,RDRUNK,BOTHDRUN,NDRUGS,RDRUGS,BOTHDRUG
308310, 5,2, 35,  4,186,  5,  1,  0,  0, 33,  4,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  0,  1,  0, 35,  0,  0, 35,  0,  0
308312, 5,2,  1,  1, 94,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0
308313, 5,2,  1,  1, 55,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308314, 5,2,  2,  2, 32,  3,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0
308315, 3,2,  2,  2,144,  4,  0,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  1,  2,  0,  1,  1,  1,  2,  2,  2
308316, 5,2, 35,  4,  2,  1,  0,  0,  0, 33,  4,  1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99, 21,  0,  0,  0, 22, 21, 21
308317, 2,1, 12,  4,  6,  1,  0,  0,  0,  4,  2,  8,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 12, 12, 12, 12
308330, 1,1,  6,  3, 69,  4,  0,  1,  1,  5,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
308331, 1,1,  7,  3,203,  5,  1,  5,  3,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308382, 3,2,  8,  3, 13,  2,  0,  0,  0,  2,  2,  3,  2,  1,  1,  0,  0,  2,  2,  0,  0,  0,  0,  0,  1,  0,  7,  0,  0,  0,  0,  0
308384, 3,2,  1,  1,306,  6,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  0,  0,  0,  0,  0,  0
308389, 3,2,  3,  2, 33,  3,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
308408, 5,2,  4,  2,  3,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  2,  1,  1,  2,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0
308409, 3,2,  6,  3,164,  4,  0,  0,  0,  2,  2,  3,  2,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0, 99,  1,  0,  0,  0,  6,  0,  0
308411, 2,1,  1,  1,240,  5,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0
308412, 2,1,  3,  2, 92,  4,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
308426, 3,2,  3,  2,100,  4,  0,  0,  0,  0,  0,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1, 99,  0,  0,  2,  0,  0,  1,  0
308427, 4,2, 53,  4,135,  4,  0,  0,  0,  1,  1,  6,  3,  1,  1,  1,  0, 45,  4,  1,  1,  0,  0,  1, 99,  0,  2,  1,  1,  4,  5,  3
308429, 3,2,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  1, 99,  0,  1,  0,  0,  0,  0,  0
308430, 3,2, 13,  4, 27,  2,  0,  0,  0,  6,  3,  6,  3,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  2,  0,  0, 10,  0
308431, 3,2,  1,  1,205,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0
308432, 5,2, 29,  4,170,  4,  0,  0,  0, 26,  4,  1,  1,  1,  1,  0,  1,  0,  0,  1,  1,  0,  1,  0, 99,  0, 28,  0,  0, 28,  0,  0
308433, 3,2,  6,  3,308,  6,  1,  0,  0,  5,  3,  0,  0,  1,  1,  0,  0,  3,  2,  0,  0,  0,  0,  0, 99,  1,  6,  5,  5,  0,  0,  0
308434, 3,2,  1,  1, 58,  3,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  0,  0,  0,  0,  0,  0
308435,-1,1, 24,  4, 11,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 24,  4,  0,  0,  0,  0,  0,  0,  0,  2,  1,  1, 24,  0,  0
308436, 2,1,  1,  1,309,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0
308437, 2,1,  7,  3,  5,  1,  0,  0,  0,  2,  2,  5,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4,  1,  1,  1,  0,  0,  0
308438, 3,2,  2,  2, 30,  2,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  2,  2,  2,  0,  0,  0
308439,-1,1,  1,  1,340,  6,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308440, 5,2,  3,  2, 18,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  2,  2,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
308441, 3,2,  2,  2,293,  5,  1,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  1,  1,  1,  2,  2,  2
308442,-1,1,  1,  1, 94,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308457, 2,1,  2,  2,188,  5,  1,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
308487, 2,1,  1,  1,360,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
308492, 1,1,  1,  1,231,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308498, 2,1,  5,  3, 21,  2,  0,  0,  0,  0,  0,  5,  3,  0,  0,  0,  0,  3,  2,  0,  0,  0,  1,  0,  0,  0,  5,  0,  0,  5,  5,  5
308515, 2,1,  1,  1,354,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308548, 2,1,  1,  1,131,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
308554, 4,2,  2,  2,274,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1,  0,  0,  1, 99,  0,  0,  0,  0,  2,  0,  0
308555, 3,2,  6,  3, 56,  3,  0,  0,  0,  0,  0,  2,  2,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  4,  1,  1,  5,  0,  0
308556, 2,1,  1,  1, 65,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
308578, 9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
308596, 3,2,  4,  2, 78,  4,  0,  0,  0,  0,  0,  0,  0,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  1, 99,  1,  0,  0,  0,  0,  0,  0
308599, 3,2,  1,  1, 41,  3,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  1,  0,  0,  1,  0,  0
308629, 3,2, 11,  4,  0,  1,  0,  0,  0,  2,  2,  2,  2,  5,  3,  0,  0,  2,  2,  0,  0,  0,  0,  0, 99,  0,  7,  4,  3,  0,  0,  0
318475, 4,2,  4,  2, 20,  2,  0,  0,  0,  0,  0,  0,  0,  2,  2,  2,  0,  0,  0,  2,  1,  1,  0,  0, 99,  0,  0,  0,  0,  4,  4,  4
318483, 1,1,  1,  1,364,  6,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318484, 3,2,  2,  2,182,  5,  1,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  2,  0,  0,  2,  0,  0
318485, 1,1,  1,  1,  6,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318488, 1,1,  1,  1, 39,  3,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
318489, 1,1,  2,  2,184,  5,  1,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
318491, 2,1,  1,  1,358,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  1
318493, 0,1,  1,  1,  7,  2,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318497, 2,1,  3,  2, 54,  3,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  2,  0,  0
318499, 5,2,  9,  3,  1,  1,  0,  1,  1,  0,  0,  0,  0,  7,  3,  0,  1,  1,  1,  1,  1,  0,  0,  1, 99,  1,  8,  0,  0,  8,  0,  0
318504, 3,2, 16,  4,168,  4,  0,  0,  0,  2,  2,  4,  2,  2,  2,  0,  0, 12,  4,  0,  0,  0,  0,  0, 99,  0,  3,  2,  2,  0,  0,  0
318505, 0,1,  1,  1,316,  6,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318506, 2,1,  1,  1,182,  5,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
318516, 2,1,  2,  2, 80,  4,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  2,  0,  0
318557, 3,2,  3,  2,133,  4,  0,  0,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1, 99,  0,  0,  0,  0,  0,  0,  0
318558, 4,2,  3,  2,210,  5,  1,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0
318597, 3,2,  1,  1,  6,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0
318598, 2,1, 12,  4, 15,  2,  0,  0,  0,  2,  2, 10,  3,  0,  0,  0,  0,  7,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318601, 2,1,  2,  2, 51,  3,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  2,  0,  0
318602, 2,1,  2,  2,  4,  1,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318607, 3,2,  1,  1,277,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  1,  0
318630, 3,2,  2,  2,258,  5,  1,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  1,  1,  0,  0,  0,  1,  0, 99,  0,  2,  0,  0,  2,  0,  0
318631, 2,1,  4,  2,317,  6,  1,  0,  0,  0,  0,  3,  2,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318632, 4,2,  2,  2,307,  6,  1,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1,  0,  0,  0, 99,  0,  0,  1,  0,  0,  1,  0
318633, 3,2,  1,  1, 29,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  1,  0,  0,  1,  0,  0
318634, 2,1,  2,  2,288,  5,  1,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318635, 3,2,  1,  1,254,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  1,  1,  1,  0,  0,  0
318636, 4,2,  4,  2,219,  5,  1,  0,  0,  0,  0,  2,  2,  1,  1,  1,  0,  0,  0,  1,  0,  1,  0,  0, 99,  0,  0,  4,  0,  0,  3,  0
318637, 2,1,  3,  2,198,  5,  1,  0,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0
318638, 0,1,  1,  1,120,  4,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318639, 3,2,  1,  1,356,  6,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
318640, 2,1,  1,  1,317,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318641, 3,2,  4,  2, 43,  3,  0,  0,  0,  0,  0,  1,  1,  2,  2,  0,  0,  1,  1,  0,  0,  0,  0,  0, 99,  2,  0,  0,  0,  1,  1,  1
318642, 5,2,  6,  3, 10,  2,  0,  0,  0,  0,  0,  0,  0,  3,  2,  1,  1,  1,  1,  2,  1,  1,  0,  0, 99,  2,  3,  0,  0,  1,  1,  1
318643, 3,2,  4,  2, 48,  3,  0,  0,  0,  1,  1,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  4,  0,  0,  0,  0,  0
318644, 4,2,  4,  2,265,  5,  1,  0,  0,  0,  0,  1,  1,  2,  2,  1,  0,  0,  0,  1,  1,  0,  0,  1,  0,  1,  0,  0,  0,  3,  3,  3
318654, 2,1,  2,  2,300,  5,  1,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318655, 4,2,  3,  2, 86,  4,  0,  0,  0,  1,  1,  1,  1,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0
318656, 2,1,  1,  1,296,  5,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318658, 2,1,  1,  1,237,  5,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318660, 2,1,  1,  1,  4,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
318661, 2,1,  1,  1,324,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318662, 3,2,  4,  2, 36,  3,  0,  0,  0,  0,  0,  3,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
318663, 2,1,  1,  1,289,  5,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318682, 3,2, 11,  4, 27,  2,  0,  0,  0,  0,  0,  2,  2,  2,  2,  0,  0,  8,  3,  0,  0,  0,  0,  0, 99,  0,  4,  4,  4,  4,  4,  4
318683, 3,2,  4,  2,301,  6,  1,  0,  0,  0,  0,  1,  1,  2,  2,  0,  0,  1,  1,  0,  0,  0,  0,  1, 99,  0,  0,  0,  0,  4,  4,  4
318684, 1,1,  1,  1,209,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318687, 3,2, 33,  4, 15,  2,  0,  0,  0,  0,  0,  7,  3, 11,  4,  0,  0, 17,  4,  0,  0,  0,  0,  0, 99,  0, 15,  0,  0, 15,  0,  0
318688, 4,2,  3,  2, 21,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  2,  0,  1,  1,  2,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0
318689, 0,1,  2,  2,194,  5,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
318690, 5,2, 16,  4,  5,  1,  0,  0,  0,  1,  1,  3,  2,  5,  3,  0,  2,  7,  3,  2,  1,  0,  0,  0, 99,  0,  0,  5,  0,  0,  0,  0
318691, 3,2,  6,  3, 86,  4,  0,  0,  0,  0,  0,  2,  2,  4,  2,  0,  0,  2,  2,  0,  0,  0,  1,  0, 99,  5,  0,  0,  0,  0,  0,  0
318693, 3,2,  1,  1,349,  6,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  1,  0,  0,  0,  0
318694, 5,2,  3,  2,161,  4,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  2,  1,  0,  0,  0, 99,  1,  2,  0,  0,  3,  0,  0
408380, 3,2,  1,  1, 51,  3,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  1,  1,  1,  1,  1
408394, 5,2,  7,  3, 24,  2,  0,  0,  0,  3,  2,  1,  1,  2,  2,  0,  1,  0,  0,  1,  0,  0,  0,  1,  2,  0,  5,  5,  5,  0,  2,  0
408418, 2,1,  1,  1,313,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0
408494, 3,2,  3,  2, 10,  2,  0,  0,  0,  0,  0,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  2,  2,  2,  2,  2,  2
408503, 4,2,  3,  2, 13,  2,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  0,  1,  0,  1,  0,  0, 99,  0,  2,  2,  2,  1,  0,  0
408508, 5,2, 11,  4,  4,  1,  0,  0,  0,  0,  0,  9,  3,  0,  0,  1,  1,  0,  0,  2,  1,  1,  0,  0,  0,  1,  7,  3,  3,  0,  0,  0
408651, 2,1,  3,  2, 19,  2,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  3,  3,  0,  0,  0
508055, 5,2,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  1,  0,  0,  1,  0,  0
508089, 3,2,136,  4,214,  5,  1,  0,  0,  1,  1,129,  4,  6,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99, 19,  0,  0,  0,  0,  0,  0
508102, 4,2,  1,  1,155,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  1,  0,  0
508103, 3,2,  1,  1,  7,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
508137, 3,2, 28,  4,  6,  1,  0, 12,  4,  4,  2,  6,  3,  6,  3,  0,  0,  1,  1,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
508138, 2,1, 31,  4,  2,  1,  0,  0,  0, 30,  4,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 31,  0,  0,  0,  0
508152, 3,2,  3,  2, 42,  3,  0,  0,  0,  2,  2,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  0
508161, 4,2, 54,  4,  7,  2,  0,  0,  0, 13,  4, 22,  4, 18,  4,  1,  0, 16,  4,  0,  0,  0,  0,  0,  2,  0, 37,  0,  0, 37,  0,  0
508162, 4,2, 11,  4,  1,  1,  0,  5,  3,  0,  0,  0,  0,  0,  0,  1,  0,  8,  3,  1,  0,  1,  0,  3,  0,  0,  0,  0,  0,  0,  0,  0
508163, 3,2, 10,  3, 10,  2,  0,  3,  2,  4,  2,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,  0,  0,  0,  0
508165, 5,2, 12,  4,  4,  1,  0,  0,  0,  1,  1,  2,  2,  5,  3,  0,  2,  2,  2,  2,  0,  0,  0,  3,  1,  0,  1,  1,  1,  0,  0,  0
508171, 5,2,  3,  2,167,  4,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  2,  0,  0,  2,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508172, 5,2,  3,  2,  1,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  1,  1,  1,  0,  0,  0
508185, 3,2,  5,  3,  6,  1,  0,  0,  0,  1,  1,  3,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  5,  0,  0,  5,  0,  0
508187, 4,2,  5,  3,  1,  1,  0,  0,  0,  2,  2,  2,  2,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
508188, 2,1,  1,  1, 17,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508212, 1,1,  1,  1,  2,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508223, 4,2,  3,  2,  4,  1,  0,  0,  0,  0,  0,  2,  2,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  3,  0,  0,  0,  0,  0
508224, 3,2,  3,  2,  5,  1,  0,  0,  0,  2,  2,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508229, 2,1, 11,  4,  4,  1,  0,  7,  3,  2,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  9, 10,  0,  0,  0,  0,  0
508266, 2,1,  1,  1, 13,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508277, 3,2, 42,  4,  4,  1,  0, 13,  4, 13,  4, 15,  4,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  5,  0,  0,  5,  0,  0
508278, 2,1, 12,  4, 32,  3,  0,  0,  0, 10,  3,  2,  2,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  3,  0,  0
508280, 5,2,  2,  2,  7,  2,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  1,  0,  0,  0,  0,  0
508293, 5,2,  8,  3,  8,  2,  0,  0,  0,  2,  2,  0,  0,  3,  2,  0,  3,  1,  1,  3,  1,  2,  0,  0,  1,  0,  0,  0,  0,  5,  0,  0
508294, 5,2,  7,  3, 61,  4,  0,  0,  0,  1,  1,  0,  0,  1,  1,  2,  2,  2,  2,  3,  1,  1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0
508295, 1,1,  2,  2,157,  4,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0
508302, 3,2,  4,  2, 28,  2,  0,  0,  0,  1,  1,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  3,  2,  2
508332, 1,1,  1,  1, 17,  2,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508381, 5,2, 17,  4,186,  5,  1,  1,  1,  0,  0,  4,  2,  2,  2,  1,  8,  3,  2,  9,  1,  2,  0,  1,  0,  0,  3,  2,  2,  0,  0,  0
508383, 4,2,  7,  3, 51,  3,  0,  1,  1,  2,  2,  0,  0,  2,  2,  1,  0,  1,  1,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0,  4,  4,  4
508385, 5,2, 11,  4, 30,  2,  0,  0,  0,  0,  0,  4,  2,  3,  2,  1,  2,  1,  1,  2,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0
508386, 2,1, 13,  4,  4,  1,  0,  0,  0,  2,  2, 11,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  5,  0,  0,  0
508387, 3,2, 34,  4, 39,  3,  0,  0,  0, 31,  4,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  3,  0,  0
508388, 5,2,  8,  3, 17,  2,  0,  0,  0,  0,  0,  0,  0,  7,  3,  0,  1,  0,  0,  1,  0,  0,  0,  1,  6,  0,  0,  0,  0,  1,  0,  0
