CASEID,SEVEREST,SEVERER,TOTINC,TOTINCR,RECENT,RECENTR,RECENTRR,THREATS,THREATR,SLAPPING,SLAPR,PUNCHING,PUNCHR,BEATING,BEATR,TWEAPON,UWEAPON,FORCEDSX,FORCEDR,WEAPON,GUN,KNIFE,MISCARR,RESTRAIN,CHOKED,CHILD,NDRUNK,RDRUNK,BOTHDRUN,NDRUGS,RDRUGS,BOTHDRUG
168237, 0,1,  1,  1, 11,  2,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0
168238, 2,1,  1,  1, 23,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168239, 2,1,  7,  3,  5,  1,  0,  0,  0,  1,  1,  6,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  6,  2,  0,  0,  0,  0,  0
168251, 1,1,  1,  1,245,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168252, 1,1,  2,  2,155,  4,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168253, 3,2, 12,  4, 10,  2,  0,  0,  0,  9,  3,  1,  1,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  9,  0,  0,  0,  0,  0
168305, 4,2,  3,  2,323,  6,  1,  0,  0,  1,  1,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  3,  0,  0,  0,  0,  0
168322, 2,1,  3,  2, 53,  3,  0,  0,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0
168328, 1,1,  4,  2,  1,  1,  0,  2,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168329, 3,2,  4,  2,183,  5,  1,  0,  0,  1,  1,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
168330, 2,1,  1,  1, 14,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
168332, 5,2,  1,  1,319,  6,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168333, 2,1,  2,  2,  5,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  1,  0,  0
168338, 2,1,  2,  2,247,  5,  1,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0
168339, 2,1,  1,  1,361,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168340, 4,2,  1,  1,359,  6,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  0,  0,  0, 99,  0,  1,  0,  0,  1,  0,  0
168342, 1,1,  2,  2, 58,  3,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168349, 3,2,  7,  3,162,  4,  0,  0,  0,  2,  2,  3,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,  0
168354, 3,2,  1,  1, 60,  3,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0
168396, 3,2,  6,  3, 18,  2,  0,  5,  3,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
168398, 3,2,  2,  2,206,  5,  1,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  1,  0,  0,  0,  0,  0
168454, 1,1,  4,  2, 49,  3,  0,  0,  0,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
168518, 1,1,  1,  1, 19,  2,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168519, 3,2,  1,  1,251,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  1,  0,  0,  0,  0,  0
168524, 0,1,  1,  1,197,  5,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168526, 5,2,  3,  2,105,  4,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  2,  1,  1,  2,  0,  1,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0
168563, 4,2,  3,  2,  2,  1,  0,  0,  0,  0,  0,  0,  0,  2,  2,  1,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  1,  0,  0,  1,  0,  0
168610, 4,2, 36,  4, 41,  3,  0,  8,  3, 12,  4, 10,  3,  5,  3,  1,  0,  0,  0,  1,  0,  1,  0,  0, 99,  1, 32,  0,  0,  0,  0,  0
168612,-1,1,  1,  1,214,  5,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  1,  1,  1,  0,  0,  0
168616, 3,2,  2,  2,133,  4,  0,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
168618, 1,1,  1,  1, 31,  3,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168619, 4,2, 56,  4,  2,  1,  0, 20,  4, 14,  4, 15,  4,  6,  3,  1,  0,  0,  0,  1,  0,  1,  0,  0, 99,  0, 46,  7,  7,  0,  0,  0
168624, 1,1,  1,  1,347,  6,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
168627, 4,2,  5,  3,108,  4,  0,  2,  2,  1,  1,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
168628,-1,1,  1,  1,162,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
218042, 1,1,  1,  1, 45,  3,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
218048, 2,1,  4,  2,141,  4,  0,  2,  2,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
218148, 1,1,  3,  2,180,  4,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
218160, 1,1,  2,  2,108,  4,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  2,  2,  0,  0,  0
228284, 4,2,  4,  2,286,  5,  1,  0,  0,  3,  2,  0,  0,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308001, 1,1,  1,  1,187,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308002, 3,2, 25,  4,  3,  1,  0,  0,  0, 23,  4,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
308003, 5,2,  1,  1, 18,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0, 99,  0,  1,  0,  0,  1,  0,  0
308004, 2,1,  1,  1,117,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308005, 3,2,  2,  2,315,  6,  1,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
308006, 5,2,  2,  2,128,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  2,  2,  2
308007, 1,1,  3,  2,  1,  1,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308008, 2,1,  1,  1, 37,  3,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0,  0
308032, 2,1, 28,  4,166,  4,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0, 26,  4,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0
308033, 1,1,  1,  1,  4,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308034, 1,1,  3,  2, 91,  4,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  3,  0,  0,  3,  0,  0
308035, 1,1,  1,  1,248,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
308037, 3,2,  2,  2,192,  5,  1,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  2,  2,  2
308043, 1,1, 10,  3,108,  4,  0,  0,  0, 10,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308044, 5,2, 13,  4, 21,  2,  0,  0,  0,  4,  2,  2,  2,  3,  2,  2,  1,  1,  1,  3,  1,  0,  0,  0,  1,  0,  1,  6,  0,  1,  6,  0
308045, 2,1,  2,  2, 10,  2,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308046, 0,1,  1,  1, 32,  3,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308049, 4,2,  5,  3, 13,  2,  0,  0,  0,  1,  1,  2,  2,  1,  1,  1,  0,  0,  0,  1,  1,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
308056, 1,1,  2,  2,  4,  1,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0
308057, 2,1,  1,  1,121,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308060, 1,1,  5,  3,174,  4,  0,  4,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4,  3,  3
308061, 1,1,  4,  2,129,  4,  0,  0,  0,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4,  4,  4,  0,  0,  0
308062, 0,1,  1,  1,364,  6,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308064, 1,1,  3,  2, 48,  3,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308066, 4,2,  9,  3,  6,  1,  0,  0,  0,  2,  2,  2,  2,  0,  0,  5,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  9,  9,  9,  0,  9,  0
308067, 0,1,  4,  2, 16,  2,  0,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308079, 5,2, 81,  4,  1,  1,  0,  5,  3, 12,  4, 62,  4,  1,  1,  0,  1,  0,  0,  1,  0,  0,  0, 17, 99,  0,  1,  1,  1,  0,  0,  0
308080, 3,2, 15,  4, 27,  2,  0,  0,  0, 14,  4,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0, 15,  0,  0,  0,  7,  0
308081, 1,1, 50,  4, 41,  3,  0, 49,  4,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 48,  0,  0,  0, 48,  0
308082, 1,1, 27,  4, 15,  2,  0, 26,  4,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  8,  7,  7
308085, 3,2,  1,  1,  9,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1, 99,  0,  1,  0,  0,  0,  0,  0
308086, 2,1,  2,  2,  2,  1,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  2,  0,  0
308088, 4,2,  3,  2,305,  6,  1,  1,  1,  1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  3,  1,  1,  3,  0,  0
308090, 1,1,  2,  2,  3,  1,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
308093, 2,1,  3,  2, 35,  3,  0,  0,  0,  2,  2,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  3,  0,  0
308124, 5,2, 83,  4, 17,  2,  0,  0,  0, 26,  4, 27,  4, 28,  4,  1,  1,  0,  0,  2,  1,  0,  0,  0,  1,  8,  9,  2,  2,  0,  0,  0
308125, 4,2,  4,  2, 15,  2,  0,  0,  0,  1,  1,  0,  0,  1,  1,  2,  0,  0,  0,  2,  2,  0,  0,  0,  1,  1,  0,  1,  0,  1,  1,  1
308126, 2,1,  1,  1,131,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  1
308128, 4,2,  7,  3, 24,  2,  0,  1,  1,  2,  2,  2,  2,  0,  0,  2,  0,  0,  0,  2,  2,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
308129, 4,2,  2,  2,144,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
308130, 5,2, 33,  4, 26,  2,  0,  0,  0, 22,  4,  9,  3,  0,  0,  0,  1,  5,  3,  1,  0,  0,  0,  0,  0,  0,  8,  0,  0,  0,  8,  0
308131, 3,2,  5,  3,  5,  1,  0,  0,  0,  2,  2,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  3,  0,  0,  0,  0,  0
308132, 3,2, 11,  4, 67,  4,  0,  0,  0,  4,  2,  6,  3,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1, 99,  6,  5,  6,  5,  3,  1,  1
308136, 4,2,  3,  2, 52,  3,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  3,  0,  0,  0,  0,  0
308142, 2,1,  7,  3,  4,  1,  0,  0,  0,  0,  0,  5,  3,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  2,  0
308144, 1,1, 15,  4,  4,  1,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0, 14,  4,  0,  0,  0,  0,  0,  0,  1, 15,  0,  0,  0,  0,  0
308145, 2,1, 23,  4, 38,  3,  0,  0,  0, 10,  3, 13,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 23,  0,  0, 23, 23, 23, 23, 23, 23
308146, 2,1, 24,  4, 67,  4,  0,  0,  0,  4,  2, 20,  4,  0,  0,  0,  0,  3,  2,  0,  0,  0,  0,  8,  0,  0,  0,  0,  0,  0,  1,  0
308149, 2,1,  4,  2, 36,  3,  0,  0,  0,  2,  2,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0
308150, 5,2,  2,  2,187,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0
308151, 1,1,  2,  2,  1,  1,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308153, 4,2,  4,  2, 34,  3,  0,  0,  0,  0,  0,  1,  1,  2,  2,  1,  0,  1,  1,  1,  1,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
308166, 1,1,  3,  2,122,  4,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308167, 2,1,  1,  1, 48,  3,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0
308168, 2,1,  1,  1, 23,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308174, 2,1,  2,  2, 21,  2,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308186, 3,2,  2,  2, 16,  2,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  2,  0,  0,  2,  0,  0
308189, 4,2,  2,  2, 99,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308190, 2,1,  2,  2, 40,  3,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
308191, 2,1,  2,  2, 36,  3,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
308196, 2,1,  2,  2,332,  6,  1,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308197, 0,1,  1,  1,251,  5,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0
308198, 3,2,  1,  1,194,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
308199, 0,1,  2,  2, 41,  3,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
308211, 3,2, 28,  4, 38,  3,  0,  0,  0,  7,  3, 19,  4,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0, 17, 17, 17, 17, 17, 17
308213, 2,1,  2,  2,219,  5,  1,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  2,  0,  0,  2,  0,  0
308214, 3,2, 22,  4, 26,  2,  0,  0,  0,  0,  0, 21,  4,  1,  1,  0,  0, 20,  4,  0,  0,  0,  0,  0, 99,  0, 22, 22, 22, 22, 22, 22
308215, 2,1,  4,  2, 33,  3,  0,  0,  0,  2,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  3,  3,  3,  3,  3
308216, 2,1,  3,  2,102,  4,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  3,  3,  3,  3,  3,  3
308217, 1,1,  1,  1,319,  6,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0
308219, 9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
308220, 4,2,  2,  2, 66,  4,  0,  1,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  1,  0,  0,  1,  0,  0
308221, 1,1, 27,  4,  7,  2,  0,  0,  0, 27,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 27,  0,  0,  0,  0,  0
308222, 4,2,  5,  3, 66,  4,  0,  0,  0,  2,  2,  0,  0,  2,  2,  1,  0,  0,  0,  1,  1,  0,  1,  0, 99,  0,  4,  0,  0,  3,  0,  0
308225, 3,2,  1,  1,211,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  1,  0,  0,  0,  0,  0
308227, 3,2, 11,  4,  3,  1,  0,  0,  0,  6,  3,  4,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  1,  0,  0,  0,  0,  0
308228, 1,1,  2,  2,101,  4,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308262, 2,1,  1,  1, 30,  2,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308264, 2,1,  1,  1,163,  4,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0,  0
308269, 2,1,  4,  2,  7,  2,  0,  0,  0,  2,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308270, 5,2, 94,  4,103,  4,  0,  0,  0, 93,  4,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  1,  1,  1,  1,  1,  1
308271, 3,2,  1,  1,247,  5,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  1,  0,  0
308272, 2,1,  9,  3,  3,  1,  0,  0,  0,  2,  2,  7,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  5,  9,  9,  9
308274, 2,1, 21,  4, 21,  2,  0,  0,  0,  3,  2, 18,  4,  0,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0,  0,  0,  0
308276, 2,1,  3,  2, 50,  3,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  3,  3,  3,  3,  3,  3
308279, 1,1,  1,  1,  6,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
308281, 5,2,100,  4,  2,  1,  0,  0,  0, 99,  4,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
308282, 5,2,  7,  3, 56,  3,  0,  0,  0,  6,  3,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  7,  7,  7,  7,  7,  7
308283, 1,1,  1,  1, 45,  3,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308285, 2,1,  2,  2, 33,  3,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
308287, 5,2,  7,  3, 89,  4,  0,  0,  0,  0,  0,  3,  2,  2,  2,  0,  2,  0,  0,  2,  0,  0,  1,  0,  1,  0,  4,  1,  1,  1,  1,  1
308288, 1,1,  5,  3,129,  4,  0,  0,  0,  5,  3,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  0,  0
308291, 1,1,  5,  3,128,  4,  0,  0,  0,  4,  2,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0
308296, 5,2, 33,  4,  7,  2,  0,  0,  0,  0,  0, 32,  4,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  0,  0,  0, 33,  0,  0
308297, 3,2,  5,  3, 27,  2,  0,  0,  0,  0,  0,  4,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  4,  0,  0
308299, 2,1,  6,  3,  5,  1,  0,  1,  1,  0,  0,  5,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,  5,  0,  0
308300, 1,1,  2,  2,326,  6,  1,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  2,  0,  0
308301, 2,1,  1,  1,316,  6,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
308303, 2,1,  3,  2, 35,  3,  0,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  3,  0,  0
308306, 1,1,  1,  1,202,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
308307, 3,2,  2,  2,104,  4,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  1,  0,  0
